datetime,date,hour_utc,pressure_hPa,height_m,temp_c,dewpoint_c,wind_dir_deg,wind_speed_m_s
2023-05-01 00:00:00,2023-05-01,0,1003.0,139.0,10.6,5.6,125.0,4.0
2023-05-01 12:00:00,2023-05-01,12,1003.0,139.0,18.8,3.8,95.0,8.0
2023-05-02 00:00:00,2023-05-02,0,1001.0,139.0,12.0,3.0,50.0,2.0
2023-05-02 12:00:00,2023-05-02,12,1001.0,139.0,22.0,8.0,105.0,6.0
2023-05-03 00:00:00,2023-05-03,0,1003.0,139.0,13.8,12.4,345.0,6.0
2023-05-03 12:00:00,2023-05-03,12,1004.0,139.0,19.2,12.2,325.0,4.0
2023-05-04 00:00:00,2023-05-04,0,1005.0,139.0,12.6,12.0,0.0,0.0
2023-05-04 12:00:00,2023-05-04,12,1004.0,139.0,19.2,9.2,325.0,4.0
2023-05-05 00:00:00,2023-05-05,0,1005.0,139.0,13.0,6.0,80.0,4.0
2023-05-05 12:00:00,2023-05-05,12,1004.0,139.0,20.4,8.4,205.0,4.0
2023-05-06 00:00:00,2023-05-06,0,1001.0,139.0,11.6,7.9,70.0,2.0
2023-05-06 12:00:00,2023-05-06,12,1000.0,139.0,23.4,9.4,180.0,6.0
2023-05-07 00:00:00,2023-05-07,0,1000.0,139.0,14.8,13.0,0.0,0.0
2023-05-07 12:00:00,2023-05-07,12,1001.0,139.0,21.4,12.4,285.0,6.0
2023-05-08 00:00:00,2023-05-08,0,1004.0,139.0,8.6,5.0,0.0,0.0
2023-05-08 12:00:00,2023-05-08,12,1006.0,139.0,17.8,2.8,30.0,8.0
2023-05-09 00:00:00,2023-05-09,0,1008.0,139.0,7.4,1.4,40.0,4.0
2023-05-09 12:00:00,2023-05-09,12,1006.0,139.0,17.4,4.4,70.0,8.0
2023-05-10 00:00:00,2023-05-10,0,1003.0,139.0,11.6,6.6,115.0,4.0
2023-05-10 12:00:00,2023-05-10,12,1001.0,139.0,17.8,5.8,130.0,10.0
2023-05-11 00:00:00,2023-05-11,0,1001.0,139.0,12.4,4.4,130.0,2.0
2023-05-11 12:00:00,2023-05-11,12,1000.0,139.0,20.0,3.0,45.0,16.0
2023-05-12 00:00:00,2023-05-12,0,1001.0,139.0,10.8,9.4,105.0,2.0
2023-05-12 12:00:00,2023-05-12,12,1002.0,139.0,11.4,10.0,90.0,4.0
2023-05-13 00:00:00,2023-05-13,0,1004.0,139.0,10.4,9.8,70.0,2.0
2023-05-13 12:00:00,2023-05-13,12,1006.0,139.0,12.6,8.9,100.0,6.0
2023-05-14 00:00:00,2023-05-14,0,1004.0,139.0,11.8,8.5,60.0,2.0
