datetime,date,hour_utc,pressure_hPa,height_m,temp_c,dewpoint_c,wind_dir_deg,wind_speed_m_s
2016-05-01 00:00:00,2016-05-01,0,1002.0,139.0,10.0,6.3,80.0,4.0
2016-05-01 12:00:00,2016-05-01,12,1000.0,139.0,18.4,8.4,120.0,8.0
2016-05-02 00:00:00,2016-05-02,0,1000.0,139.0,12.0,11.8,350.0,2.0
2016-05-02 12:00:00,2016-05-02,12,999.0,139.0,18.6,10.6,110.0,2.0
2016-05-04 00:00:00,2016-05-04,0,996.0,139.0,11.8,9.7,0.0,4.0
2016-05-04 12:00:00,2016-05-04,12,999.0,139.0,20.6,7.6,350.0,8.0
2016-05-05 12:00:00,2016-05-05,12,1004.0,139.0,21.2,6.2,90.0,6.0
2016-05-06 00:00:00,2016-05-06,0,1004.0,139.0,12.0,7.1,0.0,4.0
2016-05-06 12:00:00,2016-05-06,12,1002.0,139.0,21.0,5.0,40.0,6.0
2016-05-07 00:00:00,2016-05-07,0,1000.0,139.0,12.0,7.0,40.0,2.0
2016-05-07 12:00:00,2016-05-07,12,999.0,139.0,21.4,1.4,70.0,4.0
2016-05-08 00:00:00,2016-05-08,0,1001.0,139.0,9.4,5.3,0.0,2.0
2016-05-08 12:00:00,2016-05-08,12,1001.0,139.0,18.0,5.0,80.0,6.0
2016-05-09 00:00:00,2016-05-09,0,1002.0,139.0,12.0,7.3,110.0,2.0
2016-05-09 12:00:00,2016-05-09,12,1003.0,139.0,19.0,6.0,140.0,2.0
2016-05-10 00:00:00,2016-05-10,0,1002.0,139.0,12.0,8.2,50.0,2.0
2016-05-10 12:00:00,2016-05-10,12,1002.0,139.0,14.2,11.8,80.0,4.0
2016-05-11 00:00:00,2016-05-11,0,998.0,139.0,12.0,11.0,30.0,2.0
2016-05-11 12:00:00,2016-05-11,12,996.0,139.0,15.0,12.1,150.0,6.0
2016-05-12 00:00:00,2016-05-12,0,991.0,139.0,12.0,10.5,50.0,4.0
2016-05-12 12:00:00,2016-05-12,12,986.0,139.0,19.6,11.6,110.0,8.0
2016-05-13 00:00:00,2016-05-13,0,980.0,139.0,14.4,14.0,240.0,6.0
2016-05-13 12:00:00,2016-05-13,12,980.0,139.0,18.8,10.8,220.0,6.0
2016-05-14 00:00:00,2016-05-14,0,982.0,139.0,13.2,10.7,210.0,4.0
2016-05-14 12:00:00,2016-05-14,12,983.0,139.0,17.4,11.4,330.0,8.0
2016-05-15 00:00:00,2016-05-15,0,990.0,139.0,13.6,9.0,300.0,6.0
2016-05-15 12:00:00,2016-05-15,12,997.0,139.0,12.0,1.0,330.0,10.0
2016-05-16 00:00:00,2016-05-16,0,1000.0,139.0,8.0,1.0,310.0,4.0
2016-05-16 12:00:00,2016-05-16,12,1001.0,139.0,13.8,0.8,320.0,8.0
2016-05-17 00:00:00,2016-05-17,0,1001.0,139.0,8.0,3.8,290.0,4.0
2016-05-17 12:00:00,2016-05-17,12,1001.0,139.0,12.2,2.2,290.0,8.0
2016-05-18 00:00:00,2016-05-18,0,1001.0,139.0,8.8,4.4,260.0,2.0
2016-05-18 12:00:00,2016-05-18,12,999.0,139.0,16.6,4.6,290.0,8.0
2016-05-19 00:00:00,2016-05-19,0,997.0,139.0,11.0,6.0,70.0,4.0
2016-05-19 12:00:00,2016-05-19,12,996.0,139.0,19.8,7.8,130.0,8.0
2016-05-20 00:00:00,2016-05-20,0,998.0,139.0,12.0,7.0,50.0,2.0
2016-05-20 12:00:00,2016-05-20,12,1000.0,139.0,21.0,7.0,10.0,6.0
2016-05-21 00:00:00,2016-05-21,0,1002.0,139.0,13.6,9.4,50.0,2.0
2016-05-21 12:00:00,2016-05-21,12,1003.0,139.0,22.8,5.8,70.0,4.0
2016-05-22 00:00:00,2016-05-22,0,1003.0,139.0,12.4,9.7,20.0,2.0
2016-05-22 12:00:00,2016-05-22,12,1002.0,139.0,25.2,8.2,170.0,6.0
2016-05-23 00:00:00,2016-05-23,0,998.0,139.0,13.2,10.0,70.0,2.0
2016-05-23 12:00:00,2016-05-23,12,995.0,139.0,26.8,8.8,200.0,8.0
2016-05-24 00:00:00,2016-05-24,0,989.0,139.0,17.0,11.0,320.0,6.0
2016-05-25 00:00:00,2016-05-25,0,988.0,139.0,14.8,13.0,340.0,8.0
2016-05-25 12:00:00,2016-05-25,12,992.0,139.0,23.2,12.2,340.0,8.0
2016-05-26 00:00:00,2016-05-26,0,994.0,139.0,16.0,12.7,340.0,4.0
2016-05-26 12:00:00,2016-05-26,12,998.0,139.0,23.2,10.2,240.0,4.0
2016-05-27 00:00:00,2016-05-27,0,999.0,139.0,14.6,12.6,30.0,2.0
2016-05-27 12:00:00,2016-05-27,12,1001.0,139.0,25.2,11.2,150.0,6.0
2016-05-28 00:00:00,2016-05-28,0,999.0,139.0,17.0,13.3,40.0,4.0
2016-05-29 00:00:00,2016-05-29,0,996.0,139.0,19.0,14.2,80.0,2.0
2016-05-29 12:00:00,2016-05-29,12,993.0,139.0,26.6,14.6,90.0,6.0
2016-05-30 00:00:00,2016-05-30,0,990.0,139.0,22.0,16.0,240.0,6.0
2016-05-30 12:00:00,2016-05-30,12,993.0,139.0,24.8,12.8,180.0,6.0
2016-05-31 12:00:00,2016-05-31,12,995.0,139.0,24.4,10.4,210.0,6.0
