datetime,date,hour_utc,pressure_hPa,height_m,temp_c,dewpoint_c,wind_dir_deg,wind_speed_m_s
2023-04-01 00:00:00,2023-04-01,0,986.0,139.0,9.0,7.8,285.0,2.0
2023-04-01 12:00:00,2023-04-01,12,986.0,139.0,13.2,6.2,0.0,4.0
2023-04-02 00:00:00,2023-04-02,0,989.0,139.0,10.6,4.6,310.0,4.0
2023-04-02 12:00:00,2023-04-02,12,992.0,139.0,15.0,6.0,260.0,10.0
2023-04-03 00:00:00,2023-04-03,0,998.0,139.0,7.0,5.3,5.0,4.0
2023-04-03 12:00:00,2023-04-03,12,1001.0,139.0,9.0,-1.0,70.0,4.0
2023-04-04 00:00:00,2023-04-04,0,1002.0,139.0,2.0,-8.0,5.0,2.0
2023-04-04 12:00:00,2023-04-04,12,1000.0,139.0,7.0,-7.0,355.0,8.0
2023-04-05 00:00:00,2023-04-05,0,1003.0,139.0,1.2,-6.8,340.0,6.0
2023-04-05 12:00:00,2023-04-05,12,1002.0,139.0,6.2,-8.8,340.0,4.0
2023-04-06 00:00:00,2023-04-06,0,1002.0,139.0,0.2,-7.8,50.0,2.0
2023-04-06 12:00:00,2023-04-06,12,999.0,139.0,6.4,-6.6,285.0,8.0
2023-04-07 00:00:00,2023-04-07,0,998.0,139.0,2.8,-0.3,0.0,0.0
2023-04-07 12:00:00,2023-04-07,12,999.0,139.0,5.2,1.3,240.0,2.0
2023-04-08 00:00:00,2023-04-08,0,1002.0,139.0,3.4,2.2,0.0,0.0
2023-04-08 12:00:00,2023-04-08,12,1004.0,139.0,4.4,2.7,100.0,2.0
2023-04-09 00:00:00,2023-04-09,0,1006.0,139.0,3.8,3.1,25.0,2.0
2023-04-09 12:00:00,2023-04-09,12,1007.0,139.0,8.0,3.0,0.0,0.0
2023-04-10 00:00:00,2023-04-10,0,1007.0,139.0,4.4,2.3,340.0,2.0
2023-04-10 12:00:00,2023-04-10,12,1006.0,139.0,13.4,1.4,5.0,4.0
2023-04-11 00:00:00,2023-04-11,0,1001.0,139.0,6.8,6.1,35.0,4.0
2023-04-11 12:00:00,2023-04-11,12,996.0,139.0,15.4,6.4,175.0,6.0
2023-04-12 00:00:00,2023-04-12,0,994.0,139.0,7.4,3.5,275.0,12.0
2023-04-12 12:00:00,2023-04-12,12,993.0,139.0,14.0,0.0,320.0,6.0
2023-04-13 00:00:00,2023-04-13,0,990.0,139.0,7.0,-1.0,135.0,2.0
2023-04-13 12:00:00,2023-04-13,12,989.0,139.0,16.2,0.2,160.0,6.0
2023-04-14 00:00:00,2023-04-14,0,986.0,139.0,11.6,4.6,115.0,6.0
2023-04-14 12:00:00,2023-04-14,12,984.0,139.0,11.0,10.2,135.0,4.0
2023-04-15 00:00:00,2023-04-15,0,989.0,139.0,4.4,4.3,125.0,2.0
2023-04-15 12:00:00,2023-04-15,12,991.0,139.0,10.0,6.0,255.0,2.0
2023-04-16 00:00:00,2023-04-16,0,996.0,139.0,7.2,6.8,55.0,2.0
2023-04-16 12:00:00,2023-04-16,12,998.0,139.0,16.0,6.0,85.0,6.0
2023-04-17 00:00:00,2023-04-17,0,997.0,139.0,13.0,6.0,15.0,4.0
2023-04-17 12:00:00,2023-04-17,12,997.0,139.0,17.2,7.2,45.0,6.0
2023-04-18 00:00:00,2023-04-18,0,998.0,139.0,12.6,8.3,15.0,4.0
2023-04-18 12:00:00,2023-04-18,12,999.0,139.0,17.6,3.6,50.0,10.0
2023-04-19 00:00:00,2023-04-19,0,1000.0,139.0,13.0,3.0,0.0,2.0
2023-04-19 12:00:00,2023-04-19,12,996.0,139.0,16.4,3.4,320.0,4.0
2023-04-20 00:00:00,2023-04-20,0,999.0,139.0,8.2,6.2,5.0,2.0
2023-04-20 12:00:00,2023-04-20,12,999.0,139.0,17.4,4.4,315.0,6.0
2023-04-21 00:00:00,2023-04-21,0,999.0,139.0,10.6,5.6,10.0,2.0
2023-04-21 12:00:00,2023-04-21,12,999.0,139.0,18.8,3.8,95.0,6.0
2023-04-22 00:00:00,2023-04-22,0,998.0,139.0,9.6,4.6,0.0,0.0
2023-04-22 12:00:00,2023-04-22,12,998.0,139.0,19.4,1.4,125.0,4.0
2023-04-23 00:00:00,2023-04-23,0,998.0,139.0,9.8,2.8,75.0,4.0
2023-04-23 12:00:00,2023-04-23,12,997.0,139.0,20.4,2.4,140.0,8.0
2023-04-24 00:00:00,2023-04-24,0,993.0,139.0,12.4,4.4,85.0,2.0
2023-04-24 12:00:00,2023-04-24,12,990.0,139.0,17.4,9.4,175.0,4.0
2023-04-25 00:00:00,2023-04-25,0,990.0,139.0,11.8,8.8,340.0,6.0
2023-04-25 12:00:00,2023-04-25,12,990.0,139.0,13.4,5.4,305.0,6.0
2023-04-26 00:00:00,2023-04-26,0,993.0,139.0,9.0,4.6,305.0,2.0
2023-04-26 12:00:00,2023-04-26,12,997.0,139.0,13.2,-1.8,330.0,12.0
2023-04-27 00:00:00,2023-04-27,0,1001.0,139.0,5.2,-1.8,340.0,2.0
2023-04-27 12:00:00,2023-04-27,12,1003.0,139.0,12.8,-0.2,15.0,6.0
2023-04-28 00:00:00,2023-04-28,0,1005.0,139.0,3.0,-0.1,120.0,4.0
2023-04-28 12:00:00,2023-04-28,12,1004.0,139.0,16.0,0.0,170.0,2.0
2023-04-29 00:00:00,2023-04-29,0,999.0,139.0,11.6,4.6,85.0,2.0
2023-04-29 12:00:00,2023-04-29,12,999.0,139.0,16.8,4.8,95.0,4.0
2023-04-30 00:00:00,2023-04-30,0,999.0,139.0,12.8,6.8,0.0,0.0
2023-04-30 12:00:00,2023-04-30,12,999.0,139.0,19.0,7.0,10.0,8.0
