datetime,date,hour_utc,pressure_hPa,height_m,temp_c,dewpoint_c,wind_dir_deg,wind_speed_m_s
2010-06-01 00:00:00,2010-06-01,0,986.0,139.0,11.0,10.5,320.0,10.0
2010-06-01 12:00:00,2010-06-01,12,986.0,139.0,12.8,11.7,0.0,8.0
2010-06-02 00:00:00,2010-06-02,0,987.0,139.0,11.2,10.7,340.0,4.0
2010-06-02 12:00:00,2010-06-02,12,987.0,139.0,14.2,12.2,350.0,4.0
2010-06-03 00:00:00,2010-06-03,0,991.0,139.0,11.0,10.7,110.0,4.0
2010-06-03 12:00:00,2010-06-03,12,994.0,139.0,16.6,12.2,20.0,2.0
2010-06-04 00:00:00,2010-06-04,0,992.0,139.0,13.6,13.3,250.0,6.0
2010-06-06 00:00:00,2010-06-06,0,1004.0,139.0,14.0,12.4,50.0,2.0
2010-06-06 12:00:00,2010-06-06,12,1002.0,139.0,23.6,12.6,140.0,4.0
2010-06-07 00:00:00,2010-06-07,0,998.0,139.0,14.8,11.9,120.0,4.0
2010-06-07 12:00:00,2010-06-07,12,997.0,139.0,25.2,16.2,200.0,2.0
2010-06-08 00:00:00,2010-06-08,0,996.0,139.0,18.4,16.2,30.0,4.0
2010-06-08 12:00:00,2010-06-08,12,996.0,139.0,28.2,16.2,180.0,4.0
2010-06-09 00:00:00,2010-06-09,0,996.0,139.0,20.2,14.2,120.0,2.0
2010-06-09 12:00:00,2010-06-09,12,997.0,139.0,28.8,17.8,190.0,6.0
2010-06-10 00:00:00,2010-06-10,0,997.0,139.0,20.4,17.8,120.0,4.0
2010-06-10 12:00:00,2010-06-10,12,997.0,139.0,30.4,19.4,220.0,8.0
2010-06-11 00:00:00,2010-06-11,0,996.0,139.0,21.2,18.8,130.0,4.0
2010-06-11 12:00:00,2010-06-11,12,995.0,139.0,31.8,15.8,200.0,8.0
2010-06-12 00:00:00,2010-06-12,0,993.0,139.0,21.2,17.8,150.0,6.0
2010-06-12 12:00:00,2010-06-12,12,993.0,139.0,30.8,14.8,210.0,8.0
2010-06-13 00:00:00,2010-06-13,0,992.0,139.0,23.6,18.6,320.0,2.0
2010-06-13 12:00:00,2010-06-13,12,994.0,139.0,30.8,17.8,300.0,2.0
2010-06-14 00:00:00,2010-06-14,0,993.0,139.0,21.0,18.2,90.0,6.0
2010-06-14 12:00:00,2010-06-14,12,994.0,139.0,25.6,20.6,300.0,4.0
2010-06-15 00:00:00,2010-06-15,0,999.0,139.0,16.4,12.6,290.0,6.0
2010-06-15 12:00:00,2010-06-15,12,1001.0,139.0,24.4,16.4,160.0,4.0
2010-06-16 00:00:00,2010-06-16,0,1000.0,139.0,20.4,17.0,50.0,4.0
2010-06-16 12:00:00,2010-06-16,12,1000.0,139.0,17.8,15.6,20.0,4.0
2010-06-17 00:00:00,2010-06-17,0,1000.0,139.0,15.8,12.9,0.0,2.0
2010-06-17 12:00:00,2010-06-17,12,1000.0,139.0,24.0,13.0,70.0,4.0
2010-06-18 00:00:00,2010-06-18,0,999.0,139.0,18.4,13.9,100.0,4.0
2010-06-18 12:00:00,2010-06-18,12,993.0,139.0,18.8,17.3,50.0,4.0
2010-06-19 00:00:00,2010-06-19,0,987.0,139.0,14.6,14.3,210.0,2.0
2010-06-19 12:00:00,2010-06-19,12,988.0,139.0,20.6,13.6,290.0,8.0
2010-06-20 00:00:00,2010-06-20,0,986.0,139.0,15.8,13.8,90.0,2.0
2010-06-20 12:00:00,2010-06-20,12,988.0,139.0,21.4,15.4,80.0,4.0
2010-06-21 00:00:00,2010-06-21,0,990.0,139.0,16.6,16.0,350.0,4.0
2010-06-21 12:00:00,2010-06-21,12,990.0,139.0,19.6,16.4,10.0,4.0
2010-06-22 00:00:00,2010-06-22,0,991.0,139.0,16.2,11.2,350.0,8.0
2010-06-22 12:00:00,2010-06-22,12,995.0,139.0,14.6,13.0,340.0,8.0
2010-06-23 00:00:00,2010-06-23,0,997.0,139.0,14.2,12.1,330.0,6.0
2010-06-23 12:00:00,2010-06-23,12,997.0,139.0,20.8,8.8,10.0,6.0
2010-06-24 00:00:00,2010-06-24,0,998.0,139.0,16.2,9.2,340.0,8.0
2010-06-24 12:00:00,2010-06-24,12,997.0,139.0,22.2,9.2,340.0,8.0
2010-06-25 00:00:00,2010-06-25,0,997.0,139.0,15.4,10.4,260.0,2.0
2010-06-25 12:00:00,2010-06-25,12,995.0,139.0,18.8,10.8,310.0,10.0
2010-06-26 00:00:00,2010-06-26,0,995.0,139.0,15.6,11.0,350.0,4.0
2010-06-26 12:00:00,2010-06-26,12,996.0,139.0,18.6,12.6,310.0,2.0
2010-06-27 00:00:00,2010-06-27,0,998.0,139.0,16.2,15.9,220.0,2.0
2010-06-27 12:00:00,2010-06-27,12,1000.0,139.0,22.0,16.0,90.0,4.0
2010-06-28 00:00:00,2010-06-28,0,1001.0,139.0,19.8,13.8,40.0,4.0
2010-06-28 12:00:00,2010-06-28,12,1000.0,139.0,26.0,16.0,30.0,4.0
2010-06-29 00:00:00,2010-06-29,0,1000.0,139.0,20.4,16.8,350.0,4.0
2010-06-29 12:00:00,2010-06-29,12,999.0,139.0,27.6,12.6,0.0,2.0
2010-06-30 00:00:00,2010-06-30,0,999.0,139.0,19.8,16.6,350.0,2.0
2010-06-30 12:00:00,2010-06-30,12,999.0,139.0,28.6,16.6,0.0,4.0
