datetime,date,hour_utc,pressure_hPa,height_m,temp_c,dewpoint_c,wind_dir_deg,wind_speed_m_s
2018-02-01 00:00:00,2018-02-01,0,995.0,139.0,4.4,1.9,140.0,4.0
2018-02-01 12:00:00,2018-02-01,12,990.0,139.0,10.4,3.4,190.0,8.0
2018-02-02 00:00:00,2018-02-02,0,990.0,139.0,6.8,3.2,310.0,2.0
2018-02-02 12:00:00,2018-02-02,12,990.0,139.0,5.2,2.6,10.0,4.0
2018-02-03 00:00:00,2018-02-03,0,990.0,139.0,3.2,-0.1,300.0,4.0
2018-02-03 12:00:00,2018-02-03,12,984.0,139.0,2.2,1.3,330.0,6.0
2018-02-04 00:00:00,2018-02-04,0,988.0,139.0,0.6,-0.1,310.0,2.0
2018-02-04 12:00:00,2018-02-04,12,997.0,139.0,2.6,0.7,110.0,2.0
2018-02-05 00:00:00,2018-02-05,0,1004.0,139.0,-0.9,-2.9,260.0,2.0
2018-02-05 12:00:00,2018-02-05,12,1007.0,139.0,3.2,-3.8,220.0,4.0
2018-02-06 00:00:00,2018-02-06,0,1006.0,139.0,-0.7,-2.0,160.0,2.0
2018-02-06 12:00:00,2018-02-06,12,1005.0,139.0,-0.9,-2.0,90.0,6.0
2018-02-07 00:00:00,2018-02-07,0,1002.0,139.0,-1.9,-3.6,30.0,4.0
2018-02-07 12:00:00,2018-02-07,12,995.0,139.0,1.0,-0.6,60.0,6.0
2018-02-08 00:00:00,2018-02-08,0,993.0,139.0,2.2,1.6,30.0,4.0
2018-02-08 12:00:00,2018-02-08,12,995.0,139.0,3.6,3.0,350.0,4.0
2018-02-09 00:00:00,2018-02-09,0,999.0,139.0,1.2,0.0,310.0,2.0
2018-02-09 12:00:00,2018-02-09,12,1000.0,139.0,2.2,-1.9,330.0,4.0
2018-02-10 00:00:00,2018-02-10,0,999.0,139.0,0.8,-1.0,30.0,2.0
2018-02-10 12:00:00,2018-02-10,12,999.0,139.0,3.2,-1.0,340.0,4.0
2018-02-11 00:00:00,2018-02-11,0,997.0,139.0,0.2,-2.5,320.0,2.0
2018-02-11 12:00:00,2018-02-11,12,994.0,139.0,4.4,-2.6,210.0,4.0
2018-02-12 00:00:00,2018-02-12,0,994.0,139.0,-2.3,-2.9,80.0,2.0
2018-02-12 12:00:00,2018-02-12,12,996.0,139.0,2.8,-1.6,210.0,2.0
2018-02-14 00:00:00,2018-02-14,0,994.0,139.0,0.4,0.1,0.0,2.0
2018-02-16 00:00:00,2018-02-16,0,1009.0,139.0,-1.1,-1.8,130.0,2.0
2018-02-16 12:00:00,2018-02-16,12,1009.0,139.0,3.0,-1.9,170.0,4.0
2018-02-17 00:00:00,2018-02-17,0,1012.0,139.0,1.6,-1.1,10.0,4.0
2018-02-18 00:00:00,2018-02-18,0,1004.0,139.0,-0.5,-0.6,40.0,2.0
2018-02-19 12:00:00,2018-02-19,12,1006.0,139.0,3.0,-6.0,60.0,8.0
2018-02-20 00:00:00,2018-02-20,0,1001.0,139.0,1.6,-4.4,60.0,6.0
2018-02-20 12:00:00,2018-02-20,12,997.0,139.0,-0.3,-0.4,50.0,4.0
2018-02-21 12:00:00,2018-02-21,12,999.0,139.0,1.4,0.5,50.0,4.0
2018-02-22 12:00:00,2018-02-22,12,998.0,139.0,2.4,-4.6,20.0,6.0
2018-02-23 00:00:00,2018-02-23,0,1001.0,139.0,-0.5,-1.1,50.0,2.0
2018-02-24 12:00:00,2018-02-24,12,1001.0,139.0,-0.7,-3.9,220.0,4.0
2018-02-25 00:00:00,2018-02-25,0,1005.0,139.0,-4.7,-12.7,30.0,6.0
2018-02-25 12:00:00,2018-02-25,12,1006.0,139.0,-3.3,-14.3,50.0,4.0
2018-02-26 00:00:00,2018-02-26,0,1005.0,139.0,-9.5,-15.5,10.0,4.0
2018-02-26 12:00:00,2018-02-26,12,1000.0,139.0,-3.1,-14.1,50.0,10.0
