datetime,date,hour_utc,pressure_hPa,height_m,temp_c,dewpoint_c,wind_dir_deg,wind_speed_m_s
2012-10-01 00:00:00,2012-10-01,0,1005.0,139.0,16.8,11.8,70.0,2.0
2012-10-01 12:00:00,2012-10-01,12,1002.0,139.0,22.2,13.2,120.0,6.0
2012-10-02 00:00:00,2012-10-02,0,1001.0,139.0,17.2,16.4,50.0,4.0
2012-10-02 12:00:00,2012-10-02,12,1000.0,139.0,20.2,16.6,70.0,2.0
2012-10-03 00:00:00,2012-10-03,0,999.0,139.0,14.8,14.6,0.0,0.0
2012-10-03 12:00:00,2012-10-03,12,1001.0,139.0,19.6,10.6,260.0,12.0
2012-10-04 00:00:00,2012-10-04,0,1002.0,139.0,10.2,9.4,0.0,0.0
2012-10-05 00:00:00,2012-10-05,0,1000.0,139.0,15.8,12.5,270.0,8.0
2012-10-05 12:00:00,2012-10-05,12,1004.0,139.0,18.0,0.0,330.0,4.0
2012-10-06 00:00:00,2012-10-06,0,1004.0,139.0,10.0,8.3,140.0,4.0
2012-10-07 00:00:00,2012-10-07,0,999.0,139.0,12.8,12.0,180.0,2.0
2012-10-07 12:00:00,2012-10-07,12,995.0,139.0,20.0,13.0,130.0,2.0
2012-10-08 00:00:00,2012-10-08,0,1000.0,139.0,9.0,4.6,320.0,12.0
2012-10-09 00:00:00,2012-10-09,0,1001.0,139.0,5.0,4.6,190.0,2.0
2012-10-10 00:00:00,2012-10-10,0,995.0,139.0,12.8,6.8,320.0,6.0
2012-10-11 00:00:00,2012-10-11,0,998.0,139.0,8.8,5.0,290.0,2.0
2012-10-12 00:00:00,2012-10-12,0,999.0,139.0,8.0,4.0,0.0,0.0
2012-10-13 00:00:00,2012-10-13,0,999.0,139.0,10.2,6.5,0.0,2.0
2012-10-14 00:00:00,2012-10-14,0,995.0,139.0,12.4,9.4,100.0,4.0
2012-10-15 00:00:00,2012-10-15,0,993.0,139.0,13.0,12.8,140.0,2.0
2012-10-16 00:00:00,2012-10-16,0,994.0,139.0,15.0,14.8,50.0,6.0
2012-10-17 00:00:00,2012-10-17,0,1000.0,139.0,9.0,5.9,260.0,6.0
2012-10-18 00:00:00,2012-10-18,0,1007.0,139.0,10.8,8.7,90.0,4.0
2012-10-19 00:00:00,2012-10-19,0,1006.0,139.0,10.0,6.3,50.0,4.0
2012-10-20 00:00:00,2012-10-20,0,1004.0,139.0,11.2,8.8,20.0,4.0
2012-10-21 00:00:00,2012-10-21,0,1004.0,139.0,10.6,10.3,10.0,2.0
2012-10-22 00:00:00,2012-10-22,0,1005.0,139.0,10.2,9.7,20.0,2.0
2012-10-23 00:00:00,2012-10-23,0,1006.0,139.0,10.2,10.0,350.0,4.0
2012-10-24 00:00:00,2012-10-24,0,1006.0,139.0,7.8,7.7,340.0,2.0
2012-10-25 00:00:00,2012-10-25,0,1001.0,139.0,9.0,7.5,310.0,4.0
2012-10-26 00:00:00,2012-10-26,0,994.0,139.0,7.8,6.4,240.0,4.0
2012-10-27 00:00:00,2012-10-27,0,986.0,139.0,8.2,7.6,90.0,8.0
2012-10-28 00:00:00,2012-10-28,0,978.0,139.0,4.2,3.3,300.0,10.0
2012-10-29 00:00:00,2012-10-29,0,993.0,139.0,3.0,2.3,80.0,2.0
2012-10-30 00:00:00,2012-10-30,0,994.0,139.0,1.0,-0.6,290.0,6.0
2012-10-31 00:00:00,2012-10-31,0,996.0,139.0,0.6,-1.8,180.0,2.0
