datetime,date,hour_utc,pressure_hPa,height_m,temp_c,dewpoint_c,wind_dir_deg,wind_speed_m_s
2015-12-01 00:00:00,2015-12-01,0,1001.0,139.0,7.2,5.6,260.0,6.0
2015-12-01 12:00:00,2015-12-01,12,1001.0,139.0,12.4,5.4,300.0,14.0
2015-12-02 00:00:00,2015-12-02,0,1008.0,139.0,7.0,1.0,280.0,4.0
2015-12-02 12:00:00,2015-12-02,12,1011.0,139.0,7.8,4.4,280.0,8.0
2015-12-03 00:00:00,2015-12-03,0,1013.0,139.0,6.0,4.6,330.0,2.0
2015-12-03 12:00:00,2015-12-03,12,1015.0,139.0,10.2,5.2,270.0,6.0
2015-12-04 00:00:00,2015-12-04,0,1017.0,139.0,3.0,3.0,70.0,2.0
2015-12-04 12:00:00,2015-12-04,12,1017.0,139.0,6.4,3.7,130.0,4.0
2015-12-05 00:00:00,2015-12-05,0,1019.0,139.0,4.8,4.2,260.0,4.0
2015-12-05 12:00:00,2015-12-05,12,1020.0,139.0,5.2,4.6,200.0,4.0
2015-12-06 00:00:00,2015-12-06,0,1019.0,139.0,3.8,3.8,180.0,4.0
2015-12-06 12:00:00,2015-12-06,12,1018.0,139.0,4.2,4.2,210.0,4.0
2015-12-07 00:00:00,2015-12-07,0,1018.0,139.0,4.0,3.8,210.0,2.0
2015-12-07 12:00:00,2015-12-07,12,1021.0,139.0,4.4,3.5,320.0,2.0
2015-12-08 00:00:00,2015-12-08,0,1023.0,139.0,4.2,3.7,120.0,2.0
2015-12-08 12:00:00,2015-12-08,12,1022.0,139.0,4.8,3.9,110.0,2.0
2015-12-09 00:00:00,2015-12-09,0,1019.0,139.0,3.0,1.9,150.0,4.0
2015-12-09 12:00:00,2015-12-09,12,1017.0,139.0,4.2,2.5,240.0,4.0
2015-12-10 00:00:00,2015-12-10,0,1018.0,139.0,4.0,2.3,320.0,6.0
2015-12-10 12:00:00,2015-12-10,12,1020.0,139.0,6.4,3.9,330.0,2.0
2015-12-11 00:00:00,2015-12-11,0,1018.0,139.0,2.0,1.8,230.0,2.0
2015-12-12 00:00:00,2015-12-12,0,1011.0,139.0,1.0,1.0,210.0,2.0
2015-12-12 12:00:00,2015-12-12,12,1009.0,139.0,2.4,2.4,230.0,6.0
2015-12-13 00:00:00,2015-12-13,0,1009.0,139.0,2.6,2.0,200.0,2.0
2015-12-13 12:00:00,2015-12-13,12,1005.0,139.0,-1.1,-1.2,220.0,4.0
2015-12-14 00:00:00,2015-12-14,0,1007.0,139.0,-2.1,-2.3,300.0,2.0
2015-12-14 12:00:00,2015-12-14,12,1011.0,139.0,2.8,1.6,120.0,2.0
2015-12-15 00:00:00,2015-12-15,0,1013.0,139.0,-0.7,-1.3,160.0,2.0
2015-12-15 12:00:00,2015-12-15,12,1013.0,139.0,0.4,-1.1,240.0,2.0
2015-12-16 00:00:00,2015-12-16,0,1012.0,139.0,0.0,-0.3,110.0,2.0
2015-12-16 12:00:00,2015-12-16,12,1016.0,139.0,2.2,0.1,70.0,4.0
2015-12-17 00:00:00,2015-12-17,0,1018.0,139.0,0.4,-0.6,180.0,2.0
2015-12-17 12:00:00,2015-12-17,12,1018.0,139.0,0.8,0.3,180.0,4.0
2015-12-18 00:00:00,2015-12-18,0,1013.0,139.0,0.0,-0.2,200.0,2.0
2015-12-18 12:00:00,2015-12-18,12,1011.0,139.0,2.6,1.5,210.0,2.0
2015-12-19 00:00:00,2015-12-19,0,1011.0,139.0,2.8,2.3,110.0,2.0
2015-12-19 12:00:00,2015-12-19,12,1013.0,139.0,4.0,2.5,130.0,2.0
2015-12-20 00:00:00,2015-12-20,0,1014.0,139.0,3.2,2.1,240.0,2.0
2015-12-20 12:00:00,2015-12-20,12,1016.0,139.0,3.4,2.5,170.0,2.0
2015-12-21 00:00:00,2015-12-21,0,1015.0,139.0,3.0,2.8,150.0,4.0
2015-12-21 12:00:00,2015-12-21,12,1013.0,139.0,2.2,2.0,160.0,2.0
2015-12-22 00:00:00,2015-12-22,0,1014.0,139.0,3.0,2.8,220.0,2.0
2015-12-22 12:00:00,2015-12-22,12,1016.0,139.0,2.4,2.4,220.0,4.0
2015-12-23 00:00:00,2015-12-23,0,1013.0,139.0,2.0,2.0,120.0,4.0
2015-12-23 12:00:00,2015-12-23,12,1013.0,139.0,5.6,5.6,0.0,2.0
