datetime,date,hour_utc,pressure_hPa,height_m,temp_c,dewpoint_c,wind_dir_deg,wind_speed_m_s
2013-08-01 00:00:00,2013-08-01,0,1001.0,139.0,23.0,14.0,330.0,6.0
2013-08-01 12:00:00,2013-08-01,12,1002.0,139.0,29.4,12.4,170.0,8.0
2013-08-02 00:00:00,2013-08-02,0,1002.0,139.0,19.8,14.8,90.0,2.0
2013-08-03 00:00:00,2013-08-03,0,1000.0,139.0,20.8,14.8,0.0,0.0
2013-08-04 00:00:00,2013-08-04,0,1000.0,139.0,24.2,14.2,0.0,0.0
2013-08-05 12:00:00,2013-08-05,12,1002.0,139.0,32.6,12.6,250.0,6.0
2013-08-06 12:00:00,2013-08-06,12,1000.0,139.0,34.4,13.4,250.0,6.0
2013-08-08 12:00:00,2013-08-08,12,999.0,139.0,37.4,10.4,150.0,6.0
2013-08-09 12:00:00,2013-08-09,12,997.0,139.0,36.8,10.8,180.0,4.0
2013-08-10 12:00:00,2013-08-10,12,998.0,139.0,22.4,15.4,310.0,14.0
2013-08-11 00:00:00,2013-08-11,0,999.0,139.0,19.4,12.4,340.0,6.0
2013-08-11 12:00:00,2013-08-11,12,999.0,139.0,28.0,6.0,0.0,4.0
2013-08-12 00:00:00,2013-08-12,0,1000.0,139.0,18.4,10.4,0.0,0.0
2013-08-12 12:00:00,2013-08-12,12,1001.0,139.0,28.8,6.8,190.0,2.0
2013-08-13 00:00:00,2013-08-13,0,999.0,139.0,19.4,11.4,0.0,0.0
2013-08-13 12:00:00,2013-08-13,12,998.0,139.0,29.8,10.8,340.0,10.0
2013-08-14 00:00:00,2013-08-14,0,1001.0,139.0,19.8,14.8,280.0,4.0
2013-08-14 12:00:00,2013-08-14,12,1004.0,139.0,23.6,6.6,350.0,8.0
2013-08-15 00:00:00,2013-08-15,0,1005.0,139.0,16.0,13.1,250.0,4.0
2013-08-15 12:00:00,2013-08-15,12,1006.0,139.0,22.8,8.8,330.0,2.0
2013-08-16 00:00:00,2013-08-16,0,1006.0,139.0,15.4,9.4,20.0,2.0
2013-08-16 12:00:00,2013-08-16,12,1005.0,139.0,26.6,5.6,230.0,2.0
2013-08-17 00:00:00,2013-08-17,0,1003.0,139.0,17.4,8.4,0.0,2.0
2013-08-17 12:00:00,2013-08-17,12,1002.0,139.0,28.2,4.2,50.0,2.0
2013-08-18 00:00:00,2013-08-18,0,1001.0,139.0,16.4,8.4,0.0,0.0
2013-08-18 12:00:00,2013-08-18,12,1001.0,139.0,31.4,6.4,200.0,6.0
2013-08-19 00:00:00,2013-08-19,0,1000.0,139.0,19.4,9.4,40.0,2.0
2013-08-19 12:00:00,2013-08-19,12,1000.0,139.0,32.6,6.6,90.0,4.0
2013-08-20 00:00:00,2013-08-20,0,998.0,139.0,25.2,10.2,0.0,4.0
2013-08-20 12:00:00,2013-08-20,12,1002.0,139.0,24.0,16.0,320.0,10.0
2013-08-21 00:00:00,2013-08-21,0,1004.0,139.0,17.6,15.0,330.0,8.0
2013-08-21 12:00:00,2013-08-21,12,1005.0,139.0,24.0,15.0,210.0,2.0
2013-08-22 00:00:00,2013-08-22,0,1004.0,139.0,17.4,12.7,140.0,2.0
2013-08-22 12:00:00,2013-08-22,12,1003.0,139.0,25.2,12.2,140.0,6.0
2013-08-23 00:00:00,2013-08-23,0,1002.0,139.0,18.0,10.0,100.0,4.0
2013-08-23 12:00:00,2013-08-23,12,1001.0,139.0,25.8,7.8,30.0,2.0
2013-08-24 00:00:00,2013-08-24,0,1000.0,139.0,19.8,8.8,90.0,4.0
2013-08-24 12:00:00,2013-08-24,12,998.0,139.0,24.8,9.8,330.0,6.0
2013-08-25 00:00:00,2013-08-25,0,997.0,139.0,19.8,9.8,50.0,4.0
2013-08-25 12:00:00,2013-08-25,12,995.0,139.0,25.8,9.8,120.0,6.0
2013-08-26 00:00:00,2013-08-26,0,995.0,139.0,17.4,15.3,110.0,4.0
2013-08-26 12:00:00,2013-08-26,12,996.0,139.0,18.4,17.9,30.0,2.0
2013-08-27 00:00:00,2013-08-27,0,998.0,139.0,16.2,15.7,80.0,2.0
2013-08-27 12:00:00,2013-08-27,12,997.0,139.0,21.6,13.6,90.0,4.0
2013-08-28 00:00:00,2013-08-28,0,996.0,139.0,17.8,13.7,90.0,4.0
2013-08-28 12:00:00,2013-08-28,12,995.0,139.0,20.2,15.2,20.0,4.0
2013-08-29 00:00:00,2013-08-29,0,998.0,139.0,17.6,14.5,0.0,6.0
2013-08-29 12:00:00,2013-08-29,12,1001.0,139.0,24.4,10.4,310.0,4.0
2013-08-30 00:00:00,2013-08-30,0,1003.0,139.0,15.6,14.8,0.0,4.0
2013-08-31 00:00:00,2013-08-31,0,1003.0,139.0,14.2,13.4,20.0,2.0
2013-08-31 12:00:00,2013-08-31,12,1002.0,139.0,25.2,6.2,350.0,6.0
