scenario,year,month,temp_mean_c,warming_delta,HDD_monthly,CDD_monthly
SSP2-4.5,2087,4,13.797,2.166,51.1,0.0
SSP2-4.5,2087,5,18.442,2.166,0.0,13.2
SSP2-4.5,2087,6,22.234,2.166,0.0,127.0
SSP2-4.5,2087,7,24.066,2.166,0.0,182.0
SSP2-4.5,2087,8,23.57,2.166,0.0,167.1
SSP2-4.5,2087,9,18.387,2.166,0.0,11.6
SSP2-4.5,2087,10,13.176,2.166,69.7,0.0
SSP2-4.5,2087,11,8.203,2.166,218.9,0.0
SSP2-4.5,2087,12,3.451,2.166,361.5,0.0
SSP2-4.5,2088,1,2.47,2.184,390.9,0.0
SSP2-4.5,2088,2,4.219,2.184,338.4,0.0
SSP2-4.5,2088,3,8.321,2.184,215.4,0.0
SSP2-4.5,2088,4,13.815,2.184,50.6,0.0
SSP2-4.5,2088,5,18.46,2.184,0.0,13.8
SSP2-4.5,2088,6,22.252,2.184,0.0,127.6
SSP2-4.5,2088,7,24.084,2.184,0.0,182.5
SSP2-4.5,2088,8,23.588,2.184,0.0,167.6
SSP2-4.5,2088,9,18.405,2.184,0.0,12.1
SSP2-4.5,2088,10,13.194,2.184,69.2,0.0
SSP2-4.5,2088,11,8.221,2.184,218.4,0.0
SSP2-4.5,2088,12,3.469,2.184,360.9,0.0
SSP2-4.5,2089,1,2.488,2.202,390.4,0.0
SSP2-4.5,2089,2,4.237,2.202,337.9,0.0
SSP2-4.5,2089,3,8.339,2.202,214.8,0.0
SSP2-4.5,2089,4,13.833,2.202,50.0,0.0
SSP2-4.5,2089,5,18.478,2.202,0.0,14.3
SSP2-4.5,2089,6,22.27,2.202,0.0,128.1
SSP2-4.5,2089,7,24.102,2.202,0.0,183.1
SSP2-4.5,2089,8,23.606,2.202,0.0,168.2
SSP2-4.5,2089,9,18.423,2.202,0.0,12.7
SSP2-4.5,2089,10,13.212,2.202,68.6,0.0
SSP2-4.5,2089,11,8.239,2.202,217.8,0.0
SSP2-4.5,2089,12,3.487,2.202,360.4,0.0
SSP2-4.5,2090,1,2.506,2.22,389.8,0.0
SSP2-4.5,2090,2,4.255,2.22,337.4,0.0
SSP2-4.5,2090,3,8.357,2.22,214.3,0.0
SSP2-4.5,2090,4,13.851,2.22,49.5,0.0
SSP2-4.5,2090,5,18.496,2.22,0.0,14.9
SSP2-4.5,2090,6,22.288,2.22,0.0,128.6
SSP2-4.5,2090,7,24.12,2.22,0.0,183.6
SSP2-4.5,2090,8,23.624,2.22,0.0,168.7
SSP2-4.5,2090,9,18.441,2.22,0.0,13.2
SSP2-4.5,2090,10,13.23,2.22,68.1,0.0
SSP2-4.5,2090,11,8.257,2.22,217.3,0.0
SSP2-4.5,2090,12,3.505,2.22,359.8,0.0
SSP2-4.5,2091,1,2.524,2.238,389.3,0.0
SSP2-4.5,2091,2,4.273,2.238,336.8,0.0
SSP2-4.5,2091,3,8.375,2.238,213.8,0.0
SSP2-4.5,2091,4,13.869,2.238,48.9,0.0
SSP2-4.5,2091,5,18.514,2.238,0.0,15.4
SSP2-4.5,2091,6,22.306,2.238,0.0,129.2
SSP2-4.5,2091,7,24.138,2.238,0.0,184.1
SSP2-4.5,2091,8,23.642,2.238,0.0,169.3
SSP2-4.5,2091,9,18.459,2.238,0.0,13.8
SSP2-4.5,2091,10,13.248,2.238,67.5,0.0
SSP2-4.5,2091,11,8.275,2.238,216.7,0.0
SSP2-4.5,2091,12,3.523,2.238,359.3,0.0
SSP2-4.5,2092,1,2.542,2.256,388.7,0.0
SSP2-4.5,2092,2,4.291,2.256,336.3,0.0
SSP2-4.5,2092,3,8.393,2.256,213.2,0.0
SSP2-4.5,2092,4,13.887,2.256,48.4,0.0
SSP2-4.5,2092,5,18.532,2.256,0.0,15.9
SSP2-4.5,2092,6,22.324,2.256,0.0,129.7
SSP2-4.5,2092,7,24.156,2.256,0.0,184.7
SSP2-4.5,2092,8,23.66,2.256,0.0,169.8
SSP2-4.5,2092,9,18.477,2.256,0.0,14.3
SSP2-4.5,2092,10,13.266,2.256,67.0,0.0
SSP2-4.5,2092,11,8.293,2.256,216.2,0.0
SSP2-4.5,2092,12,3.541,2.256,358.8,0.0
SSP2-4.5,2093,1,2.56,2.274,388.2,0.0
SSP2-4.5,2093,2,4.309,2.274,335.7,0.0
SSP2-4.5,2093,3,8.411,2.274,212.7,0.0
SSP2-4.5,2093,4,13.905,2.274,47.9,0.0
SSP2-4.5,2093,5,18.55,2.274,0.0,16.5
SSP2-4.5,2093,6,22.342,2.274,0.0,130.3
SSP2-4.5,2093,7,24.174,2.274,0.0,185.2
SSP2-4.5,2093,8,23.678,2.274,0.0,170.3
SSP2-4.5,2093,9,18.495,2.274,0.0,14.8
SSP2-4.5,2093,10,13.284,2.274,66.5,0.0
SSP2-4.5,2093,11,8.311,2.274,215.7,0.0
SSP2-4.5,2093,12,3.559,2.274,358.2,0.0
SSP2-4.5,2094,1,2.578,2.292,387.7,0.0
SSP2-4.5,2094,2,4.327,2.292,335.2,0.0
SSP2-4.5,2094,3,8.429,2.292,212.1,0.0
SSP2-4.5,2094,4,13.923,2.292,47.3,0.0
SSP2-4.5,2094,5,18.568,2.292,0.0,17.0
SSP2-4.5,2094,6,22.36,2.292,0.0,130.8
SSP2-4.5,2094,7,24.192,2.292,0.0,185.8
SSP2-4.5,2094,8,23.696,2.292,0.0,170.9
SSP2-4.5,2094,9,18.513,2.292,0.0,15.4
SSP2-4.5,2094,10,13.302,2.292,65.9,0.0
SSP2-4.5,2094,11,8.329,2.292,215.1,0.0
SSP2-4.5,2094,12,3.577,2.292,357.7,0.0
SSP2-4.5,2095,1,2.596,2.31,387.1,0.0
SSP2-4.5,2095,2,4.345,2.31,334.7,0.0
SSP2-4.5,2095,3,8.447,2.31,211.6,0.0
SSP2-4.5,2095,4,13.941,2.31,46.8,0.0
SSP2-4.5,2095,5,18.586,2.31,0.0,17.6
SSP2-4.5,2095,6,22.378,2.31,0.0,131.3
SSP2-4.5,2095,7,24.21,2.31,0.0,186.3
SSP2-4.5,2095,8,23.714,2.31,0.0,171.4
SSP2-4.5,2095,9,18.531,2.31,0.0,15.9
SSP2-4.5,2095,10,13.32,2.31,65.4,0.0
SSP2-4.5,2095,11,8.347,2.31,214.6,0.0
SSP2-4.5,2095,12,3.595,2.31,357.1,0.0
SSP2-4.5,2096,1,2.614,2.328,386.6,0.0
SSP2-4.5,2096,2,4.363,2.328,334.1,0.0
SSP2-4.5,2096,3,8.465,2.328,211.1,0.0
SSP2-4.5,2096,4,13.959,2.328,46.2,0.0
SSP2-4.5,2096,5,18.604,2.328,0.0,18.1
SSP2-4.5,2096,6,22.396,2.328,0.0,131.9
SSP2-4.5,2096,7,24.228,2.328,0.0,186.8
SSP2-4.5,2096,8,23.732,2.328,0.0,172.0
SSP2-4.5,2096,9,18.549,2.328,0.0,16.5
SSP2-4.5,2096,10,13.338,2.328,64.8,0.0
SSP2-4.5,2096,11,8.365,2.328,214.0,0.0
SSP2-4.5,2096,12,3.613,2.328,356.6,0.0
SSP2-4.5,2097,1,2.632,2.346,386.0,0.0
SSP2-4.5,2097,2,4.381,2.346,333.6,0.0
SSP2-4.5,2097,3,8.483,2.346,210.5,0.0
SSP2-4.5,2097,4,13.977,2.346,45.7,0.0
SSP2-4.5,2097,5,18.622,2.346,0.0,18.6
SSP2-4.5,2097,6,22.414,2.346,0.0,132.4
SSP2-4.5,2097,7,24.246,2.346,0.0,187.4
SSP2-4.5,2097,8,23.75,2.346,0.0,172.5
SSP2-4.5,2097,9,18.567,2.346,0.0,17.0
SSP2-4.5,2097,10,13.356,2.346,64.3,0.0
SSP2-4.5,2097,11,8.383,2.346,213.5,0.0
SSP2-4.5,2097,12,3.631,2.346,356.1,0.0
SSP2-4.5,2098,1,2.65,2.364,385.5,0.0
SSP2-4.5,2098,2,4.399,2.364,333.0,0.0
SSP2-4.5,2098,3,8.501,2.364,210.0,0.0
SSP2-4.5,2098,4,13.995,2.364,45.2,0.0
SSP2-4.5,2098,5,18.64,2.364,0.0,19.2
SSP2-4.5,2098,6,22.432,2.364,0.0,133.0
SSP2-4.5,2098,7,24.264,2.364,0.0,187.9
SSP2-4.5,2098,8,23.768,2.364,0.0,173.0
SSP2-4.5,2098,9,18.585,2.364,0.0,17.5
SSP2-4.5,2098,10,13.374,2.364,63.8,0.0
SSP2-4.5,2098,11,8.401,2.364,213.0,0.0
SSP2-4.5,2098,12,3.649,2.364,355.5,0.0
SSP2-4.5,2099,1,2.668,2.382,385.0,0.0
SSP2-4.5,2099,2,4.417,2.382,332.5,0.0
SSP2-4.5,2099,3,8.519,2.382,209.4,0.0
SSP2-4.5,2099,4,14.013,2.382,44.6,0.0
SSP2-4.5,2099,5,18.658,2.382,0.0,19.7
SSP2-4.5,2099,6,22.45,2.382,0.0,133.5
SSP2-4.5,2099,7,24.282,2.382,0.0,188.5
SSP2-4.5,2099,8,23.786,2.382,0.0,173.6
SSP2-4.5,2099,9,18.603,2.382,0.0,18.1
SSP2-4.5,2099,10,13.392,2.382,63.2,0.0
SSP2-4.5,2099,11,8.419,2.382,212.4,0.0
SSP2-4.5,2099,12,3.667,2.382,355.0,0.0
SSP2-4.5,2100,1,2.686,2.4,384.4,0.0
SSP2-4.5,2100,2,4.435,2.4,332.0,0.0
SSP2-4.5,2100,3,8.537,2.4,208.9,0.0
SSP2-4.5,2100,4,14.031,2.4,44.1,0.0
SSP2-4.5,2100,5,18.676,2.4,0.0,20.3
SSP2-4.5,2100,6,22.468,2.4,0.0,134.0
SSP2-4.5,2100,7,24.3,2.4,0.0,189.0
SSP2-4.5,2100,8,23.804,2.4,0.0,174.1
SSP2-4.5,2100,9,18.621,2.4,0.0,18.6
SSP2-4.5,2100,10,13.41,2.4,62.7,0.0
SSP2-4.5,2100,11,8.437,2.4,211.9,0.0
SSP2-4.5,2100,12,3.685,2.4,354.4,0.0
SSP5-8.5,2025,1,0.619,0.333,446.4,0.0
SSP5-8.5,2025,2,2.368,0.333,394.0,0.0
SSP5-8.5,2025,3,6.47,0.333,270.9,0.0
SSP5-8.5,2025,4,11.964,0.333,106.1,0.0
SSP5-8.5,2025,5,16.609,0.333,0.0,0.0
SSP5-8.5,2025,6,20.401,0.333,0.0,72.0
SSP5-8.5,2025,7,22.233,0.333,0.0,127.0
SSP5-8.5,2025,8,21.737,0.333,0.0,112.1
SSP5-8.5,2025,9,16.554,0.333,0.0,0.0
SSP5-8.5,2025,10,11.344,0.333,124.7,0.0
SSP5-8.5,2025,11,6.371,0.333,273.9,0.0
SSP5-8.5,2025,12,1.619,0.333,416.4,0.0
SSP5-8.5,2026,1,0.686,0.4,444.4,0.0
SSP5-8.5,2026,2,2.435,0.4,392.0,0.0
SSP5-8.5,2026,3,6.537,0.4,268.9,0.0
SSP5-8.5,2026,4,12.031,0.4,104.1,0.0
SSP5-8.5,2026,5,16.676,0.4,0.0,0.0
SSP5-8.5,2026,6,20.468,0.4,0.0,74.0
SSP5-8.5,2026,7,22.3,0.4,0.0,129.0
SSP5-8.5,2026,8,21.804,0.4,0.0,114.1
SSP5-8.5,2026,9,16.621,0.4,0.0,0.0
SSP5-8.5,2026,10,11.41,0.4,122.7,0.0
SSP5-8.5,2026,11,6.437,0.4,271.9,0.0
SSP5-8.5,2026,12,1.685,0.4,414.4,0.0
SSP5-8.5,2027,1,0.753,0.467,442.4,0.0
SSP5-8.5,2027,2,2.501,0.467,390.0,0.0
SSP5-8.5,2027,3,6.603,0.467,266.9,0.0
SSP5-8.5,2027,4,12.097,0.467,102.1,0.0
SSP5-8.5,2027,5,16.742,0.467,0.0,0.0
SSP5-8.5,2027,6,20.535,0.467,0.0,76.0
SSP5-8.5,2027,7,22.366,0.467,0.0,131.0
SSP5-8.5,2027,8,21.871,0.467,0.0,116.1
SSP5-8.5,2027,9,16.687,0.467,0.0,0.0
SSP5-8.5,2027,10,11.477,0.467,120.7,0.0
SSP5-8.5,2027,11,6.504,0.467,269.9,0.0
SSP5-8.5,2027,12,1.752,0.467,412.4,0.0
SSP5-8.5,2028,1,0.819,0.533,440.4,0.0
SSP5-8.5,2028,2,2.568,0.533,388.0,0.0
SSP5-8.5,2028,3,6.67,0.533,264.9,0.0
SSP5-8.5,2028,4,12.164,0.533,100.1,0.0
SSP5-8.5,2028,5,16.809,0.533,0.0,0.0
SSP5-8.5,2028,6,20.601,0.533,0.0,78.0
SSP5-8.5,2028,7,22.433,0.533,0.0,133.0
SSP5-8.5,2028,8,21.937,0.533,0.0,118.1
SSP5-8.5,2028,9,16.754,0.533,0.0,0.0
SSP5-8.5,2028,10,11.544,0.533,118.7,0.0
SSP5-8.5,2028,11,6.571,0.533,267.9,0.0
SSP5-8.5,2028,12,1.819,0.533,410.4,0.0
SSP5-8.5,2029,1,0.886,0.6,438.4,0.0
SSP5-8.5,2029,2,2.635,0.6,386.0,0.0
SSP5-8.5,2029,3,6.737,0.6,262.9,0.0
SSP5-8.5,2029,4,12.231,0.6,98.1,0.0
SSP5-8.5,2029,5,16.876,0.6,0.0,0.0
SSP5-8.5,2029,6,20.668,0.6,0.0,80.0
SSP5-8.5,2029,7,22.5,0.6,0.0,135.0
SSP5-8.5,2029,8,22.004,0.6,0.0,120.1
SSP5-8.5,2029,9,16.821,0.6,0.0,0.0
SSP5-8.5,2029,10,11.61,0.6,116.7,0.0
SSP5-8.5,2029,11,6.637,0.6,265.9,0.0
SSP5-8.5,2029,12,1.885,0.6,408.4,0.0
SSP5-8.5,2030,1,0.953,0.667,436.4,0.0
SSP5-8.5,2030,2,2.701,0.667,384.0,0.0
SSP5-8.5,2030,3,6.803,0.667,260.9,0.0
SSP5-8.5,2030,4,12.297,0.667,96.1,0.0
SSP5-8.5,2030,5,16.942,0.667,0.0,0.0
SSP5-8.5,2030,6,20.735,0.667,0.0,82.0
SSP5-8.5,2030,7,22.566,0.667,0.0,137.0
SSP5-8.5,2030,8,22.071,0.667,0.0,122.1
SSP5-8.5,2030,9,16.887,0.667,0.0,0.0
SSP5-8.5,2030,10,11.677,0.667,114.7,0.0
SSP5-8.5,2030,11,6.704,0.667,263.9,0.0
SSP5-8.5,2030,12,1.952,0.667,406.4,0.0
SSP5-8.5,2031,1,1.019,0.733,434.4,0.0
SSP5-8.5,2031,2,2.768,0.733,382.0,0.0
SSP5-8.5,2031,3,6.87,0.733,258.9,0.0
SSP5-8.5,2031,4,12.364,0.733,94.1,0.0
SSP5-8.5,2031,5,17.009,0.733,0.0,0.0
SSP5-8.5,2031,6,20.801,0.733,0.0,84.0
SSP5-8.5,2031,7,22.633,0.733,0.0,139.0
SSP5-8.5,2031,8,22.137,0.733,0.0,124.1
SSP5-8.5,2031,9,16.954,0.733,0.0,0.0
SSP5-8.5,2031,10,11.744,0.733,112.7,0.0
SSP5-8.5,2031,11,6.771,0.733,261.9,0.0
SSP5-8.5,2031,12,2.019,0.733,404.4,0.0
SSP5-8.5,2032,1,1.086,0.8,432.4,0.0
SSP5-8.5,2032,2,2.835,0.8,380.0,0.0
SSP5-8.5,2032,3,6.937,0.8,256.9,0.0
SSP5-8.5,2032,4,12.431,0.8,92.1,0.0
SSP5-8.5,2032,5,17.076,0.8,0.0,0.0
SSP5-8.5,2032,6,20.868,0.8,0.0,86.0
SSP5-8.5,2032,7,22.7,0.8,0.0,141.0
SSP5-8.5,2032,8,22.204,0.8,0.0,126.1
SSP5-8.5,2032,9,17.021,0.8,0.0,0.0
SSP5-8.5,2032,10,11.81,0.8,110.7,0.0
SSP5-8.5,2032,11,6.837,0.8,259.9,0.0
SSP5-8.5,2032,12,2.085,0.8,402.4,0.0
SSP5-8.5,2033,1,1.153,0.867,430.4,0.0
SSP5-8.5,2033,2,2.901,0.867,378.0,0.0
SSP5-8.5,2033,3,7.003,0.867,254.9,0.0
SSP5-8.5,2033,4,12.497,0.867,90.1,0.0
SSP5-8.5,2033,5,17.142,0.867,0.0,0.0
SSP5-8.5,2033,6,20.935,0.867,0.0,88.0
SSP5-8.5,2033,7,22.766,0.867,0.0,143.0
SSP5-8.5,2033,8,22.271,0.867,0.0,128.1
SSP5-8.5,2033,9,17.087,0.867,0.0,0.0
SSP5-8.5,2033,10,11.877,0.867,108.7,0.0
SSP5-8.5,2033,11,6.904,0.867,257.9,0.0
SSP5-8.5,2033,12,2.152,0.867,400.4,0.0
SSP5-8.5,2034,1,1.219,0.933,428.4,0.0
SSP5-8.5,2034,2,2.968,0.933,376.0,0.0
SSP5-8.5,2034,3,7.07,0.933,252.9,0.0
SSP5-8.5,2034,4,12.564,0.933,88.1,0.0
SSP5-8.5,2034,5,17.209,0.933,0.0,0.0
SSP5-8.5,2034,6,21.001,0.933,0.0,90.0
SSP5-8.5,2034,7,22.833,0.933,0.0,145.0
SSP5-8.5,2034,8,22.337,0.933,0.0,130.1
SSP5-8.5,2034,9,17.154,0.933,0.0,0.0
SSP5-8.5,2034,10,11.944,0.933,106.7,0.0
SSP5-8.5,2034,11,6.971,0.933,255.9,0.0
SSP5-8.5,2034,12,2.219,0.933,398.4,0.0
SSP5-8.5,2035,1,1.286,1.0,426.4,0.0
SSP5-8.5,2035,2,3.035,1.0,374.0,0.0
SSP5-8.5,2035,3,7.137,1.0,250.9,0.0
SSP5-8.5,2035,4,12.631,1.0,86.1,0.0
SSP5-8.5,2035,5,17.276,1.0,0.0,0.0
SSP5-8.5,2035,6,21.068,1.0,0.0,92.0
SSP5-8.5,2035,7,22.9,1.0,0.0,147.0
SSP5-8.5,2035,8,22.404,1.0,0.0,132.1
SSP5-8.5,2035,9,17.221,1.0,0.0,0.0
SSP5-8.5,2035,10,12.01,1.0,104.7,0.0
SSP5-8.5,2035,11,7.037,1.0,253.9,0.0
SSP5-8.5,2035,12,2.285,1.0,396.4,0.0
SSP5-8.5,2036,1,1.353,1.067,424.4,0.0
SSP5-8.5,2036,2,3.101,1.067,372.0,0.0
SSP5-8.5,2036,3,7.203,1.067,248.9,0.0
SSP5-8.5,2036,4,12.697,1.067,84.1,0.0
SSP5-8.5,2036,5,17.342,1.067,0.0,0.0
SSP5-8.5,2036,6,21.135,1.067,0.0,94.0
SSP5-8.5,2036,7,22.966,1.067,0.0,149.0
SSP5-8.5,2036,8,22.471,1.067,0.0,134.1
SSP5-8.5,2036,9,17.287,1.067,0.0,0.0
SSP5-8.5,2036,10,12.077,1.067,102.7,0.0
SSP5-8.5,2036,11,7.104,1.067,251.9,0.0
SSP5-8.5,2036,12,2.352,1.067,394.4,0.0
SSP5-8.5,2037,1,1.419,1.133,422.4,0.0
SSP5-8.5,2037,2,3.168,1.133,370.0,0.0
SSP5-8.5,2037,3,7.27,1.133,246.9,0.0
SSP5-8.5,2037,4,12.764,1.133,82.1,0.0
SSP5-8.5,2037,5,17.409,1.133,0.0,0.0
SSP5-8.5,2037,6,21.201,1.133,0.0,96.0
SSP5-8.5,2037,7,23.033,1.133,0.0,151.0
SSP5-8.5,2037,8,22.537,1.133,0.0,136.1
SSP5-8.5,2037,9,17.354,1.133,0.0,0.0
SSP5-8.5,2037,10,12.144,1.133,100.7,0.0
SSP5-8.5,2037,11,7.171,1.133,249.9,0.0
SSP5-8.5,2037,12,2.419,1.133,392.4,0.0
SSP5-8.5,2038,1,1.486,1.2,420.4,0.0
SSP5-8.5,2038,2,3.235,1.2,368.0,0.0
SSP5-8.5,2038,3,7.337,1.2,244.9,0.0
SSP5-8.5,2038,4,12.831,1.2,80.1,0.0
SSP5-8.5,2038,5,17.476,1.2,0.0,0.0
SSP5-8.5,2038,6,21.268,1.2,0.0,98.0
SSP5-8.5,2038,7,23.1,1.2,0.0,153.0
SSP5-8.5,2038,8,22.604,1.2,0.0,138.1
SSP5-8.5,2038,9,17.421,1.2,0.0,0.0
SSP5-8.5,2038,10,12.21,1.2,98.7,0.0
SSP5-8.5,2038,11,7.237,1.2,247.9,0.0
SSP5-8.5,2038,12,2.485,1.2,390.4,0.0
SSP5-8.5,2039,1,1.553,1.267,418.4,0.0
SSP5-8.5,2039,2,3.301,1.267,366.0,0.0
SSP5-8.5,2039,3,7.403,1.267,242.9,0.0
SSP5-8.5,2039,4,12.897,1.267,78.1,0.0
SSP5-8.5,2039,5,17.542,1.267,0.0,0.0
SSP5-8.5,2039,6,21.335,1.267,0.0,100.0
SSP5-8.5,2039,7,23.166,1.267,0.0,155.0
SSP5-8.5,2039,8,22.671,1.267,0.0,140.1
SSP5-8.5,2039,9,17.487,1.267,0.0,0.0
SSP5-8.5,2039,10,12.277,1.267,96.7,0.0
SSP5-8.5,2039,11,7.304,1.267,245.9,0.0
SSP5-8.5,2039,12,2.552,1.267,388.4,0.0
SSP5-8.5,2040,1,1.619,1.333,416.4,0.0
SSP5-8.5,2040,2,3.368,1.333,364.0,0.0
SSP5-8.5,2040,3,7.47,1.333,240.9,0.0
SSP5-8.5,2040,4,12.964,1.333,76.1,0.0
SSP5-8.5,2040,5,17.609,1.333,0.0,0.0
SSP5-8.5,2040,6,21.401,1.333,0.0,102.0
SSP5-8.5,2040,7,23.233,1.333,0.0,157.0
SSP5-8.5,2040,8,22.737,1.333,0.0,142.1
SSP5-8.5,2040,9,17.554,1.333,0.0,0.0
SSP5-8.5,2040,10,12.344,1.333,94.7,0.0
SSP5-8.5,2040,11,7.371,1.333,243.9,0.0
SSP5-8.5,2040,12,2.619,1.333,386.4,0.0
SSP5-8.5,2041,1,1.686,1.4,414.4,0.0
SSP5-8.5,2041,2,3.435,1.4,362.0,0.0
SSP5-8.5,2041,3,7.537,1.4,238.9,0.0
SSP5-8.5,2041,4,13.031,1.4,74.1,0.0
SSP5-8.5,2041,5,17.676,1.4,0.0,0.0
SSP5-8.5,2041,6,21.468,1.4,0.0,104.0
SSP5-8.5,2041,7,23.3,1.4,0.0,159.0
SSP5-8.5,2041,8,22.804,1.4,0.0,144.1
SSP5-8.5,2041,9,17.621,1.4,0.0,0.0
SSP5-8.5,2041,10,12.41,1.4,92.7,0.0
SSP5-8.5,2041,11,7.437,1.4,241.9,0.0
SSP5-8.5,2041,12,2.685,1.4,384.4,0.0
SSP5-8.5,2042,1,1.753,1.467,412.4,0.0
SSP5-8.5,2042,2,3.501,1.467,360.0,0.0
SSP5-8.5,2042,3,7.603,1.467,236.9,0.0
SSP5-8.5,2042,4,13.097,1.467,72.1,0.0
SSP5-8.5,2042,5,17.742,1.467,0.0,0.0
SSP5-8.5,2042,6,21.535,1.467,0.0,106.0
SSP5-8.5,2042,7,23.366,1.467,0.0,161.0
SSP5-8.5,2042,8,22.871,1.467,0.0,146.1
SSP5-8.5,2042,9,17.687,1.467,0.0,0.0
SSP5-8.5,2042,10,12.477,1.467,90.7,0.0
SSP5-8.5,2042,11,7.504,1.467,239.9,0.0
SSP5-8.5,2042,12,2.752,1.467,382.4,0.0
SSP5-8.5,2043,1,1.819,1.533,410.4,0.0
SSP5-8.5,2043,2,3.568,1.533,358.0,0.0
SSP5-8.5,2043,3,7.67,1.533,234.9,0.0
SSP5-8.5,2043,4,13.164,1.533,70.1,0.0
SSP5-8.5,2043,5,17.809,1.533,0.0,0.0
SSP5-8.5,2043,6,21.601,1.533,0.0,108.0
SSP5-8.5,2043,7,23.433,1.533,0.0,163.0
SSP5-8.5,2043,8,22.937,1.533,0.0,148.1
SSP5-8.5,2043,9,17.754,1.533,0.0,0.0
SSP5-8.5,2043,10,12.544,1.533,88.7,0.0
SSP5-8.5,2043,11,7.571,1.533,237.9,0.0
SSP5-8.5,2043,12,2.819,1.533,380.4,0.0
SSP5-8.5,2044,1,1.886,1.6,408.4,0.0
SSP5-8.5,2044,2,3.635,1.6,356.0,0.0
SSP5-8.5,2044,3,7.737,1.6,232.9,0.0
SSP5-8.5,2044,4,13.231,1.6,68.1,0.0
SSP5-8.5,2044,5,17.876,1.6,0.0,0.0
SSP5-8.5,2044,6,21.668,1.6,0.0,110.0
SSP5-8.5,2044,7,23.5,1.6,0.0,165.0
SSP5-8.5,2044,8,23.004,1.6,0.0,150.1
SSP5-8.5,2044,9,17.821,1.6,0.0,0.0
SSP5-8.5,2044,10,12.61,1.6,86.7,0.0
SSP5-8.5,2044,11,7.637,1.6,235.9,0.0
SSP5-8.5,2044,12,2.885,1.6,378.4,0.0
SSP5-8.5,2045,1,1.953,1.667,406.4,0.0
SSP5-8.5,2045,2,3.701,1.667,354.0,0.0
SSP5-8.5,2045,3,7.803,1.667,230.9,0.0
SSP5-8.5,2045,4,13.297,1.667,66.1,0.0
SSP5-8.5,2045,5,17.942,1.667,0.0,0.0
SSP5-8.5,2045,6,21.735,1.667,0.0,112.0
SSP5-8.5,2045,7,23.566,1.667,0.0,167.0
SSP5-8.5,2045,8,23.071,1.667,0.0,152.1
SSP5-8.5,2045,9,17.887,1.667,0.0,0.0
SSP5-8.5,2045,10,12.677,1.667,84.7,0.0
SSP5-8.5,2045,11,7.704,1.667,233.9,0.0
SSP5-8.5,2045,12,2.952,1.667,376.4,0.0
SSP5-8.5,2046,1,2.019,1.733,404.4,0.0
SSP5-8.5,2046,2,3.768,1.733,352.0,0.0
SSP5-8.5,2046,3,7.87,1.733,228.9,0.0
SSP5-8.5,2046,4,13.364,1.733,64.1,0.0
SSP5-8.5,2046,5,18.009,1.733,0.0,0.3
SSP5-8.5,2046,6,21.801,1.733,0.0,114.0
SSP5-8.5,2046,7,23.633,1.733,0.0,169.0
SSP5-8.5,2046,8,23.137,1.733,0.0,154.1
SSP5-8.5,2046,9,17.954,1.733,0.0,0.0
SSP5-8.5,2046,10,12.744,1.733,82.7,0.0
SSP5-8.5,2046,11,7.771,1.733,231.9,0.0
SSP5-8.5,2046,12,3.019,1.733,374.4,0.0
SSP5-8.5,2047,1,2.086,1.8,402.4,0.0
SSP5-8.5,2047,2,3.835,1.8,350.0,0.0
SSP5-8.5,2047,3,7.937,1.8,226.9,0.0
SSP5-8.5,2047,4,13.431,1.8,62.1,0.0
SSP5-8.5,2047,5,18.076,1.8,0.0,2.3
SSP5-8.5,2047,6,21.868,1.8,0.0,116.0
SSP5-8.5,2047,7,23.7,1.8,0.0,171.0
SSP5-8.5,2047,8,23.204,1.8,0.0,156.1
SSP5-8.5,2047,9,18.021,1.8,0.0,0.6
SSP5-8.5,2047,10,12.81,1.8,80.7,0.0
SSP5-8.5,2047,11,7.837,1.8,229.9,0.0
SSP5-8.5,2047,12,3.085,1.8,372.4,0.0
SSP5-8.5,2048,1,2.153,1.867,400.4,0.0
SSP5-8.5,2048,2,3.901,1.867,348.0,0.0
SSP5-8.5,2048,3,8.003,1.867,224.9,0.0
SSP5-8.5,2048,4,13.497,1.867,60.1,0.0
SSP5-8.5,2048,5,18.142,1.867,0.0,4.3
SSP5-8.5,2048,6,21.935,1.867,0.0,118.0
SSP5-8.5,2048,7,23.766,1.867,0.0,173.0
SSP5-8.5,2048,8,23.271,1.867,0.0,158.1
SSP5-8.5,2048,9,18.087,1.867,0.0,2.6
SSP5-8.5,2048,10,12.877,1.867,78.7,0.0
SSP5-8.5,2048,11,7.904,1.867,227.9,0.0
SSP5-8.5,2048,12,3.152,1.867,370.4,0.0
SSP5-8.5,2049,1,2.219,1.933,398.4,0.0
SSP5-8.5,2049,2,3.968,1.933,346.0,0.0
SSP5-8.5,2049,3,8.07,1.933,222.9,0.0
SSP5-8.5,2049,4,13.564,1.933,58.1,0.0
SSP5-8.5,2049,5,18.209,1.933,0.0,6.3
SSP5-8.5,2049,6,22.001,1.933,0.0,120.0
SSP5-8.5,2049,7,23.833,1.933,0.0,175.0
SSP5-8.5,2049,8,23.337,1.933,0.0,160.1
SSP5-8.5,2049,9,18.154,1.933,0.0,4.6
SSP5-8.5,2049,10,12.944,1.933,76.7,0.0
SSP5-8.5,2049,11,7.971,1.933,225.9,0.0
SSP5-8.5,2049,12,3.219,1.933,368.4,0.0
