scenario,year,month,temp_mean_c,warming_delta,HDD_monthly,CDD_monthly
SSP5-8.5,2050,1,2.286,2.0,396.4,0.0
SSP5-8.5,2050,2,4.035,2.0,344.0,0.0
SSP5-8.5,2050,3,8.137,2.0,220.9,0.0
SSP5-8.5,2050,4,13.631,2.0,56.1,0.0
SSP5-8.5,2050,5,18.276,2.0,0.0,8.3
SSP5-8.5,2050,6,22.068,2.0,0.0,122.0
SSP5-8.5,2050,7,23.9,2.0,0.0,177.0
SSP5-8.5,2050,8,23.404,2.0,0.0,162.1
SSP5-8.5,2050,9,18.221,2.0,0.0,6.6
SSP5-8.5,2050,10,13.01,2.0,74.7,0.0
SSP5-8.5,2050,11,8.037,2.0,223.9,0.0
SSP5-8.5,2050,12,3.285,2.0,366.4,0.0
SSP5-8.5,2051,1,2.332,2.046,395.0,0.0
SSP5-8.5,2051,2,4.081,2.046,342.6,0.0
SSP5-8.5,2051,3,8.183,2.046,219.5,0.0
SSP5-8.5,2051,4,13.677,2.046,54.7,0.0
SSP5-8.5,2051,5,18.322,2.046,0.0,9.6
SSP5-8.5,2051,6,22.114,2.046,0.0,123.4
SSP5-8.5,2051,7,23.946,2.046,0.0,178.4
SSP5-8.5,2051,8,23.45,2.046,0.0,163.5
SSP5-8.5,2051,9,18.267,2.046,0.0,8.0
SSP5-8.5,2051,10,13.056,2.046,73.3,0.0
SSP5-8.5,2051,11,8.083,2.046,222.5,0.0
SSP5-8.5,2051,12,3.331,2.046,365.1,0.0
SSP5-8.5,2052,1,2.378,2.092,393.7,0.0
SSP5-8.5,2052,2,4.127,2.092,341.2,0.0
SSP5-8.5,2052,3,8.229,2.092,218.1,0.0
SSP5-8.5,2052,4,13.723,2.092,53.3,0.0
SSP5-8.5,2052,5,18.368,2.092,0.0,11.0
SSP5-8.5,2052,6,22.16,2.092,0.0,124.8
SSP5-8.5,2052,7,23.992,2.092,0.0,179.8
SSP5-8.5,2052,8,23.496,2.092,0.0,164.9
SSP5-8.5,2052,9,18.313,2.092,0.0,9.4
SSP5-8.5,2052,10,13.102,2.092,71.9,0.0
SSP5-8.5,2052,11,8.129,2.092,221.1,0.0
SSP5-8.5,2052,12,3.377,2.092,363.7,0.0
SSP5-8.5,2053,1,2.424,2.138,392.3,0.0
SSP5-8.5,2053,2,4.173,2.138,339.8,0.0
SSP5-8.5,2053,3,8.275,2.138,216.8,0.0
SSP5-8.5,2053,4,13.769,2.138,51.9,0.0
SSP5-8.5,2053,5,18.414,2.138,0.0,12.4
SSP5-8.5,2053,6,22.206,2.138,0.0,126.2
SSP5-8.5,2053,7,24.038,2.138,0.0,181.1
SSP5-8.5,2053,8,23.542,2.138,0.0,166.3
SSP5-8.5,2053,9,18.359,2.138,0.0,10.8
SSP5-8.5,2053,10,13.148,2.138,70.5,0.0
SSP5-8.5,2053,11,8.175,2.138,219.7,0.0
SSP5-8.5,2053,12,3.423,2.138,362.3,0.0
SSP5-8.5,2054,1,2.47,2.184,390.9,0.0
SSP5-8.5,2054,2,4.219,2.184,338.4,0.0
SSP5-8.5,2054,3,8.321,2.184,215.4,0.0
SSP5-8.5,2054,4,13.815,2.184,50.6,0.0
SSP5-8.5,2054,5,18.46,2.184,0.0,13.8
SSP5-8.5,2054,6,22.252,2.184,0.0,127.6
SSP5-8.5,2054,7,24.084,2.184,0.0,182.5
SSP5-8.5,2054,8,23.588,2.184,0.0,167.6
SSP5-8.5,2054,9,18.405,2.184,0.0,12.1
SSP5-8.5,2054,10,13.194,2.184,69.2,0.0
SSP5-8.5,2054,11,8.221,2.184,218.4,0.0
SSP5-8.5,2054,12,3.469,2.184,360.9,0.0
SSP5-8.5,2055,1,2.516,2.23,389.5,0.0
SSP5-8.5,2055,2,4.265,2.23,337.1,0.0
SSP5-8.5,2055,3,8.367,2.23,214.0,0.0
SSP5-8.5,2055,4,13.861,2.23,49.2,0.0
SSP5-8.5,2055,5,18.506,2.23,0.0,15.2
SSP5-8.5,2055,6,22.298,2.23,0.0,128.9
SSP5-8.5,2055,7,24.13,2.23,0.0,183.9
SSP5-8.5,2055,8,23.634,2.23,0.0,169.0
SSP5-8.5,2055,9,18.451,2.23,0.0,13.5
SSP5-8.5,2055,10,13.24,2.23,67.8,0.0
SSP5-8.5,2055,11,8.267,2.23,217.0,0.0
SSP5-8.5,2055,12,3.515,2.23,359.5,0.0
SSP5-8.5,2056,1,2.562,2.276,388.1,0.0
SSP5-8.5,2056,2,4.311,2.276,335.7,0.0
SSP5-8.5,2056,3,8.413,2.276,212.6,0.0
SSP5-8.5,2056,4,13.907,2.276,47.8,0.0
SSP5-8.5,2056,5,18.552,2.276,0.0,16.5
SSP5-8.5,2056,6,22.344,2.276,0.0,130.3
SSP5-8.5,2056,7,24.176,2.276,0.0,185.3
SSP5-8.5,2056,8,23.68,2.276,0.0,170.4
SSP5-8.5,2056,9,18.497,2.276,0.0,14.9
SSP5-8.5,2056,10,13.286,2.276,66.4,0.0
SSP5-8.5,2056,11,8.313,2.276,215.6,0.0
SSP5-8.5,2056,12,3.561,2.276,358.2,0.0
SSP5-8.5,2057,1,2.608,2.322,386.8,0.0
SSP5-8.5,2057,2,4.357,2.322,334.3,0.0
SSP5-8.5,2057,3,8.459,2.322,211.2,0.0
SSP5-8.5,2057,4,13.953,2.322,46.4,0.0
SSP5-8.5,2057,5,18.598,2.322,0.0,17.9
SSP5-8.5,2057,6,22.39,2.322,0.0,131.7
SSP5-8.5,2057,7,24.222,2.322,0.0,186.7
SSP5-8.5,2057,8,23.726,2.322,0.0,171.8
SSP5-8.5,2057,9,18.543,2.322,0.0,16.3
SSP5-8.5,2057,10,13.332,2.322,65.0,0.0
SSP5-8.5,2057,11,8.359,2.322,214.2,0.0
SSP5-8.5,2057,12,3.607,2.322,356.8,0.0
SSP5-8.5,2058,1,2.654,2.368,385.4,0.0
SSP5-8.5,2058,2,4.403,2.368,332.9,0.0
SSP5-8.5,2058,3,8.505,2.368,209.9,0.0
SSP5-8.5,2058,4,13.999,2.368,45.0,0.0
SSP5-8.5,2058,5,18.644,2.368,0.0,19.3
SSP5-8.5,2058,6,22.436,2.368,0.0,133.1
SSP5-8.5,2058,7,24.268,2.368,0.0,188.0
SSP5-8.5,2058,8,23.772,2.368,0.0,173.2
SSP5-8.5,2058,9,18.589,2.368,0.0,17.7
SSP5-8.5,2058,10,13.378,2.368,63.6,0.0
SSP5-8.5,2058,11,8.405,2.368,212.8,0.0
SSP5-8.5,2058,12,3.653,2.368,355.4,0.0
SSP5-8.5,2059,1,2.7,2.414,384.0,0.0
SSP5-8.5,2059,2,4.449,2.414,331.5,0.0
SSP5-8.5,2059,3,8.551,2.414,208.5,0.0
SSP5-8.5,2059,4,14.045,2.414,43.7,0.0
SSP5-8.5,2059,5,18.69,2.414,0.0,20.7
SSP5-8.5,2059,6,22.482,2.414,0.0,134.5
SSP5-8.5,2059,7,24.314,2.414,0.0,189.4
SSP5-8.5,2059,8,23.818,2.414,0.0,174.5
SSP5-8.5,2059,9,18.635,2.414,0.0,19.0
SSP5-8.5,2059,10,13.424,2.414,62.3,0.0
SSP5-8.5,2059,11,8.451,2.414,211.5,0.0
SSP5-8.5,2059,12,3.699,2.414,354.0,0.0
SSP5-8.5,2060,1,2.746,2.46,382.6,0.0
SSP5-8.5,2060,2,4.495,2.46,330.2,0.0
SSP5-8.5,2060,3,8.597,2.46,207.1,0.0
SSP5-8.5,2060,4,14.091,2.46,42.3,0.0
SSP5-8.5,2060,5,18.736,2.46,0.0,22.1
SSP5-8.5,2060,6,22.528,2.46,0.0,135.8
SSP5-8.5,2060,7,24.36,2.46,0.0,190.8
SSP5-8.5,2060,8,23.864,2.46,0.0,175.9
SSP5-8.5,2060,9,18.681,2.46,0.0,20.4
SSP5-8.5,2060,10,13.47,2.46,60.9,0.0
SSP5-8.5,2060,11,8.497,2.46,210.1,0.0
SSP5-8.5,2060,12,3.745,2.46,352.6,0.0
SSP5-8.5,2061,1,2.792,2.506,381.2,0.0
SSP5-8.5,2061,2,4.541,2.506,328.8,0.0
SSP5-8.5,2061,3,8.643,2.506,205.7,0.0
SSP5-8.5,2061,4,14.137,2.506,40.9,0.0
SSP5-8.5,2061,5,18.782,2.506,0.0,23.4
SSP5-8.5,2061,6,22.574,2.506,0.0,137.2
SSP5-8.5,2061,7,24.406,2.506,0.0,192.2
SSP5-8.5,2061,8,23.91,2.506,0.0,177.3
SSP5-8.5,2061,9,18.727,2.506,0.0,21.8
SSP5-8.5,2061,10,13.516,2.506,59.5,0.0
SSP5-8.5,2061,11,8.543,2.506,208.7,0.0
SSP5-8.5,2061,12,3.791,2.506,351.3,0.0
SSP5-8.5,2062,1,2.838,2.552,379.9,0.0
SSP5-8.5,2062,2,4.587,2.552,327.4,0.0
SSP5-8.5,2062,3,8.689,2.552,204.3,0.0
SSP5-8.5,2062,4,14.183,2.552,39.5,0.0
SSP5-8.5,2062,5,18.828,2.552,0.0,24.8
SSP5-8.5,2062,6,22.62,2.552,0.0,138.6
SSP5-8.5,2062,7,24.452,2.552,0.0,193.6
SSP5-8.5,2062,8,23.956,2.552,0.0,178.7
SSP5-8.5,2062,9,18.773,2.552,0.0,23.2
SSP5-8.5,2062,10,13.562,2.552,58.1,0.0
SSP5-8.5,2062,11,8.589,2.552,207.3,0.0
SSP5-8.5,2062,12,3.837,2.552,349.9,0.0
SSP5-8.5,2063,1,2.884,2.598,378.5,0.0
SSP5-8.5,2063,2,4.633,2.598,326.0,0.0
SSP5-8.5,2063,3,8.735,2.598,203.0,0.0
SSP5-8.5,2063,4,14.229,2.598,38.1,0.0
SSP5-8.5,2063,5,18.874,2.598,0.0,26.2
SSP5-8.5,2063,6,22.666,2.598,0.0,140.0
SSP5-8.5,2063,7,24.498,2.598,0.0,194.9
SSP5-8.5,2063,8,24.002,2.598,0.0,180.1
SSP5-8.5,2063,9,18.819,2.598,0.0,24.6
SSP5-8.5,2063,10,13.608,2.598,56.7,0.0
SSP5-8.5,2063,11,8.635,2.598,205.9,0.0
SSP5-8.5,2063,12,3.883,2.598,348.5,0.0
SSP5-8.5,2064,1,2.93,2.644,377.1,0.0
SSP5-8.5,2064,2,4.679,2.644,324.6,0.0
SSP5-8.5,2064,3,8.781,2.644,201.6,0.0
SSP5-8.5,2064,4,14.275,2.644,36.8,0.0
SSP5-8.5,2064,5,18.92,2.644,0.0,27.6
SSP5-8.5,2064,6,22.712,2.644,0.0,141.4
SSP5-8.5,2064,7,24.544,2.644,0.0,196.3
SSP5-8.5,2064,8,24.048,2.644,0.0,181.4
SSP5-8.5,2064,9,18.865,2.644,0.0,25.9
SSP5-8.5,2064,10,13.654,2.644,55.4,0.0
SSP5-8.5,2064,11,8.681,2.644,204.6,0.0
SSP5-8.5,2064,12,3.929,2.644,347.1,0.0
SSP5-8.5,2065,1,2.976,2.69,375.7,0.0
SSP5-8.5,2065,2,4.725,2.69,323.3,0.0
SSP5-8.5,2065,3,8.827,2.69,200.2,0.0
SSP5-8.5,2065,4,14.321,2.69,35.4,0.0
SSP5-8.5,2065,5,18.966,2.69,0.0,29.0
SSP5-8.5,2065,6,22.758,2.69,0.0,142.7
SSP5-8.5,2065,7,24.59,2.69,0.0,197.7
SSP5-8.5,2065,8,24.094,2.69,0.0,182.8
SSP5-8.5,2065,9,18.911,2.69,0.0,27.3
SSP5-8.5,2065,10,13.7,2.69,54.0,0.0
SSP5-8.5,2065,11,8.727,2.69,203.2,0.0
SSP5-8.5,2065,12,3.975,2.69,345.7,0.0
SSP5-8.5,2066,1,3.022,2.736,374.3,0.0
SSP5-8.5,2066,2,4.771,2.736,321.9,0.0
SSP5-8.5,2066,3,8.873,2.736,198.8,0.0
SSP5-8.5,2066,4,14.367,2.736,34.0,0.0
SSP5-8.5,2066,5,19.012,2.736,0.0,30.3
SSP5-8.5,2066,6,22.804,2.736,0.0,144.1
SSP5-8.5,2066,7,24.636,2.736,0.0,199.1
SSP5-8.5,2066,8,24.14,2.736,0.0,184.2
SSP5-8.5,2066,9,18.957,2.736,0.0,28.7
SSP5-8.5,2066,10,13.746,2.736,52.6,0.0
SSP5-8.5,2066,11,8.773,2.736,201.8,0.0
SSP5-8.5,2066,12,4.021,2.736,344.4,0.0
SSP5-8.5,2067,1,3.068,2.782,373.0,0.0
SSP5-8.5,2067,2,4.817,2.782,320.5,0.0
SSP5-8.5,2067,3,8.919,2.782,197.4,0.0
SSP5-8.5,2067,4,14.413,2.782,32.6,0.0
SSP5-8.5,2067,5,19.058,2.782,0.0,31.7
SSP5-8.5,2067,6,22.85,2.782,0.0,145.5
SSP5-8.5,2067,7,24.682,2.782,0.0,200.5
SSP5-8.5,2067,8,24.186,2.782,0.0,185.6
SSP5-8.5,2067,9,19.003,2.782,0.0,30.1
SSP5-8.5,2067,10,13.792,2.782,51.2,0.0
SSP5-8.5,2067,11,8.819,2.782,200.4,0.0
SSP5-8.5,2067,12,4.067,2.782,343.0,0.0
SSP5-8.5,2068,1,3.114,2.828,371.6,0.0
SSP5-8.5,2068,2,4.863,2.828,319.1,0.0
SSP5-8.5,2068,3,8.965,2.828,196.1,0.0
SSP5-8.5,2068,4,14.459,2.828,31.2,0.0
SSP5-8.5,2068,5,19.104,2.828,0.0,33.1
SSP5-8.5,2068,6,22.896,2.828,0.0,146.9
SSP5-8.5,2068,7,24.728,2.828,0.0,201.8
SSP5-8.5,2068,8,24.232,2.828,0.0,187.0
SSP5-8.5,2068,9,19.049,2.828,0.0,31.5
SSP5-8.5,2068,10,13.838,2.828,49.8,0.0
SSP5-8.5,2068,11,8.865,2.828,199.0,0.0
SSP5-8.5,2068,12,4.113,2.828,341.6,0.0
SSP5-8.5,2069,1,3.16,2.874,370.2,0.0
SSP5-8.5,2069,2,4.909,2.874,317.7,0.0
SSP5-8.5,2069,3,9.011,2.874,194.7,0.0
SSP5-8.5,2069,4,14.505,2.874,29.9,0.0
SSP5-8.5,2069,5,19.15,2.874,0.0,34.5
SSP5-8.5,2069,6,22.942,2.874,0.0,148.3
SSP5-8.5,2069,7,24.774,2.874,0.0,203.2
SSP5-8.5,2069,8,24.278,2.874,0.0,188.3
SSP5-8.5,2069,9,19.095,2.874,0.0,32.8
SSP5-8.5,2069,10,13.884,2.874,48.5,0.0
SSP5-8.5,2069,11,8.911,2.874,197.7,0.0
SSP5-8.5,2069,12,4.159,2.874,340.2,0.0
SSP5-8.5,2070,1,3.206,2.92,368.8,0.0
SSP5-8.5,2070,2,4.955,2.92,316.4,0.0
SSP5-8.5,2070,3,9.057,2.92,193.3,0.0
SSP5-8.5,2070,4,14.551,2.92,28.5,0.0
SSP5-8.5,2070,5,19.196,2.92,0.0,35.9
SSP5-8.5,2070,6,22.988,2.92,0.0,149.6
SSP5-8.5,2070,7,24.82,2.92,0.0,204.6
SSP5-8.5,2070,8,24.324,2.92,0.0,189.7
SSP5-8.5,2070,9,19.141,2.92,0.0,34.2
SSP5-8.5,2070,10,13.93,2.92,47.1,0.0
SSP5-8.5,2070,11,8.957,2.92,196.3,0.0
SSP5-8.5,2070,12,4.205,2.92,338.8,0.0
SSP5-8.5,2071,1,3.252,2.966,367.4,0.0
SSP5-8.5,2071,2,5.001,2.966,315.0,0.0
SSP5-8.5,2071,3,9.103,2.966,191.9,0.0
SSP5-8.5,2071,4,14.597,2.966,27.1,0.0
SSP5-8.5,2071,5,19.242,2.966,0.0,37.2
SSP5-8.5,2071,6,23.034,2.966,0.0,151.0
SSP5-8.5,2071,7,24.866,2.966,0.0,206.0
SSP5-8.5,2071,8,24.37,2.966,0.0,191.1
SSP5-8.5,2071,9,19.187,2.966,0.0,35.6
SSP5-8.5,2071,10,13.976,2.966,45.7,0.0
SSP5-8.5,2071,11,9.003,2.966,194.9,0.0
SSP5-8.5,2071,12,4.251,2.966,337.5,0.0
SSP5-8.5,2072,1,3.298,3.012,366.1,0.0
SSP5-8.5,2072,2,5.047,3.012,313.6,0.0
SSP5-8.5,2072,3,9.149,3.012,190.5,0.0
SSP5-8.5,2072,4,14.643,3.012,25.7,0.0
SSP5-8.5,2072,5,19.288,3.012,0.0,38.6
SSP5-8.5,2072,6,23.08,3.012,0.0,152.4
SSP5-8.5,2072,7,24.912,3.012,0.0,207.4
SSP5-8.5,2072,8,24.416,3.012,0.0,192.5
SSP5-8.5,2072,9,19.233,3.012,0.0,37.0
SSP5-8.5,2072,10,14.022,3.012,44.3,0.0
SSP5-8.5,2072,11,9.049,3.012,193.5,0.0
SSP5-8.5,2072,12,4.297,3.012,336.1,0.0
SSP5-8.5,2073,1,3.344,3.058,364.7,0.0
SSP5-8.5,2073,2,5.093,3.058,312.2,0.0
SSP5-8.5,2073,3,9.195,3.058,189.2,0.0
SSP5-8.5,2073,4,14.689,3.058,24.3,0.0
SSP5-8.5,2073,5,19.334,3.058,0.0,40.0
SSP5-8.5,2073,6,23.126,3.058,0.0,153.8
SSP5-8.5,2073,7,24.958,3.058,0.0,208.7
SSP5-8.5,2073,8,24.462,3.058,0.0,193.9
SSP5-8.5,2073,9,19.279,3.058,0.0,38.4
SSP5-8.5,2073,10,14.068,3.058,42.9,0.0
SSP5-8.5,2073,11,9.095,3.058,192.1,0.0
SSP5-8.5,2073,12,4.343,3.058,334.7,0.0
SSP5-8.5,2074,1,3.39,3.104,363.3,0.0
SSP5-8.5,2074,2,5.139,3.104,310.8,0.0
SSP5-8.5,2074,3,9.241,3.104,187.8,0.0
SSP5-8.5,2074,4,14.735,3.104,23.0,0.0
SSP5-8.5,2074,5,19.38,3.104,0.0,41.4
SSP5-8.5,2074,6,23.172,3.104,0.0,155.2
SSP5-8.5,2074,7,25.004,3.104,0.0,210.1
SSP5-8.5,2074,8,24.508,3.104,0.0,195.2
SSP5-8.5,2074,9,19.325,3.104,0.0,39.7
SSP5-8.5,2074,10,14.114,3.104,41.6,0.0
SSP5-8.5,2074,11,9.141,3.104,190.8,0.0
SSP5-8.5,2074,12,4.389,3.104,333.3,0.0
SSP5-8.5,2075,1,3.436,3.15,361.9,0.0
SSP5-8.5,2075,2,5.185,3.15,309.5,0.0
SSP5-8.5,2075,3,9.287,3.15,186.4,0.0
SSP5-8.5,2075,4,14.781,3.15,21.6,0.0
SSP5-8.5,2075,5,19.426,3.15,0.0,42.8
SSP5-8.5,2075,6,23.218,3.15,0.0,156.5
SSP5-8.5,2075,7,25.05,3.15,0.0,211.5
SSP5-8.5,2075,8,24.554,3.15,0.0,196.6
SSP5-8.5,2075,9,19.371,3.15,0.0,41.1
SSP5-8.5,2075,10,14.16,3.15,40.2,0.0
SSP5-8.5,2075,11,9.187,3.15,189.4,0.0
SSP5-8.5,2075,12,4.435,3.15,331.9,0.0
SSP5-8.5,2076,1,3.482,3.196,360.5,0.0
SSP5-8.5,2076,2,5.231,3.196,308.1,0.0
SSP5-8.5,2076,3,9.333,3.196,185.0,0.0
SSP5-8.5,2076,4,14.827,3.196,20.2,0.0
SSP5-8.5,2076,5,19.472,3.196,0.0,44.1
SSP5-8.5,2076,6,23.264,3.196,0.0,157.9
SSP5-8.5,2076,7,25.096,3.196,0.0,212.9
SSP5-8.5,2076,8,24.6,3.196,0.0,198.0
SSP5-8.5,2076,9,19.417,3.196,0.0,42.5
SSP5-8.5,2076,10,14.206,3.196,38.8,0.0
SSP5-8.5,2076,11,9.233,3.196,188.0,0.0
SSP5-8.5,2076,12,4.481,3.196,330.6,0.0
SSP5-8.5,2077,1,3.528,3.242,359.2,0.0
SSP5-8.5,2077,2,5.277,3.242,306.7,0.0
SSP5-8.5,2077,3,9.379,3.242,183.6,0.0
SSP5-8.5,2077,4,14.873,3.242,18.8,0.0
SSP5-8.5,2077,5,19.518,3.242,0.0,45.5
SSP5-8.5,2077,6,23.31,3.242,0.0,159.3
SSP5-8.5,2077,7,25.142,3.242,0.0,214.3
SSP5-8.5,2077,8,24.646,3.242,0.0,199.4
SSP5-8.5,2077,9,19.463,3.242,0.0,43.9
SSP5-8.5,2077,10,14.252,3.242,37.4,0.0
SSP5-8.5,2077,11,9.279,3.242,186.6,0.0
SSP5-8.5,2077,12,4.527,3.242,329.2,0.0
SSP5-8.5,2078,1,3.574,3.288,357.8,0.0
SSP5-8.5,2078,2,5.323,3.288,305.3,0.0
SSP5-8.5,2078,3,9.425,3.288,182.3,0.0
SSP5-8.5,2078,4,14.919,3.288,17.4,0.0
SSP5-8.5,2078,5,19.564,3.288,0.0,46.9
SSP5-8.5,2078,6,23.356,3.288,0.0,160.7
SSP5-8.5,2078,7,25.188,3.288,0.0,215.6
SSP5-8.5,2078,8,24.692,3.288,0.0,200.8
SSP5-8.5,2078,9,19.509,3.288,0.0,45.3
SSP5-8.5,2078,10,14.298,3.288,36.0,0.0
SSP5-8.5,2078,11,9.325,3.288,185.2,0.0
SSP5-8.5,2078,12,4.573,3.288,327.8,0.0
SSP5-8.5,2079,1,3.62,3.334,356.4,0.0
SSP5-8.5,2079,2,5.369,3.334,303.9,0.0
SSP5-8.5,2079,3,9.471,3.334,180.9,0.0
SSP5-8.5,2079,4,14.965,3.334,16.1,0.0
SSP5-8.5,2079,5,19.61,3.334,0.0,48.3
SSP5-8.5,2079,6,23.402,3.334,0.0,162.1
SSP5-8.5,2079,7,25.234,3.334,0.0,217.0
SSP5-8.5,2079,8,24.738,3.334,0.0,202.1
SSP5-8.5,2079,9,19.555,3.334,0.0,46.6
SSP5-8.5,2079,10,14.344,3.334,34.7,0.0
SSP5-8.5,2079,11,9.371,3.334,183.9,0.0
SSP5-8.5,2079,12,4.619,3.334,326.4,0.0
SSP5-8.5,2080,1,3.666,3.38,355.0,0.0
SSP5-8.5,2080,2,5.415,3.38,302.6,0.0
SSP5-8.5,2080,3,9.517,3.38,179.5,0.0
SSP5-8.5,2080,4,15.011,3.38,14.7,0.0
SSP5-8.5,2080,5,19.656,3.38,0.0,49.7
SSP5-8.5,2080,6,23.448,3.38,0.0,163.4
SSP5-8.5,2080,7,25.28,3.38,0.0,218.4
SSP5-8.5,2080,8,24.784,3.38,0.0,203.5
SSP5-8.5,2080,9,19.601,3.38,0.0,48.0
SSP5-8.5,2080,10,14.39,3.38,33.3,0.0
SSP5-8.5,2080,11,9.417,3.38,182.5,0.0
SSP5-8.5,2080,12,4.665,3.38,325.0,0.0
SSP5-8.5,2081,1,3.712,3.426,353.6,0.0
SSP5-8.5,2081,2,5.461,3.426,301.2,0.0
SSP5-8.5,2081,3,9.563,3.426,178.1,0.0
SSP5-8.5,2081,4,15.057,3.426,13.3,0.0
SSP5-8.5,2081,5,19.702,3.426,0.0,51.0
SSP5-8.5,2081,6,23.494,3.426,0.0,164.8
SSP5-8.5,2081,7,25.326,3.426,0.0,219.8
SSP5-8.5,2081,8,24.83,3.426,0.0,204.9
SSP5-8.5,2081,9,19.647,3.426,0.0,49.4
SSP5-8.5,2081,10,14.436,3.426,31.9,0.0
SSP5-8.5,2081,11,9.463,3.426,181.1,0.0
SSP5-8.5,2081,12,4.711,3.426,323.7,0.0
SSP5-8.5,2082,1,3.758,3.472,352.3,0.0
SSP5-8.5,2082,2,5.507,3.472,299.8,0.0
SSP5-8.5,2082,3,9.609,3.472,176.7,0.0
SSP5-8.5,2082,4,15.103,3.472,11.9,0.0
SSP5-8.5,2082,5,19.748,3.472,0.0,52.4
SSP5-8.5,2082,6,23.54,3.472,0.0,166.2
SSP5-8.5,2082,7,25.372,3.472,0.0,221.2
SSP5-8.5,2082,8,24.876,3.472,0.0,206.3
SSP5-8.5,2082,9,19.693,3.472,0.0,50.8
SSP5-8.5,2082,10,14.482,3.472,30.5,0.0
SSP5-8.5,2082,11,9.509,3.472,179.7,0.0
SSP5-8.5,2082,12,4.757,3.472,322.3,0.0
SSP5-8.5,2083,1,3.804,3.518,350.9,0.0
SSP5-8.5,2083,2,5.553,3.518,298.4,0.0
SSP5-8.5,2083,3,9.655,3.518,175.4,0.0
SSP5-8.5,2083,4,15.149,3.518,10.5,0.0
SSP5-8.5,2083,5,19.794,3.518,0.0,53.8
SSP5-8.5,2083,6,23.586,3.518,0.0,167.6
SSP5-8.5,2083,7,25.418,3.518,0.0,222.5
SSP5-8.5,2083,8,24.922,3.518,0.0,207.7
SSP5-8.5,2083,9,19.739,3.518,0.0,52.2
SSP5-8.5,2083,10,14.528,3.518,29.1,0.0
SSP5-8.5,2083,11,9.555,3.518,178.3,0.0
SSP5-8.5,2083,12,4.803,3.518,320.9,0.0
SSP5-8.5,2084,1,3.85,3.564,349.5,0.0
SSP5-8.5,2084,2,5.599,3.564,297.0,0.0
SSP5-8.5,2084,3,9.701,3.564,174.0,0.0
SSP5-8.5,2084,4,15.195,3.564,9.2,0.0
SSP5-8.5,2084,5,19.84,3.564,0.0,55.2
SSP5-8.5,2084,6,23.632,3.564,0.0,169.0
SSP5-8.5,2084,7,25.464,3.564,0.0,223.9
SSP5-8.5,2084,8,24.968,3.564,0.0,209.0
SSP5-8.5,2084,9,19.785,3.564,0.0,53.5
SSP5-8.5,2084,10,14.574,3.564,27.8,0.0
SSP5-8.5,2084,11,9.601,3.564,177.0,0.0
SSP5-8.5,2084,12,4.849,3.564,319.5,0.0
SSP5-8.5,2085,1,3.896,3.61,348.1,0.0
SSP5-8.5,2085,2,5.645,3.61,295.7,0.0
SSP5-8.5,2085,3,9.747,3.61,172.6,0.0
SSP5-8.5,2085,4,15.241,3.61,7.8,0.0
SSP5-8.5,2085,5,19.886,3.61,0.0,56.6
SSP5-8.5,2085,6,23.678,3.61,0.0,170.3
SSP5-8.5,2085,7,25.51,3.61,0.0,225.3
SSP5-8.5,2085,8,25.014,3.61,0.0,210.4
SSP5-8.5,2085,9,19.831,3.61,0.0,54.9
SSP5-8.5,2085,10,14.62,3.61,26.4,0.0
SSP5-8.5,2085,11,9.647,3.61,175.6,0.0
SSP5-8.5,2085,12,4.895,3.61,318.1,0.0
SSP5-8.5,2086,1,3.942,3.656,346.7,0.0
SSP5-8.5,2086,2,5.691,3.656,294.3,0.0
SSP5-8.5,2086,3,9.793,3.656,171.2,0.0
SSP5-8.5,2086,4,15.287,3.656,6.4,0.0
SSP5-8.5,2086,5,19.932,3.656,0.0,57.9
SSP5-8.5,2086,6,23.724,3.656,0.0,171.7
SSP5-8.5,2086,7,25.556,3.656,0.0,226.7
SSP5-8.5,2086,8,25.06,3.656,0.0,211.8
SSP5-8.5,2086,9,19.877,3.656,0.0,56.3
SSP5-8.5,2086,10,14.666,3.656,25.0,0.0
SSP5-8.5,2086,11,9.693,3.656,174.2,0.0
SSP5-8.5,2086,12,4.941,3.656,316.8,0.0
SSP5-8.5,2087,1,3.988,3.702,345.4,0.0
SSP5-8.5,2087,2,5.737,3.702,292.9,0.0
SSP5-8.5,2087,3,9.839,3.702,169.8,0.0
SSP5-8.5,2087,4,15.333,3.702,5.0,0.0
SSP5-8.5,2087,5,19.978,3.702,0.0,59.3
SSP5-8.5,2087,6,23.77,3.702,0.0,173.1
SSP5-8.5,2087,7,25.602,3.702,0.0,228.1
SSP5-8.5,2087,8,25.106,3.702,0.0,213.2
SSP5-8.5,2087,9,19.923,3.702,0.0,57.7
SSP5-8.5,2087,10,14.712,3.702,23.6,0.0
SSP5-8.5,2087,11,9.739,3.702,172.8,0.0
SSP5-8.5,2087,12,4.987,3.702,315.4,0.0
SSP5-8.5,2088,1,4.034,3.748,344.0,0.0
SSP5-8.5,2088,2,5.783,3.748,291.5,0.0
SSP5-8.5,2088,3,9.885,3.748,168.5,0.0
SSP5-8.5,2088,4,15.379,3.748,3.6,0.0
SSP5-8.5,2088,5,20.024,3.748,0.0,60.7
SSP5-8.5,2088,6,23.816,3.748,0.0,174.5
SSP5-8.5,2088,7,25.648,3.748,0.0,229.4
SSP5-8.5,2088,8,25.152,3.748,0.0,214.6
SSP5-8.5,2088,9,19.969,3.748,0.0,59.1
