date,temp_mean_c,temp_max_c,temp_min_c,wind_mean_m_s,solar_rad_j_m2,precip_mm,HDD,CDD,load_mean_MW,load_max_MW,load_min_MW,n_hours,year,month,season,weekday,is_weekend
2019-12-05,-0.61688995,-0.11203003,-1.0866394,4.1500835,469171.2,0.0073750815,16.11689,0.0,6039.704687500001,6823.22,4662.91,96,2019,12,Winter,3,0
2019-12-06,-0.39133453,0.20996094,-0.91677856,2.6663783,692876.8,0.0015258789,15.891335,0.0,5984.4028125,6768.73,4659.45,96,2019,12,Winter,4,0
2019-12-07,1.2008591,1.7103577,0.47439575,2.364038,715127.44,0.0059763594,14.299141,0.0,5579.1928125,6266.13,4591.23,96,2019,12,Winter,5,1
2019-12-08,2.7288284,5.972412,0.14642334,3.3207533,924744.56,0.0021616619,12.771172,0.0,5038.33625,5703.14,4185.07,96,2019,12,Winter,6,1
2019-12-09,3.0247726,4.551056,1.6648865,1.5777289,316181.34,0.093364716,12.475227,0.0,5682.201875,6529.35,4119.18,96,2019,12,Winter,0,0
2019-12-10,4.676193,7.01709,3.1418762,5.0819755,901841.06,0.1577695,10.823807,0.0,5701.466458333333,6540.01,4394.97,96,2019,12,Winter,1,0
2019-12-11,-0.4532547,3.3175964,-3.8607178,2.4209566,1053649.1,0.0,15.953255,0.0,5672.669791666667,6495.21,4404.62,96,2019,12,Winter,2,0
2019-12-12,0.75935364,1.6591797,-0.24737549,1.5761436,178176.0,0.30787784,14.740646,0.0,5794.802708333333,6567.58,4460.31,96,2019,12,Winter,3,0
2019-12-13,2.0428467,3.48172,0.2605896,4.129506,609506.1,0.9924253,13.457153,0.0,5679.214583333333,6411.85,4413.7,96,2019,12,Winter,4,0
2019-12-14,4.332878,7.5612183,1.6479187,2.907027,785011.2,0.37069324,11.167122,0.0,5268.318958333333,5929.75,3977.6,96,2019,12,Winter,5,1
2019-12-15,4.6698837,7.8988953,2.2464905,3.9328125,867575.44,0.0059763594,10.830116,0.0,4887.530104166667,5596.62,4029.44,96,2019,12,Winter,6,1
2019-12-16,7.2629776,11.8906555,2.25885,3.7160625,855078.4,0.00025431317,8.237022,0.0,5404.0890625,6261.91,4007.95,96,2019,12,Winter,0,0
2019-12-17,12.957085,15.317841,10.600494,6.9307995,930457.6,0.00041325888,2.5429153,0.0,5281.6397916666665,6029.62,4155.56,96,2019,12,Winter,1,0
2019-12-18,12.571144,15.87262,8.755157,4.048912,908757.3,0.0,2.928856,0.0,5194.842395833333,5965.95,4049.95,96,2019,12,Winter,2,0
2019-12-19,9.640465,12.545715,8.405731,3.843882,640034.1,0.0003496806,5.859535,0.0,5211.4853125,5954.9,4044.48,96,2019,12,Winter,3,0
2019-12-20,9.839134,13.12973,6.5648193,5.742436,942195.2,0.017738342,5.660866,0.0,4971.340625,5680.17,3989.35,96,2019,12,Winter,4,0
2019-12-21,11.598869,12.898529,10.499695,5.840857,252561.06,2.4318376,3.9011307,0.0,4655.679479166666,5457.03,3708.72,96,2019,12,Winter,5,1
2019-12-22,5.7890015,7.3762817,3.1410828,3.595613,361587.2,2.1976154,9.710999,0.0,4524.082604166667,5334.45,3535.98,96,2019,12,Winter,6,1
2019-12-23,7.052986,8.086731,5.689911,7.872371,216012.8,2.4571102,8.447014,0.0,4639.995833333333,5518.96,3541.84,96,2019,12,Winter,0,0
2019-12-24,6.8870163,9.513916,3.7881165,5.9345093,833280.0,0.03299713,8.612984,0.0,4253.9746875,4896.55,3419.12,96,2019,12,Winter,1,0
2019-12-25,6.6844482,9.86377,4.2385864,3.4412675,751590.4,0.60453415,8.815552,0.0,3984.7617708333332,4454.36,3218.44,96,2019,12,Winter,2,0
2019-12-26,5.3002014,7.079651,3.6948853,4.9612565,616213.3,0.07422765,10.199799,0.0,3983.0387499999997,4543.77,3197.86,96,2019,12,Winter,3,0
2019-12-27,3.5935059,5.8617554,2.3377075,3.643808,960426.7,0.0027656555,11.906494,0.0,4331.4665625,5090.07,3312.23,96,2019,12,Winter,4,0
2019-12-28,2.3555145,3.343628,1.6641846,7.4057665,690376.56,0.010013579,13.144485,0.0,4421.979895833333,5153.76,3454.7,96,2019,12,Winter,5,1
2019-12-29,0.7528839,1.8409424,-0.2750244,5.8647075,659033.6,0.012906393,14.747116,0.0,4436.972604166666,5163.39,3524.48,96,2019,12,Winter,6,1
2019-12-30,-1.9733353,1.2303467,-5.3025208,2.1064923,1014438.4,0.0,17.473335,0.0,4625.117604166667,5446.69,3644.73,96,2019,12,Winter,0,0
2019-12-31,2.2539673,5.8161926,-0.98773193,3.3264303,1022809.6,0.0,13.246033,0.0,4537.571041666667,5325.58,3650.84,96,2019,12,Winter,1,0
2020-01-01,2.3640747,6.0472107,-0.32040405,3.7117803,974519.44,0.0,13.135925,0.0,4107.2752083333335,4785.81,3541.76,96,2020,1,Winter,2,0
2020-01-02,-0.56412506,4.8603516,-4.312561,2.0161076,1048452.25,0.0,16.064125,0.0,4875.3202083333335,5763.29,3571.62,96,2020,1,Winter,3,0
2020-01-03,-2.213768,-0.9711914,-3.436676,1.7389277,975722.7,0.00012715659,17.713768,0.0,5270.2396875,6022.82,4031.64,96,2020,1,Winter,4,0
2020-01-04,1.18116,4.431122,-2.5445251,2.843237,517525.34,0.055472054,14.31884,0.0,5005.8116666666665,5643.17,4141.11,96,2020,1,Winter,5,1
2020-01-05,3.0131454,4.352295,1.0956421,7.1293354,829627.75,0.0447909,12.486855,0.0,4801.1459375,5624.64,3903.19,96,2020,1,Winter,6,1
2020-01-06,-1.4116211,2.700531,-4.5892334,2.0080073,1047296.0,0.0,16.911621,0.0,5498.249166666667,6364.86,4014.69,96,2020,1,Winter,0,0
2020-01-07,-1.8160934,2.1297607,-4.976593,2.4380312,1044928.0,0.0,17.316093,0.0,5679.9378125,6471.85,4488.0,96,2020,1,Winter,1,0
2020-01-08,0.488739,5.051941,-1.9688416,1.9903164,1036949.3,0.0003496806,15.011261,0.0,5754.8434375,6481.29,4515.78,96,2020,1,Winter,2,0
2020-01-09,1.930687,4.3149414,0.7344055,2.6671677,812083.2,0.021457672,13.569313,0.0,5847.478645833333,6556.36,4582.06,96,2020,1,Winter,3,0
2020-01-10,-0.14561462,1.8578796,-1.8937683,1.7294056,931298.1,0.0,15.645615,0.0,5741.8946875,6489.31,4581.95,96,2020,1,Winter,4,0
2020-01-11,2.6599045,7.088806,-1.1225281,3.3501923,858491.75,0.0013987224,12.8400955,0.0,5210.0909375,5836.29,4434.95,96,2020,1,Winter,5,1
2020-01-12,0.35861206,5.358734,-3.9289856,2.5071356,1130001.1,0.0,15.141388,0.0,5010.4913541666665,5689.57,4130.92,96,2020,1,Winter,6,1
2020-01-13,-0.47105408,1.8124695,-2.0246277,2.7689338,627950.94,0.006262461,15.971054,0.0,5870.657812500001,6643.6,4274.4,96,2020,1,Winter,0,0
2020-01-14,-0.9435959,0.12658691,-1.6574707,3.000012,495496.53,0.027879078,16.443596,0.0,5995.936041666667,6708.79,4682.5,96,2020,1,Winter,1,0
2020-01-15,-0.1372757,0.8496094,-1.126709,3.9476495,839193.6,0.00260671,15.637276,0.0,5989.280520833334,6721.62,4660.61,96,2020,1,Winter,2,0
2020-01-16,-0.17861176,0.9715271,-1.0516663,1.1992822,948620.8,0.006135305,15.678612,0.0,5968.558229166666,6670.87,4655.36,96,2020,1,Winter,3,0
2020-01-17,-1.0487747,-0.46090698,-1.6312256,2.868585,460121.6,0.0333786,16.548775,0.0,5957.960104166667,6676.92,4656.6,96,2020,1,Winter,4,0
2020-01-18,-1.1982803,-0.9996033,-1.4985352,1.7041751,455628.8,0.07454555,16.69828,0.0,5433.333854166666,6185.78,4546.23,96,2020,1,Winter,5,1
2020-01-19,0.3477707,1.07547,-1.0157776,1.808327,380475.72,1.1862118,15.152229,0.0,5163.319791666667,5887.34,4157.07,96,2020,1,Winter,6,1
2020-01-20,1.3563843,3.1331787,0.6654663,1.8448244,778914.1,0.12499491,14.143616,0.0,5705.506666666667,6385.5,4203.95,96,2020,1,Winter,0,0
2020-01-21,-1.23629,1.3618164,-2.8511047,1.8364335,997691.75,0.0013669331,16.73629,0.0,5963.858645833334,6647.72,4602.4,96,2020,1,Winter,1,0
2020-01-22,-2.1172256,-1.0187378,-3.4612427,2.1550715,884002.1,0.00089009607,17.617226,0.0,6000.0834375,6691.27,4651.2,96,2020,1,Winter,2,0
2020-01-23,0.35951996,4.066101,-1.5684204,2.506242,950988.8,0.0004132589,15.14048,0.0,5839.450520833333,6546.06,4703.78,96,2020,1,Winter,3,0
2020-01-24,-1.810379,-0.5878296,-2.6791992,2.9926052,901435.75,0.0012397766,17.310379,0.0,5983.5578125,6669.23,4722.83,96,2020,1,Winter,4,0
2020-01-25,-1.8614807,-0.7989502,-3.006958,0.81083804,1015859.2,6.357829e-05,17.36148,0.0,5509.222083333333,6272.59,4624.5,96,2020,1,Winter,5,1
2020-01-26,-1.0235901,0.029815674,-1.829956,1.0086564,358792.53,0.120576225,16.52359,0.0,5234.0678125,5919.63,4274.28,96,2020,1,Winter,6,1
2020-01-27,-0.3544464,-0.12884521,-0.6893616,1.0574583,910361.6,0.019454956,15.854446,0.0,5858.799166666667,6573.88,4304.68,96,2020,1,Winter,0,0
2020-01-28,2.6076508,6.2708435,-0.47375488,3.1877902,746811.75,0.92827475,12.892349,0.0,5942.305729166666,6619.81,4631.35,96,2020,1,Winter,1,0
2020-01-29,2.2538147,3.969818,0.05267334,2.797575,963938.1,0.30981702,13.246185,0.0,5850.740104166667,6516.53,4553.3,96,2020,1,Winter,2,0
2020-01-30,3.8266373,7.5141907,1.4120789,3.9031777,1100322.1,0.13265611,11.673363,0.0,5744.4002083333335,6419.87,4639.97,96,2020,1,Winter,3,0
2020-01-31,6.6850433,10.585358,2.0977478,3.638029,254348.8,0.45426688,8.814957,0.0,5719.045833333334,6345.59,4562.93,96,2020,1,Winter,4,0
2020-02-01,8.379211,13.441284,3.4655762,2.997633,1402171.8,0.0,7.1207886,0.0,4962.533541666667,5567.96,4296.15,96,2020,2,Winter,5,1
2020-02-02,10.22242,14.350647,6.792511,3.2264316,1122888.5,0.34640628,5.2775803,0.0,4708.325416666667,5464.19,3884.09,96,2020,2,Winter,6,1
2020-02-03,9.776184,10.682587,9.052582,4.6536045,565593.6,0.48068365,5.723816,0.0,5449.575729166667,6186.76,3925.61,96,2020,2,Winter,0,0
2020-02-04,7.4889145,8.696777,5.2746887,7.406354,588774.4,0.29331842,8.0110855,0.0,5636.846354166667,6320.79,4296.0,96,2020,2,Winter,1,0
2020-02-05,3.8571548,5.940857,2.1028748,9.23992,1305873.1,0.06914139,11.642845,0.0,5657.327708333333,6329.72,4423.63,96,2020,2,Winter,2,0
2020-02-06,2.1438217,5.365509,-0.97265625,5.6541653,1464558.9,0.0,13.356178,0.0,5670.211354166667,6404.5,4516.94,96,2020,2,Winter,3,0
2020-02-07,4.4286423,7.159363,3.2002258,5.0477347,1106005.4,0.0051498413,11.071358,0.0,5611.043645833332,6249.94,4494.49,96,2020,2,Winter,4,0
2020-02-08,1.6169891,5.545288,-1.2533875,2.9056551,1463044.2,6.357829e-05,13.883011,0.0,5136.882395833333,5746.79,4452.38,96,2020,2,Winter,5,1
2020-02-09,2.4235916,7.214966,-2.2685547,3.450018,1581021.9,0.0,13.076408,0.0,4898.675625,5676.09,4168.74,96,2020,2,Winter,6,1
2020-02-10,9.494652,12.935883,6.332367,7.3849945,1393237.4,0.22563934,6.005348,0.0,5580.463541666667,6257.77,4115.99,96,2020,2,Winter,0,0
2020-02-11,6.860382,9.644409,5.605072,5.6179237,1621401.6,0.051911674,8.639618,0.0,5522.403958333333,6194.09,4376.56,96,2020,2,Winter,1,0
2020-02-12,4.7105103,8.587097,2.1203918,4.2901306,1530961.1,0.029404957,10.78949,0.0,5514.155,6241.06,4401.83,96,2020,2,Winter,2,0
2020-02-13,4.848755,9.128632,0.9330139,3.5830493,1661644.8,0.010108948,10.651245,0.0,5513.3859375,6274.53,4442.5,96,2020,2,Winter,3,0
2020-02-14,8.236061,9.943909,6.1967773,3.6475577,775705.6,0.27221045,7.263939,0.0,5546.421041666667,6106.05,4422.6,96,2020,2,Winter,4,0
2020-02-15,6.1316833,10.626831,2.738739,2.3780558,1643174.4,0.0014940898,9.368317,0.0,4913.931666666666,5561.15,4251.52,96,2020,2,Winter,5,1
2020-02-16,6.575653,11.448364,2.37146,4.887395,1729668.2,0.0,8.924347,0.0,4697.202604166667,5494.88,3946.38,96,2020,2,Winter,6,1
2020-02-17,8.551079,12.632996,5.2541504,2.9972315,1590715.6,0.0,6.948921,0.0,5335.084895833334,6149.97,3998.47,96,2020,2,Winter,0,0
2020-02-18,8.438568,11.661255,5.935028,3.0025878,1188253.9,0.06297429,7.061432,0.0,5444.443020833333,6125.01,4302.58,96,2020,2,Winter,1,0
2020-02-19,4.5830765,8.799713,0.99487305,3.1538887,1135744.0,0.3369331,10.9169235,0.0,5463.3675,6193.91,4310.9,96,2020,2,Winter,2,0
2020-02-20,4.925522,9.170654,2.3996582,3.6181273,1526860.8,0.0,10.574478,0.0,5472.3725,6207.43,4371.03,96,2020,2,Winter,3,0
2020-02-21,5.363617,8.577026,3.449585,5.8054624,1626201.6,0.28292337,10.136383,0.0,5606.009791666666,6152.11,4434.84,96,2020,2,Winter,4,0
2020-02-22,4.376877,9.981842,-1.0559998,3.632911,1102003.2,0.0,11.123123,0.0,4965.551666666667,5574.87,4342.43,96,2020,2,Winter,5,1
2020-02-23,9.648972,11.265411,7.178009,4.352959,609506.1,0.009663899,5.8510284,0.0,4774.549375,5488.14,3934.19,96,2020,2,Winter,6,1
2020-02-24,9.298187,12.326843,7.0778503,4.8625484,1645871.0,0.0058809915,6.2018127,0.0,5279.065833333333,6112.2,3943.88,96,2020,2,Winter,0,0
2020-02-25,8.929596,14.672791,3.4078064,4.507882,1793497.6,0.0019709268,6.570404,0.0,5334.862395833333,6088.58,4331.26,96,2020,2,Winter,1,0
2020-02-26,6.8275146,8.880005,4.67395,2.383034,869073.06,0.79358417,8.672485,0.0,5583.386041666668,6186.6,4265.58,96,2020,2,Winter,2,0
2020-02-27,4.531372,7.772064,2.2060852,4.949412,1590792.5,0.03862381,10.968628,0.0,5441.974999999999,6177.53,4341.61,96,2020,2,Winter,3,0
2020-02-28,4.9424057,7.0816345,3.3124695,7.0844116,1902289.1,0.62300366,10.557594,0.0,5577.421354166666,6193.35,4363.67,96,2020,2,Winter,4,0
2020-02-29,4.9225388,9.610596,-0.9980469,5.26796,1823471.0,0.0,10.577461,0.0,4982.058541666666,5585.32,4266.75,96,2020,2,Winter,5,1
2020-03-01,8.465958,10.584778,6.4490967,4.247048,1018905.6,0.04542669,7.0340424,0.0,4723.4236458333335,5450.94,3902.71,96,2020,3,Spring,6,1
2020-03-02,10.413101,13.840637,7.8100586,4.845287,2032819.1,1.5001932,5.086899,0.0,5253.846041666667,6053.42,3957.33,96,2020,3,Spring,0,0
2020-03-03,9.27076,11.354126,7.2742004,3.8898983,607820.8,1.0179838,6.2292404,0.0,5443.331666666667,6093.71,4210.38,96,2020,3,Spring,1,0
2020-03-04,6.448044,9.417908,5.2899475,5.1927233,1795396.2,0.12397766,9.051956,0.0,5483.501458333333,6145.25,4256.94,96,2020,3,Spring,2,0
2020-03-05,4.496971,10.829132,-1.4573364,3.6739974,2180053.2,0.0,11.003029,0.0,5338.5096875,6169.73,4358.92,96,2020,3,Spring,3,0
2020-03-06,6.366997,6.810852,5.3256836,4.3875465,428125.84,1.2731552,9.133003,0.0,5580.902708333334,6255.0,4361.84,96,2020,3,Spring,4,0
2020-03-07,6.3834686,9.83783,4.221039,3.9913998,1414916.2,0.06786982,9.116531,0.0,4966.9565625000005,5542.69,4254.51,96,2020,3,Spring,5,1
2020-03-08,5.6342773,9.511536,3.4841003,3.6633804,1861294.9,0.0,9.865723,0.0,4693.460729166666,5513.19,3906.98,96,2020,3,Spring,6,1
2020-03-09,3.6194916,10.392426,-0.9020691,2.0695467,2164236.8,0.0,11.880508,0.0,5237.993854166666,6119.28,4001.27,96,2020,3,Spring,0,0
2020-03-10,8.086327,12.719849,5.2254333,3.0369968,2264853.2,0.0077247624,7.4136734,0.0,5287.0242708333335,6155.66,4318.49,96,2020,3,Spring,1,0
2020-03-11,11.91954,17.14914,7.7301636,2.7863982,1227311.0,0.17639796,3.5804596,0.0,5425.2117708333335,6055.79,4329.39,96,2020,3,Spring,2,0
2020-03-12,13.111938,18.463013,8.4114685,2.6772919,2331758.8,0.0,2.3880615,0.0,5174.869791666667,5968.43,4262.53,96,2020,3,Spring,3,0
2020-03-13,9.021698,10.593018,8.057465,2.7495391,610820.25,0.20109811,6.478302,0.0,5407.3346875,6124.74,4199.57,96,2020,3,Spring,4,0
2020-03-14,5.629715,10.592712,1.743988,3.2777781,1600076.8,0.0006357829,9.870285,0.0,4771.9228125,5484.8,4195.59,96,2020,3,Spring,5,1
2020-03-15,3.3042755,8.377502,-1.5592041,2.163873,2578828.8,0.0,12.1957245,0.0,4365.123645833333,5251.57,3824.91,96,2020,3,Spring,6,1
2020-03-16,5.6114197,12.228912,0.59277344,4.293932,2535364.2,0.0,9.88858,0.0,5094.024166666667,5971.61,3827.95,96,2020,3,Spring,0,0
2020-03-17,7.3665237,13.791992,1.0254517,1.6001586,2384563.2,0.0,8.133476,0.0,5173.375625,5889.44,4324.24,96,2020,3,Spring,1,0
2020-03-18,10.965416,17.256256,6.191803,1.7304604,2501772.8,0.0,4.534584,0.0,5103.3637499999995,5875.97,4208.38,96,2020,3,Spring,2,0
2020-03-19,11.006813,18.9758,5.654907,2.61287,2547067.8,0.0,4.493187,0.0,5053.723229166667,5771.57,4209.19,96,2020,3,Spring,3,0
2020-03-20,11.44149,19.88623,5.400116,2.322549,2604659.2,0.0,4.05851,0.0,4929.460208333333,5611.23,4131.7,96,2020,3,Spring,4,0
2020-03-21,7.909775,10.385162,4.658081,4.0588517,1664260.2,0.3912608,7.590225,0.0,4654.017604166666,5313.91,3939.71,96,2020,3,Spring,5,1
2020-03-22,2.5729065,5.2453613,0.81188965,5.033787,2229307.8,0.006930033,12.9270935,0.0,4498.879479166667,5276.84,3712.07,96,2020,3,Spring,6,1
2020-03-23,0.5330429,3.6901245,-1.9342041,5.3276443,1605977.6,0.28889972,14.966957,0.0,5272.810208333333,6044.28,3841.95,96,2020,3,Spring,0,0
2020-03-24,3.0907974,6.230591,0.00048828125,4.6431665,1543338.6,0.09419123,12.409203,0.0,5206.676770833333,5808.85,4235.12,96,2020,3,Spring,1,0
2020-03-25,1.6440506,2.6903381,-0.24179077,3.710157,1299584.0,0.22741953,13.855949,0.0,5320.047083333334,6027.11,4218.47,96,2020,3,Spring,2,0
2020-03-26,5.4923935,9.470306,1.6378784,2.914016,1686276.2,0.010140737,10.0076065,0.0,5110.390104166667,5707.5,4200.73,96,2020,3,Spring,3,0
2020-03-27,8.960007,15.663696,4.7615356,2.1193316,2872047.0,0.0,6.5399933,0.0,4792.4357291666665,5433.93,4072.68,96,2020,3,Spring,4,0
2020-03-28,9.726646,17.73346,4.0819397,1.2868713,2886557.8,0.0,5.7733536,0.0,4325.6315625,5135.28,3851.65,96,2020,3,Spring,5,1
2020-03-29,9.896965,15.129639,6.6640015,4.3426957,2858142.0,0.0008265178,5.603035,0.0,4124.1478125,4976.29,3600.58,96,2020,3,Spring,6,1
2020-03-30,4.2451096,5.5220337,2.1972961,6.3931975,2075170.1,0.02670288,11.25489,0.0,4842.661458333333,5452.59,3568.05,96,2020,3,Spring,0,0
2020-03-31,1.4874344,6.7071533,-2.0439453,1.9589161,2925324.8,0.03261566,14.012566,0.0,4768.124270833333,5408.94,3940.04,96,2020,3,Spring,1,0
2020-04-01,2.3506622,8.1026,-2.3718262,1.538307,3058312.5,0.0,13.149338,0.0,4780.328333333334,5424.8,3991.9,96,2020,4,Spring,2,0
2020-04-02,3.8498535,11.114471,-2.4560547,3.1911595,3205990.5,0.0,11.6501465,0.0,4761.848854166667,5398.28,4026.7,96,2020,4,Spring,3,0
2020-04-03,7.2085648,15.676056,1.5021362,2.7104876,3141013.2,0.0,8.291435,0.0,4670.279270833334,5236.3,3991.52,96,2020,4,Spring,4,0
2020-04-04,8.70565,15.011017,3.9769897,3.1240227,3172258.0,0.0,6.7943497,0.0,4190.436041666667,4960.41,3667.39,96,2020,4,Spring,5,1
2020-04-05,9.742226,17.113098,4.349945,2.614499,3264222.0,0.0,5.7577744,0.0,4014.1,4809.84,3502.25,96,2020,4,Spring,6,1
2020-04-06,11.202087,18.31247,5.518036,3.6119049,3303458.2,0.0,4.2979126,0.0,4485.580625,5239.62,3527.52,96,2020,4,Spring,0,0
2020-04-07,10.745499,18.544647,4.6457825,3.0439196,3446071.5,0.0,4.7545013,0.0,4505.273229166666,5193.65,3790.44,96,2020,4,Spring,1,0
2020-04-08,10.532318,19.977753,2.825714,2.4356823,3420057.8,0.0,4.967682,0.0,4464.12875,5142.31,3705.16,96,2020,4,Spring,2,0
2020-04-09,12.917458,21.772186,5.047241,2.0490236,3457608.5,0.0,2.5825424,0.0,4368.9065625,4962.38,3670.23,96,2020,4,Spring,3,0
2020-04-10,13.733162,19.503479,9.313538,3.3726804,3403306.5,0.0,1.7668381,0.0,3807.6320833333334,4612.81,3324.87,96,2020,4,Spring,4,0
2020-04-11,12.453735,19.508179,6.8762207,1.7954509,3285559.5,0.0,3.0462646,0.0,3821.5579166666666,4643.62,3185.74,96,2020,4,Spring,5,1
2020-04-12,14.204094,21.844208,7.0598145,2.5833783,3279914.8,0.0,1.2959061,0.0,3575.078020833333,4335.95,3115.63,96,2020,4,Spring,6,1
2020-04-13,15.928932,21.89804,12.857605,3.3215437,2697404.0,0.3126462,0.0,0.0,3554.9690625,4377.1,3042.97,96,2020,4,Spring,0,0
2020-04-14,7.5222626,8.714325,5.8078613,6.2468743,2460829.8,0.08687973,7.9777374,0.0,4406.513333333333,5051.06,3092.1,96,2020,4,Spring,1,0
2020-04-15,7.4065475,13.191711,1.4959106,2.2045996,3437034.5,0.0,8.093452,0.0,4508.976041666667,5199.18,3766.41,96,2020,4,Spring,2,0
2020-04-16,12.638863,20.483795,5.4263,3.1876795,3628356.2,0.0,2.8611374,0.0,4428.4998958333335,5101.0,3769.19,96,2020,4,Spring,3,0
2020-04-17,16.850449,24.563232,9.87912,2.3382368,3557960.5,0.0,0.0,0.0,4346.958020833334,4934.02,3629.96,96,2020,4,Spring,4,0
2020-04-18,16.632141,22.06247,12.115112,0.96866775,3019012.2,0.026925405,0.0,0.0,3939.3272916666665,4671.36,3393.04,96,2020,4,Spring,5,1
2020-04-19,15.137314,16.994537,13.710327,1.9756159,2092070.4,0.50595605,0.36268616,0.0,3872.341875,4564.16,3147.55,96,2020,4,Spring,6,1
2020-04-20,11.559006,16.123474,8.254303,2.6153455,3816580.2,0.0,3.9409943,0.0,4308.466145833333,5091.89,3278.66,96,2020,4,Spring,0,0
2020-04-21,11.380852,16.848328,6.098999,3.030347,3872524.8,0.0,4.1191483,0.0,4385.987916666667,5058.77,3634.91,96,2020,4,Spring,1,0
2020-04-22,12.068947,17.647491,7.6703796,2.091982,3882333.8,0.0,3.4310532,0.0,4443.8021875,5155.19,3662.93,96,2020,4,Spring,2,0
2020-04-23,12.259819,19.299835,5.5203247,1.4207882,3343372.8,0.0,3.240181,0.0,4474.3009375,5195.06,3695.89,96,2020,4,Spring,3,0
2020-04-24,14.163612,21.672638,6.08078,2.776479,3868911.0,0.0,1.3363876,0.0,4378.351041666667,4927.68,3717.84,96,2020,4,Spring,4,0
2020-04-25,15.459869,20.185455,11.891388,4.7980514,3405175.5,0.0054041543,0.040130615,0.0,3966.7209375,4642.42,3397.38,96,2020,4,Spring,5,1
2020-04-26,11.711151,16.557373,7.241394,2.0461748,3621738.8,0.00019073486,3.7888489,0.0,3819.4504166666666,4633.75,3173.91,96,2020,4,Spring,6,1
2020-04-27,13.685692,19.625824,6.603485,2.5186527,3154880.0,0.12588501,1.8143082,0.0,4353.183541666666,5028.31,3350.33,96,2020,4,Spring,0,0
2020-04-28,17.048477,22.790588,11.746582,2.7505245,3465429.5,0.3399531,0.0,0.0,4391.808020833333,5004.32,3591.2,96,2020,4,Spring,1,0
2020-04-29,15.489876,17.202942,14.364227,3.6045058,2132040.5,0.92709863,0.010124207,0.0,4410.321979166666,4940.97,3520.71,96,2020,4,Spring,2,0
2020-04-30,16.565376,21.211609,12.856384,2.8902667,3621392.8,0.12270609,0.0,0.0,4271.424583333333,4749.08,3531.47,96,2020,4,Spring,3,0
2020-05-01,15.0993805,17.595734,11.888367,3.199925,2572620.8,0.816377,0.4006195,0.0,3718.3703124999997,4304.95,3130.51,96,2020,5,Spring,4,0
2020-05-02,14.643394,19.262207,10.89386,2.7462397,3273668.2,0.23447672,0.8566055,0.0,3696.361666666667,4420.64,3024.73,96,2020,5,Spring,5,1
2020-05-03,12.848045,15.340057,10.993561,5.486961,3033792.2,0.10897319,2.6519547,0.0,3652.9873958333333,4415.2,3033.6,96,2020,5,Spring,6,1
2020-05-04,12.722382,18.744324,6.5289917,2.1493747,3379767.2,0.00019073486,2.7776184,0.0,4255.680208333333,4947.79,3182.2,96,2020,5,Spring,0,0
2020-05-05,12.983635,14.36499,12.21347,3.1549609,2104123.8,0.36675137,2.516365,0.0,4490.249583333333,5001.51,3514.71,96,2020,5,Spring,1,0
2020-05-06,10.900223,13.923676,7.7026978,5.855713,3361634.0,0.032583874,4.599777,0.0,4461.2584375,5029.0,3609.05,96,2020,5,Spring,2,0
2020-05-07,15.151573,19.687256,10.421753,4.863316,4065668.2,0.0,0.34842682,0.0,4346.8990625,4975.17,3591.24,96,2020,5,Spring,3,0
2020-05-08,15.345306,22.126953,7.6392517,1.80391,4203690.5,0.0,0.1546936,0.0,4289.773020833333,4838.0,3576.98,96,2020,5,Spring,4,0
2020-05-09,18.297188,25.421722,12.03894,1.9060361,3867396.2,0.0,0.0,0.2971878,3891.103958333333,4575.49,3366.62,96,2020,5,Spring,5,1
2020-05-10,19.18319,23.008331,15.00589,4.204562,2833855.8,0.00076293945,0.0,1.1831894,3764.3078124999997,4449.96,3101.19,96,2020,5,Spring,6,1
2020-05-11,18.994408,21.856812,15.598511,6.5448837,2971447.5,0.007756551,0.0,0.99440765,4371.850208333333,4979.94,3196.78,96,2020,5,Spring,0,0
2020-05-12,9.9664,11.236664,6.4172974,5.1827416,2271761.0,0.5376498,5.5336,0.0,4560.516770833333,5116.62,3579.13,96,2020,5,Spring,1,0
2020-05-13,11.286942,17.781921,4.229431,3.580238,2725235.2,0.09247462,4.2130585,0.0,4670.2690625000005,5169.18,3694.58,96,2020,5,Spring,2,0
2020-05-14,13.915367,17.316498,11.232544,4.013344,2890726.5,0.005276998,1.5846329,0.0,4520.352291666667,5034.31,3721.97,96,2020,5,Spring,3,0
2020-05-15,10.917778,12.211182,10.373169,3.151336,1107148.8,1.2253444,4.582222,0.0,4490.5834375,4935.43,3632.79,96,2020,5,Spring,4,0
2020-05-16,13.083603,17.17694,8.471771,1.3769506,3723251.2,0.0,2.416397,0.0,3949.9967708333334,4581.3,3424.69,96,2020,5,Spring,5,1
2020-05-17,15.251816,19.68988,10.678192,1.5747054,2941662.0,0.37988028,0.2481842,0.0,3865.9698958333333,4506.44,3193.62,96,2020,5,Spring,6,1
2020-05-18,17.877716,24.475983,10.638092,1.8870213,3982604.8,0.0,0.0,0.0,4354.3990625,4995.03,3226.41,96,2020,5,Spring,0,0
2020-05-19,18.082642,23.51941,13.627258,1.5306282,3060940.8,0.030263264,0.0,0.0826416,4580.6465625,5057.03,3608.32,96,2020,5,Spring,1,0
2020-05-20,18.010994,20.906342,15.447662,4.3415527,3378875.8,0.049336754,0.0,0.0109939575,4587.983125,5193.96,3659.67,96,2020,5,Spring,2,0
