date,temp_mean_c,temp_max_c,temp_min_c,wind_mean_m_s,solar_rad_j_m2,precip_mm,HDD,CDD,load_mean_MW,load_max_MW,load_min_MW,n_hours,year,month,season,weekday,is_weekend
2014-12-31,-7.602936,-4.7848816,-9.894562,1.3446732,1060215.5,0.0,23.102936,0.0,4270.7425,4362.54,4178.02,4,2014,12,Winter,2,0
2015-01-01,-3.4319763,-0.7023926,-6.491699,1.8032094,251127.47,0.035540264,18.931976,0.0,4060.3309375000003,4692.69,3415.09,96,2015,1,Winter,3,0
2015-01-02,0.44599915,2.8734436,-1.6200256,2.1683564,1010457.6,0.34036636,15.054001,0.0,4390.001979166666,5163.49,3297.72,96,2015,1,Winter,4,0
2015-01-03,4.187042,6.513794,3.0158997,4.1368237,999697.06,0.3299395,11.312958,0.0,4381.153958333333,5105.93,3475.22,96,2015,1,Winter,5,1
2015-01-04,2.800743,5.2474365,0.9935303,6.008962,981120.0,0.79488754,12.699257,0.0,4404.731428571428,5184.72,3474.73,91,2015,1,Winter,6,1
2015-01-05,1.3772278,1.9463196,0.4414978,6.0142584,309495.47,0.75756705,14.122772,0.0,5045.297291666667,5919.48,3579.9,96,2015,1,Winter,0,0
2015-01-06,0.27043915,2.148407,-2.0290833,4.63974,1057433.6,0.018914541,15.229561,0.0,5169.623958333334,5977.32,3922.98,96,2015,1,Winter,1,0
2015-01-07,-4.3009872,-3.3984375,-5.3768616,3.2980351,552392.56,0.092347465,19.800987,0.0,5339.6561458333335,6139.93,4030.72,96,2015,1,Winter,2,0
2015-01-08,-2.8790894,-1.7394409,-3.9318542,2.739305,294698.66,0.03595352,18.37909,0.0,5396.002291666667,6142.52,4141.57,96,2015,1,Winter,3,0
2015-01-09,2.1705322,4.7518005,-0.8280945,3.9499016,653154.1,0.20202,13.329468,0.0,5252.706979166666,5977.01,4123.99,96,2015,1,Winter,4,0
2015-01-10,7.8416367,13.116425,4.8673706,3.639729,629230.94,1.5903156,7.6583633,0.0,4937.832708333333,5601.44,3933.7,96,2015,1,Winter,5,1
2015-01-11,7.078766,11.497925,4.504669,4.6395335,177463.47,0.7909774,8.421234,0.0,4582.876041666666,5265.59,3630.63,96,2015,1,Winter,6,1
2015-01-12,4.4281235,7.9118347,2.643036,4.3841014,1102088.5,0.27675626,11.071877,0.0,5108.1865625,5928.83,3683.17,96,2015,1,Winter,0,0
2015-01-13,3.6329956,8.029419,0.36663818,3.0001287,1180292.2,0.0,11.867004,0.0,5174.6293749999995,5910.27,3964.1,96,2015,1,Winter,1,0
2015-01-14,2.8816528,6.024475,0.6910095,1.6842544,1110626.1,0.019168854,12.618347,0.0,5208.7053125,5962.8,3981.48,96,2015,1,Winter,2,0
2015-01-15,4.2565994,7.673401,0.8510742,3.1912253,1040610.1,0.00073115027,11.243401,0.0,5163.12,5888.6,4002.08,96,2015,1,Winter,3,0
2015-01-16,7.733963,11.381897,4.7573853,5.340128,1087914.6,0.00022252402,7.766037,0.0,5148.313958333333,5839.95,3961.33,96,2015,1,Winter,4,0
2015-01-17,8.838272,9.903931,7.4605713,4.5835524,780902.4,0.0064214068,6.661728,0.0,4688.607812499999,5325.27,3823.35,96,2015,1,Winter,5,1
2015-01-18,4.1539536,5.809662,2.8322754,1.9871716,673536.0,0.013224285,11.346046,0.0,4475.2013541666665,5165.57,3530.05,96,2015,1,Winter,6,1
2015-01-19,3.3568573,5.6020203,2.1446533,0.8048652,1000772.25,0.01001358,12.143143,0.0,5126.216875,5888.55,3626.53,96,2015,1,Winter,0,0
2015-01-20,3.6953125,5.2809753,2.3027344,2.7289238,517632.0,0.020631153,11.8046875,0.0,5192.020729166667,5918.25,3919.28,96,2015,1,Winter,1,0
2015-01-21,4.8515472,5.3145447,4.4783325,1.2997551,242414.94,0.35950342,10.648453,0.0,5200.091354166667,5908.72,3959.4,96,2015,1,Winter,2,0
2015-01-22,5.8623657,7.297119,4.916809,2.0495443,379101.88,0.041198727,9.637634,0.0,5186.208541666667,5860.78,3945.01,96,2015,1,Winter,3,0
2015-01-23,5.9542847,6.801483,5.4731445,4.4796963,529297.06,1.4468511,9.545715,0.0,5187.616458333333,5917.19,3899.8,96,2015,1,Winter,4,0
2015-01-24,1.5067062,2.8136597,0.661438,7.0360847,275554.12,2.9131572,13.993294,0.0,4795.245,5506.44,3863.46,96,2015,1,Winter,5,1
2015-01-25,0.37340546,1.2419739,-0.16210938,7.8838334,494318.94,1.4383634,15.126595,0.0,4596.274583333333,5260.66,3626.26,96,2015,1,Winter,6,1
2015-01-26,-0.1209259,1.7701111,-2.6722412,3.7124946,1316953.6,0.01557668,15.620926,0.0,5158.376458333333,5880.36,3736.11,96,2015,1,Winter,0,0
2015-01-27,-2.313652,1.1620178,-5.8075256,2.4498234,498521.6,0.34335452,17.813652,0.0,5318.576458333334,6028.02,4071.38,96,2015,1,Winter,1,0
2015-01-28,0.46090698,3.2851868,-1.4037476,2.7623708,1254792.5,0.025399527,15.039093,0.0,5277.419166666667,5965.17,4094.85,96,2015,1,Winter,2,0
2015-01-29,-0.2768631,-0.005859375,-0.9789734,4.12613,323020.8,0.94308853,15.776863,0.0,5363.175368421053,6015.18,4081.11,95,2015,1,Winter,3,0
2015-01-30,1.4971771,2.2640076,1.0679932,5.3215685,128209.07,3.17208,14.002823,0.0,5295.006770833334,5918.92,4083.75,96,2015,1,Winter,4,0
2015-01-31,0.46206665,3.250183,-1.1731567,3.294672,1487313.1,0.040658318,15.037933,0.0,4764.309375,5375.0,3928.76,96,2015,1,Winter,5,1
2015-02-01,-1.0687714,0.74368286,-2.5079956,1.747946,930363.75,0.17429987,16.568771,0.0,4581.523645833334,5253.97,3681.68,96,2015,2,Winter,6,1
2015-02-02,0.87423706,3.2283325,-0.19256592,2.3652997,1403323.8,0.27071637,14.625763,0.0,5162.4340624999995,5906.32,3764.48,96,2015,2,Winter,0,0
2015-02-03,0.55287933,3.4709473,-1.8805237,2.2327926,1441220.2,0.042438507,14.947121,0.0,5270.24755319149,5950.88,4100.64,94,2015,2,Winter,1,0
2015-02-04,1.1474457,1.9613953,0.5092163,2.8497875,739097.6,0.107987724,14.352554,0.0,5357.574583333333,6029.69,4086.62,96,2015,2,Winter,2,0
2015-02-05,-1.3603973,1.470398,-3.814148,2.8172839,1148202.6,0.0005086263,16.860397,0.0,5304.681354166666,5969.99,4122.64,96,2015,2,Winter,3,0
2015-02-06,-0.73581696,1.4309692,-2.605133,4.855815,726229.3,0.058650967,16.235817,0.0,5298.0646875,5920.2,4110.24,96,2015,2,Winter,4,0
2015-02-07,-2.6658936,-0.29492188,-4.988678,3.448829,1542067.2,0.016562143,18.165894,0.0,4802.29125,5397.26,3980.19,96,2015,2,Winter,5,1
2015-02-08,-0.7225647,1.9706421,-3.709137,6.7494717,1317717.4,0.08093516,16.222565,0.0,4621.935416666666,5333.15,3700.41,96,2015,2,Winter,6,1
2015-02-09,-0.8371124,0.89001465,-2.401245,5.0680923,458137.6,1.2606621,16.337112,0.0,5265.458125,6044.76,3808.04,96,2015,2,Winter,0,0
2015-02-10,3.3849564,4.1953125,2.3127441,6.6166773,531477.3,0.6961505,12.115044,0.0,5279.761979166667,5912.65,4092.11,96,2015,2,Winter,1,0
2015-02-11,2.9714813,4.3943787,2.1474304,3.3075006,893879.44,0.0019073487,12.528519,0.0,5229.410208333334,5901.19,4057.33,96,2015,2,Winter,2,0
2015-02-12,2.4349213,5.4302673,0.70266724,2.1600363,785719.44,0.0023206074,13.065079,0.0,5213.447395833334,5886.97,4036.57,96,2015,2,Winter,3,0
2015-02-13,0.87467957,5.107422,-2.7538147,3.3703856,1698158.9,0.0,14.62532,0.0,5174.4075,5814.67,4048.21,96,2015,2,Winter,4,0
2015-02-14,2.0071793,5.9374084,-1.5704956,3.727709,1708684.8,0.0,13.492821,0.0,4733.786666666667,5315.1,4001.14,96,2015,2,Winter,5,1
2015-02-15,3.5929565,7.2712097,0.8675232,3.4899056,1650146.1,0.00019073486,11.907043,0.0,4493.155833333333,5218.62,3664.61,96,2015,2,Winter,6,1
2015-02-16,2.2505493,8.201111,-2.6002197,2.456171,1762743.5,0.0,13.249451,0.0,5092.392604166666,5831.06,3731.25,96,2015,2,Winter,0,0
2015-02-17,0.47590637,3.7002869,-2.2883606,3.2234964,1221380.2,6.357829e-05,15.024094,0.0,5234.723020833333,5922.11,4057.4,96,2015,2,Winter,1,0
2015-02-18,-0.2511902,3.524231,-3.944336,1.3469393,1326976.0,0.001335144,15.75119,0.0,5237.596666666666,5901.14,4087.46,96,2015,2,Winter,2,0
2015-02-19,1.3918228,4.4272766,-0.3421936,1.5139802,1572433.0,0.0012397766,14.108177,0.0,5215.101770833334,5869.98,4065.49,96,2015,2,Winter,3,0
2015-02-20,1.2131424,7.470001,-3.8877563,2.3346267,1840721.1,0.0,14.286858,0.0,5131.058854166667,5762.21,4045.57,96,2015,2,Winter,4,0
2015-02-21,5.9124985,10.639954,1.8777771,6.378481,1814579.2,0.0,9.587502,0.0,4665.871041666666,5239.23,3926.08,96,2015,2,Winter,5,1
2015-02-22,5.736786,8.049103,3.73172,3.5621428,1316620.9,1.5311877,9.763214,0.0,4478.3455208333335,5163.74,3583.64,96,2015,2,Winter,6,1
2015-02-23,5.4350204,6.607544,4.3979187,2.7658873,421764.25,0.08261998,10.06498,0.0,5096.428645833334,5776.38,3651.87,96,2015,2,Winter,0,0
2015-02-24,5.4900436,6.0994873,4.755493,2.407267,216857.6,1.1561394,10.009956,0.0,5116.519895833333,5771.81,3900.53,96,2015,2,Winter,1,0
2015-02-25,5.4777985,6.2564697,4.6562195,7.2704225,946888.5,1.0112127,10.022202,0.0,5158.024895833333,5840.37,3900.21,96,2015,2,Winter,2,0
2015-02-26,4.9704285,5.7218018,4.3852844,4.8639226,504716.78,0.5728086,10.529572,0.0,5190.928333333333,5800.28,3953.5,96,2015,2,Winter,3,0
2015-02-27,4.521515,7.689789,1.4807129,1.7708297,681228.8,0.019900003,10.978485,0.0,5092.573020833333,5693.22,3947.97,96,2015,2,Winter,4,0
2015-02-28,5.3611145,8.5529175,3.420227,2.2591722,806229.3,0.17271042,10.1388855,0.0,4612.2915625,5174.92,3825.38,96,2015,2,Winter,5,1
2015-03-01,4.7577133,9.607269,-0.12112427,2.878468,1048123.7,0.020440418,10.742287,0.0,4420.640416666666,5170.76,3502.03,96,2015,3,Spring,6,1
2015-03-02,7.205925,10.961182,5.651703,4.0273848,978120.56,0.22843678,8.294075,0.0,5024.123437499999,5776.36,3640.25,96,2015,3,Spring,0,0
2015-03-03,5.152313,8.905487,2.8414001,3.9387074,2111253.2,0.059318542,10.347687,0.0,5022.445520833334,5734.31,3881.56,96,2015,3,Spring,1,0
2015-03-04,4.3252716,8.0329895,1.4926147,3.6666212,1508633.6,0.09873708,11.174728,0.0,5082.183958333333,5756.4,3935.81,96,2015,3,Spring,2,0
2015-03-05,4.036667,7.6844177,1.1150513,3.9357486,1739665.1,0.01707077,11.463333,0.0,5114.065104166667,5762.83,3966.08,96,2015,3,Spring,3,0
2015-03-06,3.5708847,7.2955017,0.605011,4.935233,2121851.8,0.0,11.929115,0.0,5066.7813541666665,5680.39,3988.61,96,2015,3,Spring,4,0
2015-03-07,2.5211487,8.800232,-2.1292114,2.0083117,2206451.2,0.0,12.978851,0.0,4632.3592708333335,5224.04,3931.07,96,2015,3,Spring,5,1
2015-03-08,2.266304,10.323212,-3.345398,1.6924884,2212160.0,0.0,13.233696,0.0,4380.0946875,5155.37,3626.98,96,2015,3,Spring,6,1
2015-03-09,3.193985,10.253876,-1.3565063,2.046955,2244749.0,0.0,12.306015,0.0,4959.255104166667,5742.61,3678.0,96,2015,3,Spring,0,0
2015-03-10,4.304016,12.779022,-0.94607544,1.5655084,2285678.8,0.0,11.195984,0.0,4994.092291666667,5710.3,3952.73,96,2015,3,Spring,1,0
2015-03-11,5.1164093,9.1145935,2.8222961,5.053956,1226833.1,0.20421346,10.383591,0.0,5065.918645833333,5788.17,3970.08,96,2015,3,Spring,2,0
2015-03-12,4.444565,5.356415,3.3660583,7.555144,1074858.8,0.36948523,11.055435,0.0,5193.530833333333,5822.73,3983.87,96,2015,3,Spring,3,0
2015-03-13,5.1187286,5.934845,4.2152405,4.957493,972893.9,0.21009444,10.381271,0.0,5118.071979166666,5687.94,3983.24,96,2015,3,Spring,4,0
2015-03-14,4.318947,5.7026367,2.9787292,2.1821048,828070.4,0.09934107,11.181053,0.0,4632.110833333333,5201.95,3862.28,96,2015,3,Spring,5,1
2015-03-15,5.822876,9.031677,2.6508179,2.846321,1678690.1,0.26563007,9.677124,0.0,4171.104166666667,4849.43,3455.48,96,2015,3,Spring,6,1
2015-03-16,8.501411,13.162628,4.7979126,3.732847,1721838.9,0.0015894573,6.9985886,0.0,4858.069791666667,5704.42,3435.94,96,2015,3,Spring,0,0
2015-03-17,8.099831,13.438995,4.0470886,2.3944123,2502455.5,0.0,7.4001694,0.0,4974.6085416666665,5744.56,3881.49,96,2015,3,Spring,1,0
2015-03-18,6.371353,11.550751,3.0993958,2.5628476,2554602.5,0.0,9.128647,0.0,4980.301145833333,5694.78,3940.77,96,2015,3,Spring,2,0
2015-03-19,4.9569016,10.548584,0.08859253,1.4131799,2594176.0,0.0,10.543098,0.0,5015.0921875,5741.21,3931.26,96,2015,3,Spring,3,0
2015-03-20,4.907982,10.345276,-0.39715576,1.513954,2613994.8,0.0,10.592018,0.0,4961.101145833333,5659.52,3961.4,96,2015,3,Spring,4,0
2015-03-21,6.772293,14.3654175,1.215332,2.9020123,2668748.8,0.0,8.727707,0.0,4540.000208333334,5188.31,3848.18,96,2015,3,Spring,5,1
2015-03-22,8.32708,12.994568,5.0875244,3.152093,2333009.2,0.012842814,7.17292,0.0,4270.275000000001,5022.15,3506.11,96,2015,3,Spring,6,1
2015-03-23,5.204193,10.148468,0.057006836,1.7885749,2597742.8,0.0,10.295807,0.0,4844.449583333334,5637.89,3580.32,96,2015,3,Spring,0,0
2015-03-24,8.994011,14.52301,4.3138123,3.9653075,2686122.8,0.0,6.505989,0.0,4929.304270833333,5684.81,3876.68,96,2015,3,Spring,1,0
2015-03-25,10.997673,15.779236,6.7477417,3.9044425,2012428.9,0.5506834,4.502327,0.0,4964.252291666667,5717.73,3857.01,96,2015,3,Spring,2,0
2015-03-26,12.219681,15.946899,9.212921,2.7613626,2260505.5,0.24693808,3.2803192,0.0,4918.925416666667,5658.23,3845.48,96,2015,3,Spring,3,0
2015-03-27,9.452812,10.130859,8.541779,6.036947,1492714.8,0.1554807,6.047188,0.0,4901.396458333334,5577.92,3798.32,96,2015,3,Spring,4,0
2015-03-28,8.812439,10.596405,7.320984,7.4470167,1948872.6,0.039132435,6.687561,0.0,4527.510104166667,5125.38,3729.57,96,2015,3,Spring,5,1
2015-03-29,7.111519,11.040283,3.1071167,3.0684197,2032780.9,0.007565816,8.388481,0.0,4215.068125,4952.0,3535.43,96,2015,3,Spring,6,1
2015-03-30,9.4599,11.361816,7.4961853,3.869993,1263991.6,0.7232348,6.0401,0.0,4877.758541666667,5508.96,3555.46,96,2015,3,Spring,0,0
2015-03-31,8.725334,13.085968,4.5910645,5.678637,1786483.2,0.10999045,6.774666,0.0,4973.778229166667,5538.93,3856.48,96,2015,3,Spring,1,0
2015-04-01,7.0065765,8.388214,5.286621,7.4622564,2654869.2,0.07940928,8.493423,0.0,4934.518125,5523.9,3881.21,96,2015,4,Spring,2,0
2015-04-02,5.495163,9.088562,4.003784,5.7587357,1245700.2,0.30879974,10.004837,0.0,5014.060520833334,5581.69,3911.38,96,2015,4,Spring,3,0
2015-04-03,5.353142,8.6032715,3.1922607,5.694985,3089821.8,0.054486595,10.146858,0.0,4933.20125,5402.44,3942.42,96,2015,4,Spring,4,0
2015-04-04,5.287796,9.84964,1.8147888,1.2598958,2601757.8,0.06907781,10.212204,0.0,4435.8107291666665,5008.94,3682.22,96,2015,4,Spring,5,1
2015-04-05,5.16156,8.919952,2.2984314,3.8034697,3000712.5,0.072542824,10.33844,0.0,3938.6998958333334,4448.47,3377.18,96,2015,4,Spring,6,1
2015-04-06,3.987671,7.5045776,1.70047,4.8807044,3072546.0,0.04297892,11.512329,0.0,3856.4919791666666,4546.85,3240.88,96,2015,4,Spring,0,0
2015-04-07,5.710762,9.034302,2.5975342,6.1081676,2677222.5,0.116539,9.789238,0.0,4829.393020833333,5499.88,3337.7,96,2015,4,Spring,1,0
2015-04-08,8.326393,9.779144,6.4473877,5.852755,1386914.1,0.22290547,7.173607,0.0,4981.7742708333335,5547.61,3899.33,96,2015,4,Spring,2,0
2015-04-09,9.466202,13.396576,7.2036133,2.6005619,2276889.5,0.0,6.033798,0.0,4926.766041666667,5507.29,3908.63,96,2015,4,Spring,3,0
2015-04-10,11.14463,17.660217,4.8148804,3.5966127,3337472.0,0.0,4.3553696,0.0,4808.429895833334,5325.78,3899.75,96,2015,4,Spring,4,0
2015-04-11,13.403618,19.004608,9.051483,2.167396,3246728.5,0.0040690107,2.0963821,0.0,4303.530520833333,4926.02,3592.79,96,2015,4,Spring,5,1
2015-04-12,14.932816,19.595093,12.900574,3.859214,2901751.8,0.00012715659,0.56718445,0.0,4044.813020833333,4777.66,3372.92,96,2015,4,Spring,6,1
2015-04-13,13.653336,21.552277,7.9722595,3.3390465,3098282.8,0.10868708,1.8466644,0.0,4662.246458333333,5320.36,3397.38,96,2015,4,Spring,0,0
2015-04-14,11.430717,14.7664795,7.5393066,2.8473492,2838835.0,0.006198883,4.0692825,0.0,4690.713854166666,5270.17,3692.82,96,2015,4,Spring,1,0
2015-04-15,15.790184,23.20111,8.411407,3.163946,3424665.5,0.0,0.0,0.0,4703.0271875,5289.15,3718.99,96,2015,4,Spring,2,0
2015-04-16,17.424484,26.726929,10.57373,2.7536156,3501120.2,0.0,0.0,0.0,4693.8975,5260.74,3703.77,96,2015,4,Spring,3,0
2015-04-17,15.234795,20.112427,13.276825,2.2929459,2872814.8,1.471297,0.26520538,0.0,4678.5607291666665,5138.31,3669.49,96,2015,4,Spring,4,0
2015-04-18,8.647079,9.830444,7.4984436,5.650964,2877064.5,0.14098483,6.8529205,0.0,4281.718020833333,4788.89,3573.21,96,2015,4,Spring,5,1
2015-04-19,7.3167343,11.565552,2.6244202,2.0641072,2062715.8,0.0,8.183266,0.0,4042.44,4740.66,3358.75,96,2015,4,Spring,6,1
2015-04-20,10.673721,15.870392,4.246765,5.136285,2978013.8,0.0,4.8262787,0.0,4657.374270833333,5281.47,3422.44,96,2015,4,Spring,0,0
2015-04-21,13.612503,17.695404,8.737549,5.4176164,3557781.2,0.0,1.887497,0.0,4698.532291666666,5271.76,3708.91,96,2015,4,Spring,1,0
2015-04-22,14.500984,18.575226,12.231232,3.4556088,3604539.8,0.0,0.9990158,0.0,4705.632291666667,5306.03,3717.5,96,2015,4,Spring,2,0
2015-04-23,14.49205,21.258392,7.8869934,3.1959474,3715601.0,0.0,1.0079498,0.0,4691.8751041666665,5241.62,3736.06,96,2015,4,Spring,3,0
2015-04-24,14.337387,20.187439,9.467651,1.7439643,3449275.8,0.00076293945,1.1626129,0.0,4639.032604166667,5142.93,3694.12,96,2015,4,Spring,4,0
2015-04-25,15.794235,22.759644,9.418671,3.5229533,3828539.5,0.0,0.0,0.0,4241.2371875,4780.65,3526.81,96,2015,4,Spring,5,1
2015-04-26,17.142578,21.478271,13.649628,1.5972724,3221478.2,0.0064849854,0.0,0.0,3988.0447916666667,4650.94,3288.34,96,2015,4,Spring,6,1
2015-04-27,17.96138,24.050201,12.5876465,5.3423576,3635827.0,0.0033696494,0.0,0.0,4609.2903125,5227.33,3362.99,96,2015,4,Spring,0,0
2015-04-28,13.474442,15.874786,9.559998,4.429542,2088755.2,0.7255554,2.0255585,0.0,4738.609791666667,5238.32,3635.54,96,2015,4,Spring,1,0
2015-04-29,10.508804,14.7812805,7.355072,5.9775076,4001877.5,0.12722015,4.9911957,0.0,4730.3159375000005,5273.58,3650.31,96,2015,4,Spring,2,0
2015-04-30,11.398148,17.40329,5.0290833,1.8627661,2197363.2,0.01335144,4.1018524,0.0,4565.01,5039.04,3698.65,96,2015,4,Spring,3,0
2015-05-01,13.0694275,17.597168,8.712616,3.0782073,1762009.5,0.022157034,2.4305725,0.0,3798.619166666667,4299.33,3214.62,96,2015,5,Spring,4,0
2015-05-02,13.690323,16.392181,11.784424,3.1825924,2657578.5,0.79425174,1.8096771,0.0,3969.0536458333336,4546.15,3075.16,96,2015,5,Spring,5,1
2015-05-03,12.103462,14.977753,8.615448,2.3649983,1406762.6,0.35355887,3.3965378,0.0,3905.1160416666667,4579.91,3169.28,96,2015,5,Spring,6,1
2015-05-04,17.888618,22.721893,13.1467285,1.5337298,3136221.8,0.01713435,0.0,0.0,4609.0253125,5222.5,3330.93,96,2015,5,Spring,0,0
2015-05-05,21.061104,25.939148,16.660522,3.4630234,3547165.8,0.0,0.0,3.0611038,4750.775625,5290.17,3634.58,96,2015,5,Spring,1,0
2015-05-06,19.23767,24.603333,15.786255,3.9744353,3247795.0,0.6074587,0.0,1.2376709,4744.843333333333,5260.19,3692.84,96,2015,5,Spring,2,0
2015-05-07,16.983093,21.526886,13.513947,3.8842912,3780189.8,0.034809113,0.0,0.0,4687.125208333334,5215.97,3639.38,96,2015,5,Spring,3,0
2015-05-08,17.521484,22.937958,12.83078,2.2735114,3179865.5,0.014877319,0.0,0.0,4641.623020833334,5155.71,3615.46,96,2015,5,Spring,4,0
2015-05-09,17.919472,22.841309,14.394836,2.7302167,3614775.5,0.010331471,0.0,0.0,4206.9578125,4699.54,3479.1,96,2015,5,Spring,5,1
2015-05-10,17.463974,20.568298,15.304169,5.175296,3679428.2,6.357829e-05,0.0,0.0,3912.8721874999997,4493.97,3185.95,96,2015,5,Spring,6,1
2015-05-11,14.993423,18.933868,11.506226,3.4627423,4277325.0,0.0,0.50657654,0.0,4520.956666666667,5107.01,3265.61,96,2015,5,Spring,0,0
2015-05-12,16.377693,23.283722,8.395874,3.3197627,4265195.0,0.0,0.0,0.0,4666.455416666667,5221.45,3621.62,96,2015,5,Spring,1,0
2015-05-13,19.03592,23.11792,15.498779,2.7191532,3949124.2,0.0021298726,0.0,1.0359192,4739.098958333333,5266.79,3679.4,96,2015,5,Spring,2,0
2015-05-14,16.652664,20.500214,14.184357,2.9624562,3488669.8,0.49269998,0.0,0.0,4712.0215625,5230.76,3715.42,96,2015,5,Spring,3,0
2015-05-15,13.244789,14.238617,12.282745,1.8655763,1283200.0,0.90112686,2.2552109,0.0,4661.0284375,5200.16,3645.45,96,2015,5,Spring,4,0
2015-05-16,16.392723,20.917328,11.75119,1.6048236,3851187.2,0.010935466,0.0,0.0,4207.780520833333,4716.88,3499.85,96,2015,5,Spring,5,1
2015-05-17,16.881256,19.199951,14.382721,3.3005207,2453589.5,0.0019709268,0.0,0.0,3902.3053125,4513.92,3182.97,96,2015,5,Spring,6,1
2015-05-18,17.283745,22.158142,11.774475,2.154822,3198016.2,0.0019709268,0.0,0.0,4568.6407291666665,5124.59,3285.54,96,2015,5,Spring,0,0
2015-05-19,19.961288,26.770966,14.966187,3.2496986,4130730.8,0.0275294,0.0,1.9612885,4715.420312499999,5272.77,3584.59,96,2015,5,Spring,1,0
2015-05-20,17.40586,25.455261,13.44632,3.2851691,3925546.8,0.0925382,0.0,0.0,4741.873541666667,5329.14,3671.98,96,2015,5,Spring,2,0
2015-05-21,11.909225,13.199341,10.992798,5.0676136,2196079.0,1.1022568,3.5907745,0.0,4773.218541666666,5337.52,3647.98,96,2015,5,Spring,3,0
2015-05-22,12.044357,12.237762,11.786682,5.192445,997192.5,1.1962891,3.4556427,0.0,4716.66875,5271.6,3667.24,96,2015,5,Spring,4,0
2015-05-23,12.8778,13.88855,11.842285,3.6396163,1159168.0,3.8760822,2.6222,0.0,4212.727291666667,4804.96,3431.69,96,2015,5,Spring,5,1
2015-05-24,14.298393,17.5643,11.765167,3.8556495,2208768.0,0.08945465,1.2016068,0.0,3658.1603125,4151.62,3042.05,96,2015,5,Spring,6,1
2015-05-25,14.491974,16.60437,11.993469,4.1037545,2084104.5,1.0183334,1.0080261,0.0,3676.8933333333334,4243.82,2921.46,96,2015,5,Spring,0,0
2015-05-26,14.8431015,16.091522,14.056091,5.563495,1574161.2,2.96456,0.6568985,0.0,4557.3446875,5154.62,3116.57,96,2015,5,Spring,1,0
2015-05-27,12.953056,14.004883,12.198456,6.7643404,2921442.2,0.21022162,2.5469437,0.0,4688.2872916666665,5192.82,3629.57,96,2015,5,Spring,2,0
2015-05-28,12.723991,15.675751,9.870728,3.2367153,3013935.0,0.013415019,2.7760086,0.0,4677.260625,5188.12,3668.66,96,2015,5,Spring,3,0
2015-05-29,15.289749,21.896576,7.1269836,2.0139225,4260604.0,0.002002716,0.21025085,0.0,4611.4331250000005,5084.88,3636.69,96,2015,5,Spring,4,0
2015-05-30,18.302322,23.374756,13.806732,2.1173046,4288550.5,0.07775624,0.0,0.3023224,4204.0065625,4704.31,3503.9,96,2015,5,Spring,5,1
2015-05-31,17.87915,21.194916,14.528564,1.5858912,3314513.2,0.3835678,0.0,0.0,3881.7911458333333,4463.02,3194.11,96,2015,5,Spring,6,1
2015-06-01,20.295341,25.231476,14.576874,2.5727503,3765760.0,0.01853307,0.0,2.2953415,4602.334895833334,5192.49,3263.79,96,2015,6,Summer,0,0
2015-06-02,22.226852,26.82254,16.879303,1.3271276,4356070.5,0.017229717,0.0,4.2268524,4763.105833333333,5349.36,3617.48,96,2015,6,Summer,1,0
2015-06-03,23.604858,29.310974,16.32434,1.7435734,4268723.0,0.0,0.0,5.6048584,4894.76875,5546.99,3700.72,96,2015,6,Summer,2,0
2015-06-04,23.400177,27.747986,19.769623,3.6486735,4355503.0,0.00015894572,0.0,5.400177,4951.949479166667,5635.69,3818.32,96,2015,6,Summer,3,0
2015-06-05,20.874672,24.843658,16.284424,1.5377426,4388697.5,0.0,0.0,2.874672,4777.8125,5378.3,3744.06,96,2015,6,Summer,4,0
2015-06-06,21.700134,27.397278,14.453186,2.1570425,4674133.0,0.0,0.0,3.7001343,4310.126354166667,4810.75,3512.9,96,2015,6,Summer,5,1
2015-06-07,22.988243,28.76535,16.295624,1.8766096,4343919.0,0.0,0.0,4.988243,4072.4784375,4714.96,3230.15,96,2015,6,Summer,6,1
2015-06-08,23.323181,29.052917,17.056274,1.0579729,4047880.8,0.047588345,0.0,5.323181,4859.641875,5581.87,3424.75,96,2015,6,Summer,0,0
2015-06-09,21.121109,24.929108,18.880798,2.7990294,3634611.0,0.6546974,0.0,3.121109,4856.4384375,5547.62,3783.49,96,2015,6,Summer,1,0
2015-06-10,20.493256,25.012665,16.357788,3.0857882,4481105.0,0.0,0.0,2.4932556,4872.749479166667,5511.89,3673.77,96,2015,6,Summer,2,0
2015-06-11,21.9161,26.363098,16.835999,1.7490294,4227562.5,0.055980682,0.0,3.9160995,5001.921875,5670.51,3848.88,96,2015,6,Summer,3,0
2015-06-12,24.746613,30.085266,17.718872,3.5358386,4187742.0,0.015322367,0.0,6.7466125,5014.796666666666,5708.88,3851.38,96,2015,6,Summer,4,0
2015-06-13,25.680145,30.552673,21.608887,4.241806,4497514.5,0.046539307,0.0,7.6801453,4527.3653125,5090.86,3688.33,96,2015,6,Summer,5,1
2015-06-14,24.147316,30.563477,18.693329,1.4866415,3996066.0,0.22169748,0.0,6.147316,4220.300729166666,4860.7,3347.89,96,2015,6,Summer,6,1
2015-06-15,21.551254,24.014587,20.292755,4.6706085,3554786.2,1.5458744,0.0,3.5512543,4828.842395833333,5642.5,3528.95,96,2015,6,Summer,0,0
2015-06-16,19.209846,22.732117,16.64563,4.4522715,3222848.2,0.037765503,0.0,1.2098465,4752.244895833333,5346.48,3722.88,96,2015,6,Summer,1,0
