date,temp_mean_c,temp_max_c,temp_min_c,wind_mean_m_s,n_soundings,HDD,CDD
2013-05-18,13.8,13.8,13.8,4.0,1,1.6999999999999993,0.0
2013-05-19,12.2,12.2,12.2,4.0,1,3.3000000000000007,0.0
2013-05-20,15.2,15.2,15.2,2.0,1,0.3000000000000007,0.0
2013-05-21,13.0,13.0,13.0,4.0,1,2.5,0.0
2013-05-22,12.0,12.0,12.0,2.0,1,3.5,0.0
2013-05-23,11.8,11.8,11.8,2.0,1,3.6999999999999993,0.0
2013-05-26,11.6,11.6,11.6,0.0,1,3.9000000000000004,0.0
2013-05-27,10.2,10.2,10.2,8.0,1,5.300000000000001,0.0
2013-05-28,8.8,8.8,8.8,2.0,1,6.699999999999999,0.0
2013-05-29,11.0,11.0,11.0,4.0,1,4.5,0.0
2013-05-30,18.2,18.2,18.2,6.0,1,0.0,0.1999999999999993
2013-06-01,9.6,9.6,9.6,2.0,1,5.9,0.0
2013-06-02,12.0,12.0,12.0,2.0,1,3.5,0.0
2013-06-03,13.2,13.2,13.2,6.0,1,2.3000000000000007,0.0
2013-06-04,11.8,11.8,11.8,12.0,1,3.6999999999999993,0.0
2013-06-05,12.6,12.6,12.6,2.0,1,2.9000000000000004,0.0
2013-06-06,14.2,14.2,14.2,0.0,1,1.3000000000000007,0.0
2013-06-07,15.8,15.8,15.8,4.0,1,0.0,0.0
2013-06-08,18.0,18.0,18.0,4.0,1,0.0,0.0
2013-06-09,16.2,16.2,16.2,2.0,1,0.0,0.0
2013-06-10,18.8,18.8,18.8,4.0,1,0.0,0.8000000000000007
2013-06-11,15.0,15.0,15.0,4.0,1,0.5,0.0
2013-06-12,13.6,13.6,13.6,4.0,1,1.9000000000000004,0.0
2013-06-13,16.2,16.2,16.2,6.0,1,0.0,0.0
2013-06-14,17.0,17.0,17.0,2.0,1,0.0,0.0
2013-06-15,18.4,18.4,18.4,2.0,1,0.0,0.3999999999999986
2013-06-16,18.4,18.4,18.4,2.0,1,0.0,0.3999999999999986
2013-06-17,21.0,21.0,21.0,0.0,1,0.0,3.0
2013-06-18,22.0,22.0,22.0,2.0,1,0.0,4.0
2013-06-20,25.4,25.4,25.4,6.0,1,0.0,7.399999999999999
2013-06-21,24.6,24.6,24.6,4.0,1,0.0,6.600000000000001
2013-06-22,24.2,24.2,24.2,2.0,1,0.0,6.199999999999999
2013-06-23,21.8,21.8,21.8,4.0,1,0.0,3.8000000000000007
2013-06-24,19.6,19.6,19.6,2.0,1,0.0,1.6000000000000014
2013-06-25,14.6,14.6,14.6,6.0,1,0.9000000000000004,0.0
2013-06-26,13.2,13.2,13.2,10.0,1,2.3000000000000007,0.0
2013-06-27,12.6,12.6,12.6,10.0,1,2.9000000000000004,0.0
2013-06-28,13.6,13.6,13.6,2.0,1,1.9000000000000004,0.0
2013-06-29,14.0,14.0,14.0,0.0,1,1.5,0.0
2013-06-30,14.0,14.0,14.0,2.0,1,1.5,0.0
2013-07-01,14.8,14.8,14.8,6.0,1,0.6999999999999993,0.0
2013-07-02,13.0,13.0,13.0,0.0,1,2.5,0.0
2013-07-03,15.8,15.8,15.8,2.0,1,0.0,0.0
2013-07-04,18.6,18.6,18.6,2.0,1,0.0,0.6000000000000014
2013-07-05,22.0,22.0,22.0,2.0,1,0.0,4.0
2013-07-06,21.0,21.0,21.0,4.0,1,0.0,3.0
2013-07-07,21.0,21.0,21.0,6.0,1,0.0,3.0
2013-07-08,21.0,21.0,21.0,2.0,1,0.0,3.0
2013-07-09,20.4,20.4,20.4,4.0,1,0.0,2.3999999999999986
2013-07-10,20.4,20.4,20.4,2.0,1,0.0,2.3999999999999986
2013-07-11,18.8,18.8,18.8,0.0,1,0.0,0.8000000000000007
2013-07-12,17.2,17.2,17.2,6.0,1,0.0,0.0
2013-07-13,17.6,17.6,17.6,4.0,1,0.0,0.0
2013-07-14,16.6,16.6,16.6,2.0,1,0.0,0.0
2013-07-15,19.8,19.8,19.8,2.0,1,0.0,1.8000000000000007
2013-07-16,17.4,17.4,17.4,4.0,1,0.0,0.0
2013-07-17,17.0,17.0,17.0,0.0,1,0.0,0.0
2013-07-18,18.4,18.4,18.4,2.0,1,0.0,0.3999999999999986
2013-07-19,20.6,20.6,20.6,4.0,1,0.0,2.6000000000000014
2013-07-20,21.0,21.0,21.0,4.0,1,0.0,3.0
2013-07-21,19.2,19.2,19.2,4.0,1,0.0,1.1999999999999993
2013-07-22,17.6,17.6,17.6,2.0,1,0.0,0.0
2013-07-23,19.8,19.8,19.8,2.0,1,0.0,1.8000000000000007
2013-07-24,21.2,21.2,21.2,4.0,1,0.0,3.1999999999999993
2013-07-25,23.1,26.0,20.2,3.0,2,0.0,5.100000000000001
2013-07-26,24.799999999999997,30.4,19.2,4.0,2,0.0,6.799999999999997
2013-07-27,26.799999999999997,32.4,21.2,3.0,2,0.0,8.799999999999997
2013-07-28,35.4,35.4,35.4,8.0,1,0.0,17.4
2013-07-29,29.8,36.0,23.6,4.0,2,0.0,11.8
2013-07-30,25.2,27.0,23.4,8.0,2,0.0,7.199999999999999
2013-07-31,23.6,28.0,19.2,4.0,2,0.0,5.600000000000001
2013-08-01,26.2,29.4,23.0,7.0,2,0.0,8.2
2013-08-02,19.8,19.8,19.8,2.0,1,0.0,1.8000000000000007
2013-08-03,20.8,20.8,20.8,0.0,1,0.0,2.8000000000000007
2013-08-04,24.2,24.2,24.2,0.0,1,0.0,6.199999999999999
2013-08-05,32.6,32.6,32.6,6.0,1,0.0,14.600000000000001
2013-08-06,34.4,34.4,34.4,6.0,1,0.0,16.4
2013-08-08,37.4,37.4,37.4,6.0,1,0.0,19.4
2013-08-09,36.8,36.8,36.8,4.0,1,0.0,18.799999999999997
2013-08-10,22.4,22.4,22.4,14.0,1,0.0,4.399999999999999
2013-08-11,23.7,28.0,19.4,5.0,2,0.0,5.699999999999999
2013-08-12,23.6,28.8,18.4,1.0,2,0.0,5.600000000000001
2013-08-13,24.6,29.8,19.4,5.0,2,0.0,6.600000000000001
2013-08-14,21.700000000000003,23.6,19.8,6.0,2,0.0,3.700000000000003
2013-08-15,19.4,22.8,16.0,3.0,2,0.0,1.3999999999999986
2013-08-16,21.0,26.6,15.4,2.0,2,0.0,3.0
2013-08-17,22.799999999999997,28.2,17.4,2.0,2,0.0,4.799999999999997
2013-08-18,23.9,31.4,16.4,3.0,2,0.0,5.899999999999999
2013-08-19,26.0,32.6,19.4,3.0,2,0.0,8.0
2013-08-20,24.6,25.2,24.0,7.0,2,0.0,6.600000000000001
2013-08-21,20.8,24.0,17.6,5.0,2,0.0,2.8000000000000007
2013-08-22,21.299999999999997,25.2,17.4,4.0,2,0.0,3.299999999999997
2013-08-23,21.9,25.8,18.0,3.0,2,0.0,3.8999999999999986
2013-08-24,22.3,24.8,19.8,5.0,2,0.0,4.300000000000001
2013-08-25,22.8,25.8,19.8,5.0,2,0.0,4.800000000000001
2013-08-26,17.9,18.4,17.4,3.0,2,0.0,0.0
2013-08-27,18.9,21.6,16.2,3.0,2,0.0,0.8999999999999986
2013-08-28,19.0,20.2,17.8,4.0,2,0.0,1.0
2013-08-29,21.0,24.4,17.6,5.0,2,0.0,3.0
2013-08-30,15.6,15.6,15.6,4.0,1,0.0,0.0
2013-08-31,19.7,25.2,14.2,4.0,2,0.0,1.6999999999999993
2013-09-01,18.6,22.2,15.0,6.0,2,0.0,0.6000000000000014
2013-09-02,16.6,19.4,13.8,6.0,2,0.0,0.0
2013-09-03,19.4,21.4,17.4,11.0,2,0.0,1.3999999999999986
2013-09-04,18.200000000000003,22.6,13.8,2.0,2,0.0,0.20000000000000284
2013-09-05,12.6,23.8,1.4,2.0,2,2.9000000000000004,0.0
2013-09-06,19.0,22.8,15.2,3.0,2,0.0,1.0
2013-09-07,19.5,24.0,15.0,4.0,2,0.0,1.5
2013-09-08,19.299999999999997,25.4,13.2,5.0,2,0.0,1.2999999999999972
2013-09-09,15.1,15.6,14.6,4.0,2,0.40000000000000036,0.0
2013-09-10,15.5,18.0,13.0,3.0,2,0.0,0.0
2013-09-11,14.9,15.0,14.8,4.0,2,0.5999999999999996,0.0
2013-09-12,14.7,18.8,10.6,2.0,2,0.8000000000000007,0.0
2013-09-13,14.9,16.8,13.0,5.0,2,0.5999999999999996,0.0
2013-09-14,13.4,13.4,13.4,8.0,1,2.0999999999999996,0.0
2013-09-15,16.0,20.8,11.2,4.0,2,0.0,0.0
2013-09-16,18.5,22.6,14.4,2.0,2,0.0,0.5
2013-09-17,15.3,16.8,13.8,8.0,2,0.1999999999999993,0.0
2013-09-18,11.899999999999999,14.6,9.2,7.0,2,3.6000000000000014,0.0
2013-09-19,13.3,14.6,12.0,7.0,2,2.1999999999999993,0.0
2013-09-20,10.4,10.4,10.4,4.0,1,5.1,0.0
2013-09-21,15.1,18.0,12.2,9.0,2,0.40000000000000036,0.0
2013-09-22,14.100000000000001,17.6,10.6,3.0,2,1.3999999999999986,0.0
2013-09-23,14.7,17.8,11.6,9.0,2,0.8000000000000007,0.0
2013-09-24,17.5,18.8,16.2,11.0,2,0.0,0.0
2013-09-25,14.8,18.2,11.4,3.0,2,0.6999999999999993,0.0
2013-09-26,17.4,21.8,13.0,6.0,2,0.0,0.0
2013-09-27,12.5,14.0,11.0,3.0,2,3.0,0.0
2013-09-28,11.399999999999999,15.2,7.6,2.0,2,4.100000000000001,0.0
2013-09-29,12.5,15.6,9.4,5.0,2,3.0,0.0
2013-09-30,13.2,14.8,11.6,9.0,2,2.3000000000000007,0.0
2013-10-01,13.4,15.8,11.0,6.0,2,2.0999999999999996,0.0
2013-10-02,11.5,12.6,10.4,8.0,2,4.0,0.0
2013-10-03,7.5,11.2,3.8,6.0,2,8.0,0.0
2013-10-04,6.4,10.4,2.4,3.0,2,9.1,0.0
2013-10-05,7.3999999999999995,13.2,1.6,6.0,2,8.100000000000001,0.0
2013-10-06,10.7,16.4,5.0,4.0,2,4.800000000000001,0.0
2013-10-07,15.1,19.2,11.0,2.0,2,0.40000000000000036,0.0
2013-10-08,14.700000000000001,19.6,9.8,3.0,2,0.7999999999999989,0.0
2013-10-09,12.1,15.6,8.6,4.0,2,3.4000000000000004,0.0
2013-10-10,12.1,13.0,11.2,2.0,2,3.4000000000000004,0.0
2013-10-11,15.9,19.6,12.2,9.0,2,0.0,0.0
2013-10-12,18.5,22.2,14.8,6.0,2,0.0,0.5
2013-10-13,17.4,18.6,16.2,4.0,2,0.0,0.0
2013-10-14,14.600000000000001,19.6,9.6,4.0,2,0.8999999999999986,0.0
2013-10-15,15.1,17.0,13.2,5.0,2,0.40000000000000036,0.0
2013-10-16,8.2,8.2,8.2,2.0,1,7.300000000000001,0.0
2013-10-17,13.4,16.0,10.8,9.0,2,2.0999999999999996,0.0
2013-10-18,11.9,15.4,8.4,6.0,2,3.5999999999999996,0.0
2013-10-19,9.9,12.4,7.4,4.0,2,5.6,0.0
2013-10-20,13.8,18.2,9.4,4.0,2,1.6999999999999993,0.0
2013-10-21,16.4,19.8,13.0,3.0,2,0.0,0.0
2013-10-22,14.799999999999999,18.4,11.2,5.0,2,0.7000000000000011,0.0
2013-10-23,20.0,23.4,16.6,7.0,2,0.0,2.0
2013-10-24,18.700000000000003,21.6,15.8,4.0,2,0.0,0.7000000000000028
2013-10-25,18.8,22.6,15.0,2.0,2,0.0,0.8000000000000007
2013-10-26,20.6,20.6,20.6,6.0,1,0.0,2.6000000000000014
2013-10-27,16.2,21.0,11.4,3.0,2,0.0,0.0
2013-10-28,18.1,20.6,15.6,5.0,2,0.0,0.10000000000000142
2013-10-29,18.1,20.4,15.8,3.0,2,0.0,0.10000000000000142
2013-10-30,14.299999999999999,16.4,12.2,5.0,2,1.200000000000001,0.0
2013-10-31,16.0,16.0,16.0,2.0,1,0.0,0.0
2013-11-01,11.5,14.2,8.8,2.0,2,4.0,0.0
2013-11-02,14.2,16.4,12.0,4.0,2,1.3000000000000007,0.0
2013-11-03,14.9,18.6,11.2,6.0,2,0.5999999999999996,0.0
2013-11-04,10.0,10.0,10.0,6.0,1,5.5,0.0
2013-11-05,11.2,11.4,11.0,5.0,2,4.300000000000001,0.0
2013-11-06,9.3,11.6,7.0,5.0,2,6.199999999999999,0.0
2013-11-07,10.8,13.0,8.6,6.0,2,4.699999999999999,0.0
2013-11-08,11.100000000000001,13.8,8.4,4.0,2,4.399999999999999,0.0
2013-11-09,13.7,15.2,12.2,5.0,2,1.8000000000000007,0.0
2013-11-10,11.3,13.0,9.6,5.0,2,4.199999999999999,0.0
2013-11-11,10.6,10.6,10.6,6.0,1,4.9,0.0
2013-11-12,11.5,13.8,9.2,5.0,2,4.0,0.0
2013-11-13,9.8,10.0,9.6,4.0,2,5.699999999999999,0.0
2013-11-14,7.6,8.0,7.2,3.0,2,7.9,0.0
2013-11-15,8.600000000000001,9.8,7.4,5.0,2,6.899999999999999,0.0
2013-11-16,10.1,12.0,8.2,2.0,2,5.4,0.0
2013-11-17,4.199999999999999,5.6,2.8,2.0,2,11.3,0.0
2013-11-18,5.800000000000001,6.4,5.2,4.0,2,9.7,0.0
2013-11-19,5.800000000000001,6.4,5.2,6.0,2,9.7,0.0
2013-11-20,6.8,6.8,6.8,4.0,1,8.7,0.0
2013-11-21,7.2,7.2,7.2,6.0,1,8.3,0.0
2013-11-22,8.6,8.6,8.6,4.0,2,6.9,0.0
2013-11-23,10.2,11.0,9.4,7.0,2,5.300000000000001,0.0
2013-11-24,8.3,8.4,8.2,3.0,2,7.199999999999999,0.0
2013-11-25,3.6,5.0,2.2,11.0,2,11.9,0.0
2013-11-26,2.6,3.2,2.0,7.0,2,12.9,0.0
2013-11-27,2.4,4.6,0.2,3.0,2,13.1,0.0
2013-11-28,-0.050000000000000044,3.0,-3.1,5.0,2,15.55,0.0
2013-11-29,4.4,6.4,2.4,10.0,2,11.1,0.0
2013-11-30,2.1,3.0,1.2,3.0,2,13.4,0.0
2013-12-01,-1.5,-1.5,-1.5,2.0,1,17.0,0.0
2013-12-02,6.0,8.8,3.2,4.0,2,9.5,0.0
2013-12-03,2.5,4.6,0.4,5.0,2,13.0,0.0
2013-12-04,-3.2,-3.1,-3.3,3.0,2,18.7,0.0
2013-12-05,3.3,5.8,0.8,10.0,2,12.2,0.0
2013-12-06,2.65,5.8,-0.5,9.5,2,12.85,0.0
2013-12-07,3.6,4.0,3.2,15.0,2,11.9,0.0
2013-12-09,5.0,7.6,2.4,7.0,2,10.5,0.0
2013-12-10,5.1,7.2,3.0,7.0,2,10.4,0.0
2013-12-11,-1.35,1.2,-3.9,1.0,2,16.85,0.0
2013-12-12,0.8500000000000001,2.2,-0.5,4.0,2,14.65,0.0
2013-12-13,0.8,0.8,0.8,3.0,2,14.7,0.0
2013-12-14,-0.5,-0.5,-0.5,3.0,2,16.0,0.0
2013-12-15,1.25,3.0,-0.5,4.0,2,14.25,0.0
2013-12-16,0.5,0.6,0.4,2.0,2,15.0,0.0
2013-12-17,0.2,0.4,0.0,3.0,2,15.3,0.0
2013-12-18,-1.1,-0.5,-1.7,4.0,2,16.6,0.0
2013-12-19,-2.1,-1.5,-2.7,3.0,2,17.6,0.0
2013-12-20,-1.5,-1.5,-1.5,3.0,2,17.0,0.0
2013-12-21,2.65,5.6,-0.3,3.0,2,12.85,0.0
2013-12-22,-0.15,0.2,-0.5,5.0,2,15.65,0.0
2013-12-23,2.7,4.4,1.0,3.0,2,12.8,0.0
2013-12-24,3.6,5.0,2.2,5.0,2,11.9,0.0
2013-12-25,5.3,9.0,1.6,7.0,2,10.2,0.0
2013-12-26,5.9,6.6,5.2,5.0,2,9.6,0.0
2013-12-27,9.0,10.4,7.6,4.0,2,6.5,0.0
2013-12-28,3.4,3.4,3.4,4.0,1,12.1,0.0
2013-12-29,3.4,4.0,2.8,3.0,2,12.1,0.0
2013-12-30,7.2,7.4,7.0,3.0,2,8.3,0.0
2013-12-31,3.9000000000000004,5.2,2.6,2.0,2,11.6,0.0
2014-01-01,2.8,3.6,2.0,5.0,2,12.7,0.0
2014-01-02,4.4,5.4,3.4,5.0,2,11.1,0.0
2014-01-03,1.7000000000000002,1.8,1.6,2.0,2,13.8,0.0
2014-01-04,5.1,6.6,3.6,3.0,2,10.4,0.0
2014-01-05,8.4,10.0,6.8,3.0,2,7.1,0.0
2014-01-06,9.399999999999999,11.2,7.6,4.0,2,6.100000000000001,0.0
2014-01-07,4.4,6.0,2.8,3.0,2,11.1,0.0
2014-01-08,5.3,5.8,4.8,3.0,2,10.2,0.0
2014-01-09,3.8,4.2,3.4,3.0,2,11.7,0.0
2014-01-10,3.2,3.2,3.2,4.0,1,12.3,0.0
2014-01-11,4.3,6.6,2.0,3.0,2,11.2,0.0
2014-01-12,5.8,7.0,4.6,8.0,2,9.7,0.0
2014-01-13,2.75,6.2,-0.7,5.0,2,12.75,0.0
2014-01-14,5.3,6.6,4.0,4.0,2,10.2,0.0
2014-01-15,4.4,5.6,3.2,6.0,2,11.1,0.0
2014-01-16,2.8,4.0,1.6,4.0,2,12.7,0.0
2014-01-17,5.5,8.6,2.4,4.0,2,10.0,0.0
2014-01-18,8.8,10.4,7.2,3.0,2,6.699999999999999,0.0
2014-01-19,7.4,7.6,7.2,3.0,2,8.1,0.0
2014-01-20,8.9,9.8,8.0,5.0,2,6.6,0.0
2014-01-21,7.699999999999999,8.2,7.2,4.0,2,7.800000000000001,0.0
2014-01-22,3.6,4.0,3.2,5.0,2,11.9,0.0
2014-01-23,1.7000000000000002,1.8,1.6,4.0,2,13.8,0.0
2014-01-24,-0.6,-0.3,-0.9,6.0,2,16.1,0.0
2014-01-25,-0.9,-0.5,-1.3,5.0,2,16.4,0.0
2014-01-26,-4.5,-3.5,-5.5,3.0,2,20.0,0.0
2014-01-27,-6.3999999999999995,-4.1,-8.7,2.0,2,21.9,0.0
2014-01-28,-2.3,-0.7,-3.9,2.0,2,17.8,0.0
2014-01-29,-2.1,-1.1,-3.1,4.0,2,17.6,0.0
2014-01-30,-1.8,-0.5,-3.1,6.0,2,17.3,0.0
2014-01-31,0.1,0.2,0.0,9.0,2,15.4,0.0
2014-02-01,-2.0,-0.9,-3.1,8.0,2,17.5,0.0
2014-02-02,0.44999999999999996,1.4,-0.5,5.0,2,15.05,0.0
2014-02-03,1.9499999999999997,5.6,-1.7,4.0,2,13.55,0.0
2014-02-04,0.25,3.2,-2.7,6.0,2,15.25,0.0
2014-02-05,-0.44999999999999996,2.4,-3.3,6.0,2,15.95,0.0
2014-02-06,1.3,2.2,0.4,4.0,2,14.2,0.0
2014-02-07,1.7999999999999998,2.4,1.2,4.0,2,13.7,0.0
2014-02-08,4.7,7.0,2.4,2.0,2,10.8,0.0
2014-02-09,7.3,8.6,6.0,5.0,2,8.2,0.0
2014-02-10,5.7,8.0,3.4,8.0,2,9.8,0.0
2014-02-11,6.0,6.6,5.4,4.0,2,9.5,0.0
2014-02-12,6.699999999999999,8.2,5.2,5.0,2,8.8,0.0
2014-02-13,6.6,9.2,4.0,6.0,2,8.9,0.0
2014-02-14,6.6,8.2,5.0,11.0,2,8.9,0.0
2014-02-15,5.5,9.6,1.4,5.0,2,10.0,0.0
2014-02-16,8.9,10.8,7.0,5.0,2,6.6,0.0
2014-02-17,6.8,6.8,6.8,3.0,2,8.7,0.0
2014-02-18,4.6,5.2,4.0,2.0,2,10.9,0.0
2014-02-19,7.6,7.6,7.6,2.0,2,7.9,0.0
2014-02-20,8.399999999999999,10.2,6.6,6.0,2,7.100000000000001,0.0
2014-02-21,4.9,6.0,3.8,4.0,2,10.6,0.0
2014-02-22,7.1000000000000005,8.8,5.4,3.0,2,8.399999999999999,0.0
2014-02-23,9.1,11.2,7.0,4.0,2,6.4,0.0
2014-02-24,8.0,10.0,6.0,4.0,2,7.5,0.0
2014-02-25,7.199999999999999,7.6,6.8,3.0,2,8.3,0.0
2014-02-26,7.3,11.0,3.6,5.0,2,8.2,0.0
2014-02-27,8.0,9.8,6.2,2.0,2,7.5,0.0
2014-02-28,7.4,8.4,6.4,4.0,2,8.1,0.0
2014-03-01,6.800000000000001,10.4,3.2,5.0,2,8.7,0.0
2014-03-02,8.0,10.6,5.4,7.0,2,7.5,0.0
2014-03-04,9.8,9.8,9.8,6.0,1,5.699999999999999,0.0
2014-03-05,8.9,12.4,5.4,4.0,2,6.6,0.0
2014-03-06,9.7,12.2,7.2,5.0,2,5.800000000000001,0.0
2014-03-07,7.2,7.2,7.2,2.0,1,8.3,0.0
2014-03-08,6.6,6.6,6.6,4.0,1,8.9,0.0
2014-03-09,9.1,12.6,5.6,6.0,2,6.4,0.0
2014-03-10,8.6,11.4,5.8,7.0,2,6.9,0.0
2014-03-11,9.4,15.0,3.8,3.0,2,6.1,0.0
2014-03-12,10.1,15.6,4.6,3.0,2,5.4,0.0
2014-03-13,10.4,14.8,6.0,3.0,2,5.1,0.0
2014-03-14,11.2,17.0,5.4,5.0,2,4.300000000000001,0.0
2014-03-15,11.5,17.0,6.0,5.0,2,4.0,0.0
2014-03-16,8.7,10.8,6.6,12.0,2,6.800000000000001,0.0
2014-03-17,13.899999999999999,14.2,13.6,19.0,2,1.6000000000000014,0.0
2014-03-18,13.1,16.2,10.0,5.0,2,2.4000000000000004,0.0
2014-03-20,14.600000000000001,17.8,11.4,8.0,2,0.8999999999999986,0.0
2014-03-21,13.4,19.6,7.2,7.0,2,2.0999999999999996,0.0
2014-03-22,14.100000000000001,18.8,9.4,7.0,2,1.3999999999999986,0.0
2014-03-23,16.1,19.8,12.4,7.0,2,0.0,0.0
2014-03-24,9.5,10.8,8.2,3.0,2,6.0,0.0
2014-03-25,8.0,10.6,5.4,9.0,2,7.5,0.0
2014-03-26,3.2,3.2,3.2,4.0,1,12.3,0.0
2014-03-27,11.0,15.2,6.8,6.0,2,4.5,0.0
2014-03-28,13.5,18.4,8.6,5.0,2,2.0,0.0
2014-03-29,15.5,19.2,11.8,6.0,2,0.0,0.0
2014-03-30,14.0,19.0,9.0,3.0,2,1.5,0.0
2014-03-31,13.700000000000001,19.6,7.8,5.0,2,1.799999999999999,0.0
2014-04-01,15.600000000000001,18.8,12.4,5.0,2,0.0,0.0
2014-04-02,12.799999999999999,16.4,9.2,4.0,2,2.700000000000001,0.0
2014-04-03,15.9,21.0,10.8,6.0,2,0.0,0.0
2014-04-04,14.5,17.4,11.6,5.0,2,1.0,0.0
2014-04-05,17.4,17.4,17.4,8.0,1,0.0,0.0
2014-04-06,12.8,13.0,12.6,4.0,2,2.6999999999999993,0.0
2014-04-07,14.2,17.2,11.2,4.0,2,1.3000000000000007,0.0
2014-04-08,15.399999999999999,21.2,9.6,6.0,2,0.10000000000000142,0.0
2014-04-09,13.5,13.8,13.2,16.5,2,2.0,0.0
2014-04-10,8.6,10.2,7.0,6.0,2,6.9,0.0
2014-04-11,10.5,14.6,6.4,4.0,2,5.0,0.0
2014-04-12,10.8,15.8,5.8,2.0,2,4.699999999999999,0.0
2014-04-13,11.5,16.6,6.4,3.0,2,4.0,0.0
2014-04-14,12.8,16.0,9.6,8.0,2,2.6999999999999993,0.0
2014-04-15,9.0,11.0,7.0,12.0,2,6.5,0.0
2014-04-16,9.8,13.6,6.0,8.0,2,5.699999999999999,0.0
2014-04-17,10.5,12.8,8.2,10.0,2,5.0,0.0
2014-04-18,15.200000000000001,19.6,10.8,6.0,2,0.29999999999999893,0.0
2014-04-19,15.7,17.8,13.6,6.0,2,0.0,0.0
2014-04-20,13.3,16.0,10.6,5.0,2,2.1999999999999993,0.0
2014-04-21,14.3,19.2,9.4,5.0,2,1.1999999999999993,0.0
2014-04-22,14.399999999999999,15.6,13.2,3.0,2,1.1000000000000014,0.0
2014-04-23,15.5,20.2,10.8,2.0,2,0.0,0.0
2014-04-24,18.1,21.8,14.4,4.0,2,0.0,0.10000000000000142
2014-04-25,15.100000000000001,15.8,14.4,4.0,2,0.3999999999999986,0.0
2014-04-26,14.899999999999999,16.4,13.4,2.0,2,0.6000000000000014,0.0
2014-04-27,13.2,13.2,13.2,2.0,1,2.3000000000000007,0.0
2014-04-28,17.0,22.0,12.0,2.0,2,0.0,0.0
2014-04-29,17.5,20.6,14.4,5.0,2,0.0,0.0
2014-04-30,16.9,22.4,11.4,4.0,2,0.0,0.0
2014-05-01,16.2,20.8,11.6,5.0,2,0.0,0.0
2014-05-02,17.5,23.2,11.8,3.0,2,0.0,0.0
2014-05-03,15.6,18.0,13.2,4.0,2,0.0,0.0
2014-05-04,11.5,12.2,10.8,7.0,2,4.0,0.0
2014-05-05,11.0,13.8,8.2,6.0,2,4.5,0.0
2014-05-06,12.3,17.6,7.0,5.0,2,3.1999999999999993,0.0
2014-05-07,15.799999999999999,21.4,10.2,6.0,2,0.0,0.0
2014-05-08,16.6,19.6,13.6,5.0,2,0.0,0.0
2014-05-09,15.799999999999999,21.4,10.2,2.0,2,0.0,0.0
2014-05-10,16.5,20.6,12.4,9.0,2,0.0,0.0
2014-05-11,15.0,17.8,12.2,3.0,2,0.5,0.0
2014-05-12,12.7,15.6,9.8,10.0,2,2.8000000000000007,0.0
2014-05-13,11.3,13.0,9.6,3.0,2,4.199999999999999,0.0
2014-05-14,12.4,14.8,10.0,9.0,2,3.0999999999999996,0.0
2014-05-15,11.5,12.0,11.0,11.0,2,4.0,0.0
2014-05-16,14.4,16.0,12.8,10.0,2,1.0999999999999996,0.0
2014-05-17,14.2,17.2,11.2,6.0,2,1.3000000000000007,0.0
2014-05-18,13.7,16.0,11.4,5.0,2,1.8000000000000007,0.0
2014-05-19,16.2,21.4,11.0,4.0,2,0.0,0.0
2014-05-20,19.2,25.0,13.4,2.0,2,0.0,1.1999999999999993
2014-05-21,20.7,26.2,15.2,4.0,2,0.0,2.6999999999999993
2014-05-22,22.4,28.0,16.8,6.0,2,0.0,4.399999999999999
2014-05-23,23.5,28.0,19.0,7.0,2,0.0,5.5
2014-05-24,23.6,28.4,18.8,3.0,2,0.0,5.600000000000001
2014-05-25,18.9,20.8,17.0,3.0,2,0.0,0.8999999999999986
2014-05-26,21.9,26.0,17.8,2.0,2,0.0,3.8999999999999986
2014-05-27,20.9,22.8,19.0,3.0,2,0.0,2.8999999999999986
2014-05-28,18.9,22.0,15.8,7.0,2,0.0,0.8999999999999986
2014-05-29,16.4,18.6,14.2,6.0,2,0.0,0.0
2014-05-30,12.8,13.2,12.4,7.0,2,2.6999999999999993,0.0
2014-05-31,13.100000000000001,14.8,11.4,5.0,2,2.3999999999999986,0.0
2014-06-01,16.8,21.0,12.6,5.0,2,0.0,0.0
2014-06-02,17.0,19.8,14.2,6.0,2,0.0,0.0
2014-06-03,15.899999999999999,18.4,13.4,3.0,2,0.0,0.0
2014-06-04,17.0,22.0,12.0,3.0,2,0.0,0.0
2014-06-05,19.200000000000003,25.6,12.8,3.0,2,0.0,1.2000000000000028
2014-06-06,22.6,26.2,19.0,5.0,2,0.0,4.600000000000001
2014-06-07,22.2,27.4,17.0,4.0,2,0.0,4.199999999999999
2014-06-08,24.799999999999997,30.2,19.4,3.0,2,0.0,6.799999999999997
2014-06-09,26.0,31.2,20.8,2.0,2,0.0,8.0
2014-06-10,28.3,34.0,22.6,3.0,2,0.0,10.3
2014-06-11,22.6,22.6,22.6,4.0,1,0.0,4.600000000000001
2014-06-12,22.2,22.2,22.2,4.0,1,0.0,4.199999999999999
2014-06-13,24.0,26.4,21.6,6.0,2,0.0,6.0
2014-06-14,21.4,22.6,20.2,9.0,2,0.0,3.3999999999999986
2014-06-15,19.200000000000003,22.6,15.8,2.0,2,0.0,1.2000000000000028
2014-06-16,18.2,22.0,14.4,4.0,2,0.0,0.1999999999999993
2014-06-17,20.2,22.0,18.4,5.0,2,0.0,2.1999999999999993
2014-06-18,20.3,24.6,16.0,2.0,2,0.0,2.3000000000000007
