date,temp_mean_c,temp_max_c,temp_min_c,wind_mean_m_s,solar_rad_j_m2,precip_mm,HDD,CDD
1970-01-01,-1.8962402,-1.1639404,-3.0480957,2.563496,483200.0,1.09361,17.39624,0.0
1970-01-02,-3.783493,-2.4613953,-6.4608154,3.6287243,1.0258944e+06,0.0018119812,19.283493,0.0
1970-01-03,-4.737808,-4.0886536,-5.5795593,4.1767664,1.0544299e+06,0.0,20.237808,0.0
1970-01-04,-1.5479736,1.8447571,-4.6316223,3.7230673,1.0223787e+06,0.0,17.047974,0.0
1970-01-05,5.257721,8.506226,2.6185608,8.167765,823095.44,0.067456566,10.242279,0.0
1970-01-06,1.8486862,4.4008484,0.2548523,4.666773,508552.53,1.4891307,13.651314,0.0
1970-01-07,-1.3816147,-0.99212646,-1.9450073,5.0741735,386961.06,1.2852986,16.881615,0.0
1970-01-08,-4.077179,-2.432495,-7.137665,4.288744,1.1643264e+06,6.357829e-05,19.577179,0.0
1970-01-09,-7.6467743,-4.67041,-10.334656,2.529274,1.0384512e+06,0.0,23.146774,0.0
1970-01-10,-4.8925476,-3.0824585,-6.4902344,5.394568,618901.3,0.03712972,20.392548,0.0
1970-01-11,1.1962204,3.6517944,-1.4053955,5.859891,960618.7,0.0081380205,14.30378,0.0
1970-01-12,2.3340607,2.5218506,2.216217,5.2572355,717815.44,0.105667114,13.165939,0.0
1970-01-13,1.4652176,1.9735107,1.1031494,1.7319973,595387.75,0.0047365827,14.034782,0.0
1970-01-14,1.4897461,1.6181641,1.2526855,1.626678,327854.94,0.20844142,14.010254,0.0
1970-01-15,2.2698517,3.542511,0.68466187,2.5079496,597521.06,0.0029881794,13.230148,0.0
1970-01-16,2.709404,3.1550598,2.2304993,2.915514,256622.94,0.8175055,12.790596,0.0
1970-01-17,-1.5507278,1.8914795,-4.9470215,7.958374,699101.9,0.11027654,17.050728,0.0
1970-01-18,-5.7108536,-5.0313416,-6.4866943,7.7615414,993109.3,0.00778834,21.210854,0.0
1970-01-19,-6.467781,-5.654999,-6.918457,4.827547,517444.28,0.5871455,21.967781,0.0
1970-01-20,-7.52726,-5.572876,-10.457184,1.7416153,1.2112171e+06,0.0009854634,23.02726,0.0
1970-01-21,-5.4330215,-4.7834473,-5.9928894,0.7563709,703133.9,0.16415913,20.933022,0.0
1970-01-22,-4.612541,-2.3858948,-5.869293,1.11304,670357.3,0.016085306,20.112541,0.0
1970-01-23,-4.9174423,-2.7617798,-7.0150757,1.662313,1.079808e+06,0.015640259,20.417442,0.0
1970-01-24,-3.5763474,-2.7471008,-4.3898315,3.7873282,771003.75,0.011984508,19.076347,0.0
1970-01-25,-2.5213165,-1.6128235,-3.30719,2.271162,1.0147968e+06,0.25758743,18.021317,0.0
1970-01-26,-1.1222992,-0.4801941,-1.8741455,3.4597657,595217.06,0.026035309,16.6223,0.0
1970-01-27,0.70744324,1.1526794,0.07385254,1.1611098,830242.1,0.020917257,14.792557,0.0
1970-01-28,2.0420074,4.5945435,0.84628296,3.6508741,1.3294379e+06,0.11650722,13.457993,0.0
1970-01-29,-0.6014633,0.5352478,-2.2243958,3.216887,1.3467094e+06,0.005785624,16.101463,0.0
1970-01-30,-1.7012634,-1.097168,-2.377655,2.6376424,721920.0,0.03789266,17.201263,0.0
1970-01-31,-2.1156235,-1.1557312,-2.852539,3.44735,645683.2,0.4296303,17.615623,0.0
1970-02-01,-4.511902,-2.3452454,-5.5547485,3.6186948,876970.7,0.29055277,20.011902,0.0
1970-02-02,-6.390663,-4.5781555,-9.167389,2.410609,1.5102336e+06,0.14680226,21.890663,0.0
1970-02-03,-0.71364594,3.1719666,-4.7448425,5.6193757,1.2765995e+06,1.0139465,16.213646,0.0
1970-02-04,2.8369598,4.4664,0.7216797,4.1923285,1.3268651e+06,0.39749146,12.66304,0.0
1970-02-05,2.8316193,3.6285095,2.008606,2.1000443,645819.75,0.3945033,12.668381,0.0
1970-02-06,3.9691696,7.1772156,1.4060059,2.7427585,1.5310976e+06,0.5537351,11.53083,0.0
1970-02-07,-0.13670349,1.7239685,-1.4170227,1.7170806,1.1820202e+06,0.1760165,15.6367035,0.0
1970-02-08,2.2192154,3.702423,0.8392639,3.5480678,1.2910122e+06,0.04351934,13.280785,0.0
1970-02-09,4.0690155,7.2313538,1.6153564,3.4034004,1.1603158e+06,0.17967224,11.4309845,0.0
1970-02-10,3.014511,4.535858,2.22583,1.902605,737518.94,0.4728635,12.485489,0.0
1970-02-11,0.886322,3.4918823,-2.0128784,2.3327498,1.2253269e+06,0.3437678,14.613678,0.0
1970-02-12,0.56092834,2.6122131,-1.1368713,3.9966004,1.3609685e+06,0.008996328,14.939072,0.0
1970-02-13,3.117813,4.883972,2.2998047,4.0064354,1.3528746e+06,0.16171138,12.382187,0.0
1970-02-14,1.7060547,3.4475708,-0.45599365,2.9912782,1.5065984e+06,0.02784729,13.793945,0.0
1970-02-15,-1.4603271,0.78704834,-4.7107544,5.946211,1.2373675e+06,2.4159112,16.960327,0.0
1970-02-16,-6.342041,-4.5947266,-7.352539,6.289363,1.1517226e+06,0.027688343,21.842041,0.0
1970-02-17,-6.825371,-2.0018616,-10.7647705,3.0630546,1.8592725e+06,0.0012715658,22.32537,0.0
1970-02-18,-2.939865,-1.2824097,-5.775757,3.2403326,676940.8,0.31989416,18.439865,0.0
1970-02-19,-1.9511414,-0.022399902,-2.938324,3.1483438,1.5565141e+06,0.045522057,17.451141,0.0
1970-02-20,-4.0006485,-0.17459106,-9.35965,3.8619623,1.1536811e+06,0.06767909,19.500648,0.0
1970-02-21,-0.38967896,1.789856,-3.7493286,3.7737613,1.8273621e+06,1.4784813,15.889679,0.0
1970-02-22,1.1915588,2.2884216,0.23538208,3.1282363,428462.94,2.51894,14.308441,0.0
1970-02-23,3.5537643,5.8078003,2.2855835,3.434504,1.3471572e+06,2.0516078,11.946236,0.0
1970-02-24,-0.5196152,2.2651367,-3.0855408,3.8294353,1.8541866e+06,0.065485634,16.019615,0.0
1970-02-25,-2.7052917,0.27157593,-5.321594,3.267835,1.8519082e+06,0.001780192,18.205292,0.0
1970-02-26,-2.5847168,-2.128418,-3.234436,5.56868,818944.0,0.6393751,18.084717,0.0
1970-02-27,-3.0319443,-1.9761658,-3.9156494,4.3718195,1.6356139e+06,0.22970836,18.531944,0.0
1970-02-28,-3.064804,-1.546936,-4.4333496,5.2697744,1.3753812e+06,0.15967688,18.564804,0.0
1970-03-01,-3.3637466,-1.1830444,-5.4629517,5.0985427,1.2401878e+06,0.21276474,18.863747,0.0
1970-03-02,-2.1103897,1.6177673,-8.013519,4.5439215,1.1868715e+06,0.16997653,17.61039,0.0
1970-03-03,0.23142242,1.2453308,-0.45617676,3.0059166,793378.1,2.377065,15.268578,0.0
1970-03-04,3.0849533,4.553528,1.2733765,4.6303988,1.5297535e+06,0.3610293,12.415047,0.0
1970-03-05,1.3715515,2.2193298,0.4534607,2.8061125,1.5496746e+06,2.641201,14.1284485,0.0
1970-03-06,-0.9526596,2.8743591,-3.2294312,1.8094203,2.2687572e+06,0.020980837,16.45266,0.0
1970-03-07,-1.2742157,0.32684326,-2.9396667,3.6905453,1.3654656e+06,0.32208762,16.774216,0.0
1970-03-08,-1.988739,2.8329468,-6.8069153,3.8555098,2.3624875e+06,0.0,17.488739,0.0
1970-03-09,-0.35166168,2.4568481,-3.2765808,2.136643,2.1006462e+06,0.14066696,15.851662,0.0
1970-03-10,0.091659546,3.0832825,-2.10318,2.0327077,2.3798952e+06,0.21597545,15.40834,0.0
1970-03-11,1.7369156,4.723114,-1.954071,2.8651094,1.6964609e+06,0.007947287,13.763084,0.0
1970-03-12,1.2935181,1.6511841,0.97180176,2.9738297,390114.12,2.3952801,14.206482,0.0
1970-03-13,0.5929718,4.558563,-2.0354004,2.0839195,2.30688e+06,0.0015735626,14.907028,0.0
1970-03-14,1.1029739,4.2640076,-1.566864,2.6641145,1.3546028e+06,0.16768774,14.397026,0.0
1970-03-15,1.380516,1.666748,0.8271179,3.7768102,770397.9,0.8897463,14.119484,0.0
1970-03-16,1.923233,3.2203064,0.44989014,5.854457,1.7082922e+06,0.34386316,13.576767,0.0
1970-03-17,3.0021515,5.7392883,0.055847168,4.111376,1.691055e+06,0.01487732,12.4978485,0.0
1970-03-18,4.6966324,7.2117004,2.1761475,3.6594372,973640.56,0.12706122,10.803368,0.0
1970-03-19,5.3856354,8.047546,3.6938782,3.7759159,1.6850006e+06,0.14988582,10.114365,0.0
1970-03-20,4.2473297,6.783386,3.0579224,5.4343343,2.3756588e+06,0.06157557,11.25267,0.0
1970-03-21,6.369461,10.661438,3.1594543,3.3085718,1.2875222e+06,0.7984797,9.130539,0.0
1970-03-22,7.810364,13.471008,3.2688904,1.675707,2.2654505e+06,0.00025431317,7.689636,0.0
1970-03-23,9.43338,14.560669,5.4538574,2.244534,1.8784129e+06,0.008201599,6.06662,0.0
1970-03-24,10.566689,13.558136,6.8625793,2.250526,1.6474198e+06,0.19954047,4.9333115,0.0
1970-03-25,11.87001,15.556183,8.502777,2.434893,1.9579051e+06,0.05871455,3.6299896,0.0
1970-03-26,10.437607,12.169037,7.5224915,2.1816924,2.110447e+06,0.025876364,5.062393,0.0
1970-03-27,7.951515,10.207916,6.396576,3.718876,1.1089579e+06,1.4999707,7.548485,0.0
1970-03-28,3.1741867,5.8859863,1.7716064,4.9837747,2.1999105e+06,0.09730657,12.325813,0.0
1970-03-29,2.6379776,7.1102905,0.21160889,4.318975,2.4094635e+06,0.09743372,12.862022,0.0
1970-03-30,5.9604797,11.114868,-0.17459106,3.7708015,2.5159978e+06,0.0,9.53952,0.0
1970-03-31,10.424042,15.177216,6.6639404,5.651041,2.1395115e+06,0.0061670938,5.0759583,0.0
1970-04-01,7.5600357,10.317566,5.238556,3.539809,858453.3,1.4927547,7.9399643,0.0
1970-04-02,5.01635,8.706055,2.720337,2.3841116,1.8065535e+06,1.3568879,10.48365,0.0
1970-04-03,1.3882675,2.7133179,0.71691895,7.175355,1.283345e+06,3.465144,14.1117325,0.0
1970-04-04,1.7594299,4.527832,-0.57702637,3.2100174,3.0268245e+06,0.05159378,13.74057,0.0
1970-04-05,2.4841003,5.859955,-0.56259155,1.8971866,1.9312684e+06,0.06895066,13.0159,0.0
1970-04-06,5.7741394,10.265167,2.198059,2.6273293,2.356194e+06,0.20011266,9.725861,0.0
1970-04-07,8.389595,13.273895,4.399475,5.4124217,2.7687765e+06,0.017166138,7.110405,0.0
1970-04-08,9.672348,13.023315,7.0926514,3.5252514,1.6467158e+06,0.23794176,5.827652,0.0
1970-04-09,10.365105,12.898071,9.0979,3.813335,1.4143659e+06,2.243201,5.1348953,0.0
1970-04-10,8.078194,11.284637,6.0400696,1.7361851,2.8366208e+06,0.9091377,7.4218063,0.0
1970-04-11,7.4497375,10.316772,4.00473,1.5430136,2.3163862e+06,0.018024446,8.050262,0.0
1970-04-12,7.7918625,11.927795,4.211334,2.679999,3.242048e+06,0.03194809,7.7081375,0.0
1970-04-13,8.912132,14.602875,3.3211365,2.1403368,2.4121942e+06,0.22083917,6.5878677,0.0
1970-04-14,8.741264,10.450775,7.466217,5.7317324,1.58653e+06,0.009600322,6.7587357,0.0
1970-04-15,6.5888214,9.031372,4.6791687,5.72317,2.444433e+06,0.09797414,8.911179,0.0
1970-04-16,7.0764847,12.136475,3.198639,3.3213434,2.9203755e+06,0.0,8.423515,0.0
1970-04-17,9.673363,13.690338,5.513489,2.2890644,868335.0,0.07492701,5.8266373,0.0
1970-04-18,15.236305,20.237885,10.390533,2.6797955,2.8809642e+06,0.054677326,0.26369476,0.0
1970-04-19,16.853134,23.040894,11.40036,2.3443305,3.2891565e+06,0.009600321,0.0,0.0
1970-04-20,16.490616,20.871674,13.77417,4.4957523,3.0064e+06,0.16641615,0.0,0.0
1970-04-21,10.301842,12.223999,8.2966,4.3604813,1.3951275e+06,0.5480448,5.1981583,0.0
1970-04-22,11.534119,15.492981,6.8094788,3.319367,2.0938922e+06,0.0011761984,3.9658813,0.0
1970-04-23,15.903915,22.575165,9.767944,3.3250415,3.256576e+06,0.0,0.0,0.0
1970-04-24,15.532234,18.371857,13.489349,2.4409304,1.9746389e+06,0.3329277,0.0,0.0
1970-04-25,14.312233,18.981567,10.114868,1.7845569,2.6795392e+06,0.013287862,1.187767,0.0
1970-04-26,17.0914,21.079315,13.862213,4.6124573,2.9469825e+06,0.048065186,0.0,0.0
1970-04-27,10.296646,13.784912,7.1304626,2.8763165,2.515426e+06,0.72727203,5.203354,0.0
1970-04-28,9.828499,11.882202,8.552734,1.6187584,1.9622656e+06,0.7957776,5.671501,0.0
1970-04-29,9.076767,10.724335,7.5907288,4.4389877,1.9983361e+06,0.41799545,6.423233,0.0
1970-04-30,7.0345078,9.5224,4.4038086,3.4057627,3.2032212e+06,0.48770905,8.465492,0.0
1970-05-01,5.7192383,8.972015,2.8556519,3.567955,3.346172e+06,0.27742386,9.780762,0.0
1970-05-02,6.409073,9.1154785,3.9075623,4.064165,2.9278465e+06,0.2058665,9.090927,0.0
1970-05-03,9.10157,13.371338,4.042389,1.9805543,3.1138348e+06,0.0006357829,6.39843,0.0
1970-05-04,11.341019,17.219818,5.386322,2.653242,4.0137302e+06,0.0,4.1589813,0.0
1970-05-05,10.633446,11.023315,10.119965,2.9662914,547724.8,1.6497611,4.8665543,0.0
1970-05-06,12.087372,15.818451,8.753693,1.6814668,2.0466219e+06,0.007820129,3.4126282,0.0
1970-05-07,14.155197,19.214294,8.088074,2.2202053,3.1805185e+06,0.000667572,1.3448029,0.0
1970-05-08,16.9915,22.846771,12.718506,3.871819,3.6495105e+06,0.0726064,0.0,0.0
1970-05-09,16.317238,19.808044,13.65271,4.0502787,4.0039508e+06,0.0019709268,0.0,0.0
1970-05-10,16.450851,20.862762,12.852386,3.1382868,3.9074178e+06,6.357829e-05,0.0,0.0
1970-05-11,16.782845,19.931183,14.897919,4.383599,3.9525248e+06,1.3120651,0.0,0.0
1970-05-12,13.509163,17.550323,10.759796,1.3071811,2.901107e+06,0.2676328,1.9908371,0.0
1970-05-13,14.565094,18.227386,11.399384,3.7019253,2.327953e+06,0.035985313,0.934906,0.0
1970-05-14,16.190636,19.898956,12.764832,3.362444,3.3135445e+06,0.04351934,0.0,0.0
1970-05-15,16.866142,22.401001,11.621796,2.2911181,3.545425e+06,1.3626099,0.0,0.0
1970-05-16,15.38723,18.208252,13.975189,1.6282063,1.9051861e+06,1.2361844,0.11277008,0.0
1970-05-17,14.9412155,17.900238,12.548676,3.003262,2.760589e+06,0.527223,0.5587845,0.0
1970-05-18,14.891228,17.483887,12.983185,6.631621,3.4060072e+06,0.04720688,0.6087723,0.0
1970-05-19,15.68927,20.112152,10.985809,4.021473,2.9857622e+06,0.0012715658,0.0,0.0
1970-05-20,15.550423,20.267365,11.883423,2.8223796,3.5317505e+06,0.0047683716,0.0,0.0
1970-05-21,15.414978,19.227997,12.313202,2.650628,3.4525012e+06,0.0015258788,0.08502197,0.0
1970-05-22,12.323128,13.452759,11.143555,3.678725,1.0575318e+06,1.8339158,3.1768723,0.0
1970-05-23,11.102997,13.024017,9.732178,6.8021326,3.398541e+06,0.1314481,4.397003,0.0
1970-05-24,11.620598,14.53833,7.7897644,5.9540577,3.1880918e+06,0.06663004,3.8794022,0.0
1970-05-25,13.7997055,18.845612,7.5369263,2.2531266,4.194142e+06,0.0,1.7002945,0.0
1970-05-26,14.865997,21.041992,8.031647,2.1557631,3.4363648e+06,0.0497818,0.6340027,0.0
1970-05-27,13.381584,14.075409,12.832977,3.448887,1.9301249e+06,0.7170359,2.1184158,0.0
1970-05-28,12.557869,15.8396,9.406921,2.3008997,3.0732032e+06,0.050989788,2.942131,0.0
1970-05-29,14.198845,19.362915,9.377869,1.8317502,3.5116588e+06,0.039863586,1.3011551,0.0
1970-05-30,16.783592,22.402954,12.022736,3.1753688,3.9316138e+06,0.18183391,0.0,0.0
1970-05-31,15.627838,18.175842,14.02478,4.2496057,3.697203e+06,0.12283325,0.0,0.0
1970-06-01,15.149559,18.02362,12.091919,4.8718514,3.3237078e+06,0.0130017605,0.35044098,0.0
1970-06-02,13.753426,15.83847,12.775482,4.961233,3.7638145e+06,0.3854434,1.7465744,0.0
1970-06-03,13.358742,16.366394,9.374542,4.339037,3.122944e+06,0.06701151,2.1412582,0.0
1970-06-04,13.929558,18.894318,10.719574,4.351322,2.368657e+06,0.5068461,1.5704422,0.0
1970-06-05,14.596329,16.280365,13.06665,3.1519558,1.0585814e+06,1.9175528,0.90367126,0.0
1970-06-06,16.714455,20.287018,13.421295,1.4183211,2.8290902e+06,0.29961267,0.0,0.0
1970-06-07,18.582405,23.417664,12.595184,1.6379749,3.3451562e+06,0.04453659,0.0,0.5824051
1970-06-08,17.598251,19.052155,16.260773,2.5094042,1.68512e+06,0.5935669,0.0,0.0
1970-06-09,20.447693,25.493408,15.054596,3.3251104,3.238784e+06,0.012715657,0.0,2.4476929
1970-06-10,20.95684,25.028503,19.144135,2.4109583,3.5444482e+06,0.4439354,0.0,2.9568405
1970-06-11,18.834503,20.753967,17.296356,3.1723564,1.8024918e+06,1.5306473,0.0,0.8345032
1970-06-12,20.696442,24.790405,16.505707,4.468592,3.6721322e+06,0.032202404,0.0,2.6964417
1970-06-13,19.746704,22.896729,16.790863,3.5849922,3.8664832e+06,0.008837381,0.0,1.7467041
1970-06-14,18.075363,22.782135,12.812195,1.9617981,4.314244e+06,0.0,0.0,0.07536316
1970-06-15,19.908035,25.356659,15.120056,1.0362009,4.1609385e+06,0.0056902566,0.0,1.9080353
1970-06-16,21.068985,25.644958,16.186523,2.3304944,3.476958e+06,0.5340258,0.0,3.068985
1970-06-17,21.469788,26.195618,18.058777,2.0589275,3.2473302e+06,0.2832095,0.0,3.4697876
1970-06-18,17.99128,18.601898,17.335938,2.5266366,1.0985344e+06,2.7478855,0.0,0.0
1970-06-19,20.000801,24.248993,16.225983,2.3369408,2.9386965e+06,0.31299588,0.0,2.000801
1970-06-20,21.023514,25.478912,16.121063,2.645842,3.8885418e+06,6.357829e-05,0.0,3.0235138
1970-06-21,23.388733,29.253387,16.880798,2.7714314,3.9314132e+06,0.0006993612,0.0,5.388733
1970-06-22,24.543869,31.220703,17.856781,2.0632288,4.3972695e+06,0.0042279563,0.0,6.543869
1970-06-23,23.763725,29.789917,18.605835,1.5242186,4.2161705e+06,0.055027008,0.0,5.7637253
1970-06-24,22.422485,26.93985,18.444153,2.7398934,3.8601215e+06,0.013097128,0.0,4.4224854
1970-06-25,22.44027,26.450134,18.629913,2.8830009,3.529404e+06,0.032806396,0.0,4.4402695
1970-06-26,23.420418,27.856415,20.167236,2.9630454,3.7103488e+06,0.0019391377,0.0,5.420418
1970-06-27,23.1391,28.341888,18.293365,2.0367706,3.385792e+06,0.014877318,0.0,5.139099
1970-06-28,25.27118,30.731781,20.29483,3.614192,4.2489815e+06,0.003592173,0.0,7.271179
1970-06-29,21.765518,23.279388,20.126709,3.4805815,3.1699712e+06,0.019741058,0.0,3.7655182
1970-06-30,19.562714,25.242218,16.649658,2.440803,3.2181332e+06,0.30129752,0.0,1.5627136
1970-07-01,16.54914,20.213776,12.958832,4.773914,2.8739285e+06,0.6502787,0.0,0.0
1970-07-02,18.632927,23.212189,13.193481,2.9979033,2.921118e+06,0.056234997,0.0,0.63292694
1970-07-03,16.089523,17.95102,14.407806,3.169035,1.4766762e+06,1.0770003,0.0,0.0
1970-07-04,14.819443,15.860657,13.917175,2.7015662,982988.8,0.9555499,0.68055725,0.0
1970-07-05,17.335167,21.572998,12.769745,5.672632,3.463356e+06,0.0,0.0,0.0
1970-07-06,19.504944,24.68219,14.464691,4.985858,3.8246315e+06,0.0,0.0,1.5049438
1970-07-07,21.508644,26.95868,15.669067,2.21881,3.7894825e+06,0.0015576681,0.0,3.508644
1970-07-08,23.309914,28.609467,18.027405,1.6040175,3.6371925e+06,0.20103455,0.0,5.3099136
1970-07-09,24.637688,29.689667,19.815033,2.26957,3.6752212e+06,0.26419958,0.0,6.6376877
1970-07-10,24.218979,29.035217,19.613861,3.2631612,3.9193685e+06,0.061448414,0.0,6.218979
1970-07-11,25.13543,31.431427,19.49237,1.423416,4.036668e+06,0.00019073486,0.0,7.1354294
1970-07-12,24.499458,28.058014,21.740692,3.3356802,3.854929e+06,0.035031635,0.0,6.4994583
1970-07-13,24.548378,30.113007,18.76651,1.1026022,4.2777815e+06,0.0,0.0,6.548378
1970-07-14,25.897125,31.598358,19.868103,3.2305253,4.0602285e+06,0.0006993612,0.0,7.8971252
1970-07-15,18.40461,23.267883,12.307983,5.3715277,1.6040661e+06,1.1119049,0.0,0.40460968
1970-07-16,13.526932,14.881195,11.964386,4.3446913,1.4037418e+06,1.4268876,1.9730682,0.0
1970-07-17,12.966812,14.34967,12.392914,7.4128537,498090.66,2.5093079,2.5331879,0.0
1970-07-18,13.040649,14.23407,11.899872,7.9444027,1.1512021e+06,2.7666094,2.4593506,0.0
1970-07-19,16.407738,19.944153,12.466583,5.318977,2.5261738e+06,0.5999883,0.0,0.0
1970-07-20,19.937645,24.890564,15.085907,4.037045,3.7717418e+06,0.010458628,0.0,1.937645
1970-07-21,19.408241,21.23584,17.942596,2.5919707,1.8550998e+06,0.21603903,0.0,1.4082413
1970-07-22,22.286255,27.832855,17.515137,1.1536894,3.8114345e+06,0.003814697,0.0,4.286255
1970-07-23,24.105179,28.881683,19.197357,1.63236,3.7706455e+06,3.1789146e-05,0.0,6.105179
1970-07-24,25.107368,30.832703,20.823853,1.2028041,3.7860862e+06,0.019613901,0.0,7.1073685
1970-07-25,19.7752,22.186401,16.915619,4.3749323,2.0519935e+06,0.54829913,0.0,1.7751999
1970-07-26,17.588379,20.207916,14.918579,4.1576443,3.6484098e+06,0.0,0.0,0.0
1970-07-27,17.889374,21.270203,13.529388,1.9388022,1.5627136e+06,0.0048955283,0.0,0.0
1970-07-28,21.348846,25.176788,17.075653,2.2798638,3.560384e+06,0.0,0.0,3.3488464
1970-07-29,22.592278,27.962372,16.87384,2.7721279,3.9177685e+06,0.0,0.0,4.5922775
1970-07-30,23.624443,28.452606,19.529388,0.96133447,3.0712872e+06,0.039450325,0.0,5.624443
1970-07-31,24.41027,29.261139,19.971771,2.0834765,3.332544e+06,0.0014305115,0.0,6.4102707
1970-08-01,24.30236,29.982819,20.154083,1.6520672,2.7769728e+06,0.1334826,0.0,6.3023605
1970-08-02,21.897346,25.338562,19.533417,1.1579552,2.0015828e+06,1.7197292,0.0,3.8973465
1970-08-03,22.21733,26.79245,18.780151,1.2068918,3.0505942e+06,0.8072218,0.0,4.217331
1970-08-04,22.22538,25.952087,19.536194,1.7199494,2.8735658e+06,0.41780472,0.0,4.22538
1970-08-05,22.500107,28.891205,17.018341,1.2590009,3.4305965e+06,0.0068346662,0.0,4.500107
1970-08-06,24.741035,30.662445,19.533203,1.4491144,3.6461182e+06,0.018024445,0.0,6.7410355
1970-08-07,24.486496,29.52539,20.341003,1.5546612,3.516403e+06,1.2845993,0.0,6.486496
1970-08-08,22.356644,24.94696,20.084778,1.2422355,1.9155158e+06,1.7181556,0.0,4.3566437
1970-08-09,20.592415,23.28302,18.591766,2.1000733,1.6521301e+06,1.8381118,0.0,2.5924149
1970-08-10,20.058037,23.044373,17.862396,2.4181705,987123.25,0.90881985,0.0,2.0580368
1970-08-11,19.746284,21.874786,18.332703,5.650029,1.9867394e+06,0.5233129,0.0,1.7462845
1970-08-12,18.16317,21.35788,16.054626,3.678276,2.1143938e+06,0.010299684,0.0,0.16316986
1970-08-13,17.762291,21.946198,14.219421,2.031334,3.6220375e+06,6.357829e-05,0.0,0.0
1970-08-14,19.50061,25.4664,13.175842,1.1125672,3.0619178e+06,0.00050862634,0.0,1.5006104
1970-08-15,22.096199,27.19806,18.900818,1.4893901,2.9102805e+06,0.5416235,0.0,4.096199
1970-08-16,21.144714,25.531311,17.780457,1.7568678,2.4621012e+06,0.5088806,0.0,3.1447144
1970-08-17,19.850006,21.543304,19.04007,2.0396094,1.5208918e+06,1.4535586,0.0,1.8500061
1970-08-18,16.789062,20.440521,14.129242,4.490838,3.6313345e+06,0.031026203,0.0,0.0
1970-08-19,17.81202,23.723114,12.573517,2.220784,3.4839638e+06,0.0,0.0,0.0
1970-08-20,20.315147,24.955292,16.09851,3.7898457,3.0881538e+06,0.0,0.0,2.3151474
1970-08-21,20.420029,24.630646,18.087952,3.5049305,2.687441e+06,1.1591593,0.0,2.4200287
1970-08-22,17.41494,19.503448,15.5494995,3.7209177,1.9339734e+06,2.7255695,0.0,0.0
1970-08-23,16.582413,20.89853,13.19104,2.2808688,2.637679e+06,0.002972285,0.0,0.0
1970-08-24,15.0471115,15.8280945,14.699005,1.5257456,622421.4,1.489385,0.4528885,0.0
1970-08-25,16.563156,19.78543,14.117859,5.4120126,1.7891286e+06,0.09269714,0.0,0.0
1970-08-26,16.336456,21.346558,13.121185,3.7617855,2.6402772e+06,0.022602081,0.0,0.0
1970-08-27,16.580017,22.535065,12.542572,2.5955503,2.4605058e+06,0.00667572,0.0,0.0
1970-08-28,16.644142,22.405487,11.971039,1.8523883,2.2678358e+06,0.0,0.0,0.0
1970-08-29,19.58403,23.953644,16.26889,4.0903482,2.7165995e+06,0.00047683716,0.0,1.5840302
1970-08-30,19.17398,21.62976,17.629425,3.4033334,1.6871425e+06,0.13237,0.0,1.1739807
1970-08-31,19.232666,22.818878,17.115234,1.9987766,2.244544e+06,0.2705574,0.0,1.232666
1970-09-01,18.735641,24.364807,14.794189,1.5777643,2.5267712e+06,0.016784668,0.0,0.7356415
1970-09-02,19.193161,22.419006,17.344269,3.168911,2.5460438e+06,0.0022570293,0.0,1.193161
1970-09-03,18.799553,24.483276,14.910004,1.6508607,2.6934188e+06,0.002638499,0.0,0.7995529
1970-09-04,18.595085,20.704407,17.392578,3.5716171,2.020625e+06,0.35829544,0.0,0.59508514
1970-09-05,17.589706,21.49884,15.213348,3.783535,1.4181674e+06,0.09892782,0.0,0.0
1970-09-06,17.480019,19.539642,16.313232,4.336153,2.0656428e+06,0.027656553,0.0,0.0
1970-09-07,15.406311,18.197266,13.580414,2.6710937,1.436049e+06,0.0003496806,0.093688965,0.0
1970-09-08,15.525322,19.900024,10.626221,3.5950959,2.6076885e+06,0.0,0.0,0.0
1970-09-09,20.019943,25.582367,15.755676,1.9921362,2.6882518e+06,0.0,0.0,2.0199432
1970-09-10,21.390297,26.94928,16.57605,2.777965,2.8011308e+06,0.0,0.0,3.390297
1970-09-11,23.160812,29.175781,17.934021,3.7948189,2.7746432e+06,0.0,0.0,5.1608124
1970-09-12,18.922035,20.314484,17.558441,3.023768,1.5259092e+06,0.009377797,0.0,0.9220352
1970-09-13,16.618362,18.30722,15.3966675,2.885663,1.0056746e+06,0.12509027,0.0,0.0
1970-09-14,16.489792,22.435028,12.2552185,1.8595072,2.7245825e+06,0.0,0.0,0.0
1970-09-15,17.9124,24.611145,12.718323,2.0902114,2.2001365e+06,0.0,0.0,0.0
1970-09-16,18.634903,23.904388,16.367706,4.558674,2.206225e+06,0.0075022373,0.0,0.63490295
1970-09-17,15.296051,18.553192,12.95108,5.9977508,2.1444522e+06,0.000222524,0.20394897,0.0
1970-09-18,13.931702,18.958069,10.453186,3.3565035,2.6490965e+06,0.0,1.5682983,0.0
1970-09-19,15.263947,21.985443,10.458557,1.4878066,2.483085e+06,0.00015894572,0.23605347,0.0
1970-09-20,16.043823,21.669128,12.925476,2.5807283,2.3940692e+06,0.0002861023,0.0,0.0
1970-09-21,15.27961,20.064514,12.082855,3.0592957,1.7501654e+06,0.0042279563,0.22039032,0.0
1970-09-22,14.481781,17.610535,11.966248,4.359634,2.0287572e+06,0.060908,1.018219,0.0
