PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1001.0,139,13.4,6.4,63,6.03,80,3.0,286.5,303.6,287.5
1000.0,149,13.4,7.4,67,6.47,80,3.0,286.5,304.9,287.7
983.0,293,13.2,6.4,63,6.13,100,8.0,287.8,305.3,288.9
980.0,319,13.2,6.2,63,6.07,102,7.3,288.0,305.4,289.1
971.0,397,14.6,5.8,56,5.98,110,5.0,290.2,307.5,291.3
970.0,406,14.8,5.8,55,5.97,107,4.9,290.5,307.7,291.5
943.0,644,13.1,4.7,57,5.69,25,2.0,291.1,307.7,292.1
925.0,806,12.0,4.0,58,5.51,315,4.0,291.6,307.6,292.5
918.0,869,11.6,3.8,59,5.49,310,5.0,291.8,307.9,292.8
877.0,1249,9.4,2.8,63,5.33,310,10.0,293.4,309.1,294.3
863.0,1382,8.6,2.4,65,5.28,295,11.0,293.9,309.5,294.9
855.0,1460,8.2,2.2,66,5.25,292,10.4,294.2,309.7,295.2
851.0,1498,8.2,2.2,66,5.27,290,10.1,294.6,310.2,295.6
850.0,1508,8.2,2.2,66,5.28,290,10.0,294.7,310.3,295.7
799.0,2007,4.3,0.0,74,4.80,280,9.0,295.9,310.2,296.7
766.0,2348,1.7,-1.4,80,4.49,250,8.0,296.6,310.1,297.4
700.0,3075,-3.9,-4.6,95,3.88,260,11.0,298.1,310.0,298.8
693.0,3154,-4.5,-4.7,99,3.90,265,11.0,298.3,310.2,299.0
691.0,3177,-4.7,-4.7,100,3.91,263,11.0,298.4,310.2,299.1
675.0,3360,-6.1,-6.1,100,3.60,245,11.0,298.8,309.8,299.5
661.0,3524,-7.3,-7.3,100,3.34,247,10.3,299.2,309.5,299.8
647.0,3689,-9.7,-16.7,57,1.60,249,9.5,298.3,303.5,298.6
638.0,3798,-7.7,-18.7,41,1.37,250,9.0,301.8,306.3,302.1
623.0,3982,-8.1,-15.1,57,1.90,253,7.7,303.4,309.5,303.8
615.0,4081,-8.7,-16.4,53,1.72,255,7.0,303.9,309.5,304.2
597.0,4309,-10.0,-19.5,46,1.36,275,11.0,304.9,309.4,305.2
553.0,4896,-13.5,-27.5,30,0.72,282,14.6,307.5,310.0,307.7
536.0,5132,-15.7,-29.7,29,0.61,285,16.0,307.7,309.9,307.8
531.0,5202,-16.3,-30.3,29,0.58,285,15.4,307.8,309.8,307.9
529.0,5230,-16.7,-22.7,60,1.17,285,15.2,307.6,311.6,307.8
511.0,5488,-18.9,-23.6,66,1.11,285,13.0,308.0,311.8,308.2
500.0,5650,-20.3,-24.2,71,1.08,275,12.0,308.2,311.9,308.4
493.0,5754,-21.5,-25.4,71,0.98,267,11.2,308.0,311.4,308.2
473.0,6057,-23.7,-26.5,77,0.92,245,9.0,309.0,312.1,309.1
457.0,6309,-25.5,-27.5,83,0.88,259,9.7,309.7,312.8,309.9
450.0,6419,-26.4,-28.5,83,0.81,265,10.0,310.0,312.8,310.1
411.0,7066,-31.9,-34.4,78,0.50,245,13.0,311.1,312.9,311.2
400.0,7260,-33.5,-36.2,77,0.43,255,12.0,311.4,312.9,311.5
398.0,7295,-33.9,-38.1,66,0.36,256,12.1,311.3,312.6,311.4
381.0,7600,-36.7,-38.8,81,0.35,263,13.4,311.5,312.8,311.6
372.0,7766,-38.1,-43.1,59,0.23,267,14.1,311.8,312.6,311.8
345.0,8282,-42.7,-43.6,91,0.23,280,16.3,312.3,313.2,312.4
336.0,8460,-44.1,-47.0,73,0.17,284,17.0,312.8,313.4,312.8
328.0,8622,-44.9,-54.9,32,0.07,288,17.7,313.9,314.1,313.9
326.0,8663,-44.1,-67.1,6,0.01,289,17.9,315.5,315.6,315.5
325.0,8684,-44.1,-66.5,7,0.02,290,18.0,315.8,315.9,315.8
319.0,8809,-43.9,-62.9,11,0.03,291,19.2,317.7,317.9,317.8
300.0,9220,-47.3,-63.3,15,0.03,295,23.0,318.6,318.7,318.6
291.0,9420,-48.3,-63.7,15,0.03,295,23.0,320.0,320.1,320.0
285.0,9557,-48.9,-63.9,16,0.03,295,21.6,321.0,321.1,321.0
263.0,10080,-50.5,-67.9,11,0.02,295,16.0,326.1,326.2,326.1
252.0,10358,-51.3,-70.1,9,0.01,275,19.0,328.9,328.9,328.9
250.0,10410,-51.5,-70.5,9,0.01,280,20.0,329.4,329.4,329.4
222.0,11176,-53.8,-74.3,7,0.01,275,20.0,337.2,337.3,337.2
214.0,11413,-54.5,-75.5,6,0.01,280,21.0,339.7,339.7,339.7
208.0,11596,-52.9,-77.5,4,0.01,290,22.0,345.0,345.0,345.0
201.0,11818,-50.9,-79.9,2,0.00,294,18.5,351.5,351.5,351.5
200.0,11850,-51.1,-80.1,2,0.00,295,18.0,351.7,351.7,351.7
