PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
985.0,139,13.2,2.2,47,4.55,105,1.0,287.6,300.7,288.4
979.0,190,13.8,1.6,43,4.37,130,6.0,288.7,301.4,289.5
961.0,347,15.6,-0.4,34,3.86,148,12.3,292.1,303.5,292.7
959.0,364,15.5,-0.3,34,3.89,150,13.0,292.1,303.7,292.8
925.0,668,13.6,0.6,41,4.32,170,12.0,293.2,306.0,294.0
897.0,924,11.4,0.6,47,4.45,185,13.0,293.5,306.8,294.3
850.0,1373,7.6,0.6,61,4.70,190,11.0,294.1,308.0,294.9
794.0,1925,2.6,-1.0,77,4.47,220,12.0,294.5,307.8,295.3
749.0,2398,-1.7,-2.4,95,4.28,220,12.0,294.8,307.6,295.6
705.0,2877,-5.3,-8.7,77,2.81,220,12.0,296.0,304.6,296.5
700.0,2933,-5.7,-8.7,79,2.83,220,12.0,296.1,304.8,296.7
665.0,3333,-8.3,-8.7,97,2.98,232,10.3,297.6,306.8,298.1
659.0,3403,-7.1,-16.1,49,1.65,235,10.0,299.7,305.0,300.0
658.0,3415,-7.1,-14.6,55,1.87,235,10.0,299.8,305.8,300.2
657.0,3427,-7.1,-13.1,62,2.12,235,10.1,300.0,306.7,300.4
651.0,3498,-7.7,-12.2,70,2.30,234,10.5,300.1,307.3,300.5
640.0,3630,-8.5,-14.5,62,1.94,233,11.2,300.6,306.8,301.0
628.0,3776,-9.5,-28.5,20,0.58,232,12.0,301.1,303.1,301.2
617.0,3913,-10.3,-22.3,37,1.04,231,12.8,301.7,305.2,301.9
602.0,4101,-11.1,-43.1,5,0.14,230,13.8,302.9,303.5,303.0
559.0,4659,-16.0,-44.3,7,0.13,225,17.0,303.6,304.1,303.6
524.0,5146,-20.3,-45.3,9,0.13,212,17.0,304.1,304.6,304.2
518.0,5230,-21.0,-40.8,15,0.21,210,17.0,304.2,305.0,304.3
500.0,5490,-23.3,-26.9,72,0.85,215,20.0,304.6,307.4,304.7
497.0,5534,-23.5,-26.5,76,0.88,215,20.0,304.9,307.8,305.0
407.0,6968,-32.9,-37.5,63,0.37,220,20.0,310.6,312.0,310.7
400.0,7090,-34.1,-38.1,67,0.36,220,20.0,310.6,311.9,310.7
323.0,8546,-47.3,-52.2,57,0.10,225,23.6,311.9,312.3,311.9
316.0,8690,-48.7,-53.1,60,0.09,225,24.0,312.0,312.3,312.0
