PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
990.0,139,6.2,1.7,73,4.37,0,0.0,280.2,292.4,280.9
988.0,156,10.0,2.0,58,4.47,353,0.4,284.1,296.9,284.9
986.0,173,10.2,2.2,58,4.55,346,0.8,284.5,297.5,285.3
970.0,311,11.4,0.4,47,4.06,287,3.8,287.0,298.8,287.7
964.0,363,11.0,0.4,48,4.09,265,5.0,287.2,299.0,287.9
949.0,494,10.1,0.5,51,4.18,245,8.0,287.5,299.6,288.3
929.0,673,8.9,0.6,56,4.29,255,6.0,288.0,300.5,288.7
925.0,709,8.6,0.6,57,4.32,255,6.0,288.1,300.6,288.8
908.0,861,7.3,-0.2,59,4.14,240,5.0,288.3,300.4,289.0
850.0,1402,2.8,-3.2,65,3.55,170,4.0,289.1,299.5,289.7
807.0,1817,-0.1,-5.3,68,3.20,70,2.0,290.3,299.8,290.8
776.0,2129,-2.3,-6.8,71,2.96,15,5.0,291.2,300.0,291.7
755.0,2348,-3.9,-7.9,74,2.79,353,9.9,291.8,300.2,292.3
737.0,2539,-2.7,-9.7,59,2.48,333,14.3,295.1,302.7,295.5
730.0,2615,-2.9,-11.7,51,2.14,325,16.0,295.7,302.3,296.1
710.0,2834,-3.5,-17.5,33,1.36,315,8.5,297.4,301.7,297.6
701.0,2935,-4.2,-18.2,33,1.30,310,5.0,297.7,301.8,297.9
700.0,2946,-4.3,-18.3,33,1.29,310,5.0,297.7,301.9,297.9
693.0,3025,-4.9,-19.8,30,1.15,295,4.0,297.9,301.6,298.1
681.0,3162,-6.0,-22.3,26,0.94,265,5.0,298.1,301.2,298.3
667.0,3325,-7.3,-25.3,22,0.73,255,6.4,298.5,300.9,298.6
661.0,3395,-8.0,-25.7,23,0.71,250,7.0,298.5,300.9,298.6
642.0,3622,-10.1,-27.1,23,0.65,255,8.0,298.6,300.7,298.7
591.0,4253,-13.6,-31.2,21,0.48,270,11.0,301.6,303.3,301.7
563.0,4623,-15.7,-33.6,20,0.40,255,11.0,303.4,304.8,303.5
555.0,4733,-16.3,-34.3,20,0.38,256,11.5,303.9,305.2,304.0
548.0,4828,-17.1,-31.1,29,0.52,256,11.9,304.1,305.9,304.2
534.0,5022,-18.3,-41.3,11,0.19,257,12.8,304.9,305.6,304.9
505.0,5437,-21.9,-33.9,33,0.43,260,14.7,305.4,306.9,305.5
501.0,5495,-22.2,-34.2,33,0.42,260,15.0,305.7,307.2,305.8
500.0,5510,-22.3,-34.3,33,0.42,260,15.0,305.8,307.3,305.9
479.0,5823,-23.9,-45.9,11,0.13,267,13.0,307.6,308.1,307.6
469.0,5976,-25.1,-43.9,16,0.17,270,12.0,307.9,308.5,307.9
443.0,6387,-28.5,-38.5,38,0.31,261,12.9,308.7,309.9,308.8
413.0,6884,-31.7,-45.1,25,0.17,250,14.0,310.9,311.5,310.9
400.0,7110,-33.1,-48.1,21,0.12,260,13.0,311.9,312.4,311.9
390.0,7288,-34.1,-51.1,16,0.09,255,12.0,312.8,313.2,312.9
380.0,7465,-35.6,-51.7,18,0.09,250,11.0,313.2,313.6,313.2
361.0,7816,-38.5,-53.0,20,0.08,245,13.0,313.9,314.2,313.9
333.0,8367,-43.1,-55.0,26,0.07,255,18.0,314.9,315.2,314.9
314.0,8768,-46.5,-56.5,31,0.06,246,19.8,315.6,315.8,315.6
312.0,8810,-46.8,-57.0,30,0.06,245,20.0,315.8,316.0,315.8
300.0,9070,-48.3,-60.3,24,0.04,250,19.0,317.2,317.3,317.2
275.0,9628,-52.0,-63.1,26,0.03,250,18.0,319.8,319.9,319.8
257.0,10063,-54.9,-65.2,27,0.02,235,19.0,321.7,321.8,321.7
250.0,10240,-56.1,-66.1,28,0.02,240,18.0,322.5,322.6,322.5
245.0,10369,-56.7,-66.7,28,0.02,240,20.0,323.5,323.6,323.5
236.0,10609,-55.1,-69.8,15,0.01,245,21.0,329.3,329.4,329.3
229.0,10802,-53.9,-72.3,9,0.01,230,20.0,334.1,334.1,334.1
228.0,10830,-53.7,-72.7,8,0.01,231,20.1,334.8,334.8,334.8
213.0,11267,-56.7,-72.7,12,0.01,241,21.1,336.7,336.8,336.7
201.0,11638,-55.0,-76.6,6,0.01,250,22.0,345.0,345.0,345.0
200.0,11670,-54.9,-76.9,5,0.01,255,22.0,345.7,345.7,345.7
193.0,11900,-53.6,-78.3,4,0.00,240,15.0,351.3,351.3,351.3
190.0,12001,-53.1,-78.9,3,0.00,235,17.0,353.7,353.8,353.7
180.0,12350,-51.1,-81.0,2,0.00,255,17.0,362.4,362.4,362.4
175.0,12532,-50.1,-82.1,1,0.00,253,16.2,367.0,367.0,367.0
152.0,13453,-49.4,-82.3,1,0.00,245,12.0,383.3,383.4,383.3
150.0,13540,-49.3,-82.3,1,0.00,240,12.0,384.9,384.9,384.9
146.0,13717,-49.1,-82.2,1,0.00,230,13.0,388.3,388.3,388.3
122.0,14895,-47.7,-81.7,1,0.00,246,14.3,411.2,411.3,411.2
111.0,15515,-48.3,-82.3,1,0.00,255,15.0,421.4,421.4,421.4
100.0,16200,-48.9,-82.9,1,0.00,255,14.0,433.0,433.0,433.0
91.0,16816,-49.7,-83.4,1,0.00,235,17.0,443.2,443.2,443.2
87.0,17110,-50.1,-83.7,1,0.00,250,13.0,448.2,448.2,448.2
80.0,17658,-50.8,-84.2,1,0.00,230,12.0,457.6,457.6,457.6
77.0,17907,-51.1,-84.4,1,0.00,260,12.0,462.0,462.0,462.0
73.0,18256,-51.5,-84.7,1,0.00,240,8.0,468.1,468.1,468.1
70.0,18530,-51.9,-84.9,1,0.00,210,15.0,473.0,473.0,473.0
69.0,18622,-52.1,-85.0,1,0.00,210,15.0,474.6,474.6,474.6
66.0,18908,-52.6,-85.2,1,0.00,230,13.0,479.6,479.6,479.6
63.0,19206,-53.1,-85.5,1,0.00,210,13.0,484.8,484.8,484.8
57.0,19849,-54.2,-86.0,1,0.00,255,12.0,496.3,496.3,496.3
54.0,20196,-54.8,-86.3,1,0.00,230,7.0,502.6,502.6,502.6
52.0,20438,-55.3,-86.5,1,0.00,260,8.0,507.1,507.1,507.1
50.1,20677,-55.7,-86.7,1,0.00,255,8.9,511.5,511.5,511.5
50.0,20690,-55.7,-86.7,1,0.00,255,9.0,511.8,511.8,511.8
