PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1000.0,139,15.6,6.6,55,6.12,340,1.0,288.8,306.3,289.8
993.0,199,17.4,9.4,59,7.47,345,1.3,291.1,312.6,292.4
964.0,451,16.2,11.2,72,8.69,8,2.4,292.4,317.4,293.9
925.0,801,13.8,7.8,67,7.19,40,4.0,293.4,314.3,294.7
881.0,1210,11.0,2.0,54,5.02,314,3.4,294.6,309.5,295.5
850.0,1507,8.6,3.6,71,5.84,250,3.0,295.1,312.4,296.2
814.0,1863,5.4,2.9,84,5.80,263,3.8,295.4,312.6,296.5
797.0,2036,4.0,0.0,75,4.80,270,4.2,295.7,310.0,296.6
789.0,2118,4.0,-7.0,45,2.87,273,4.4,296.6,305.4,297.1
769.0,2326,2.6,-9.4,41,2.44,281,4.8,297.2,304.8,297.7
722.0,2831,-1.6,-9.0,57,2.68,300,6.0,298.0,306.3,298.5
708.0,2988,-2.9,-8.9,63,2.75,287,5.4,298.3,306.8,298.8
700.0,3078,-3.7,-10.7,58,2.42,280,5.0,298.4,305.9,298.8
696.0,3123,-4.0,-11.0,58,2.37,280,5.0,298.5,305.9,298.9
686.0,3237,-4.9,-11.9,58,2.24,279,5.0,298.7,305.8,299.2
677.0,3341,-4.5,-20.5,27,1.11,278,5.0,300.3,304.0,300.5
655.0,3601,-5.7,-28.7,14,0.55,276,5.0,301.8,303.7,301.9
643.0,3745,-6.3,-32.2,11,0.40,275,5.0,302.8,304.2,302.8
613.0,4119,-7.8,-41.3,5,0.17,240,7.0,305.2,305.8,305.2
611.0,4144,-7.9,-41.9,5,0.16,241,7.0,305.3,305.9,305.4
609.0,4170,-8.1,-39.1,6,0.21,241,7.1,305.4,306.2,305.4
567.0,4715,-12.1,-43.5,5,0.14,255,8.0,307.0,307.6,307.0
520.0,5377,-16.9,-48.9,4,0.09,245,7.3,308.9,309.2,308.9
500.0,5670,-18.9,-48.9,5,0.09,240,7.0,309.9,310.3,310.0
474.0,6062,-21.9,-50.0,6,0.08,230,5.0,311.0,311.3,311.0
450.0,6444,-24.8,-51.1,7,0.08,225,7.0,312.0,312.3,312.0
446.0,6510,-25.3,-51.3,7,0.08,229,7.2,312.2,312.5,312.2
443.0,6559,-25.7,-35.7,39,0.41,232,7.4,312.3,313.8,312.3
431.0,6756,-27.4,-34.8,49,0.46,245,8.0,312.6,314.2,312.6
418.0,6976,-29.3,-33.8,65,0.53,237,11.3,312.9,314.8,313.0
400.0,7290,-30.3,-32.6,80,0.62,225,16.0,315.5,317.7,315.6
393.0,7415,-31.1,-32.9,84,0.61,230,18.0,316.1,318.3,316.2
388.0,7506,-31.7,-33.2,87,0.60,231,18.2,316.4,318.6,316.6
376.0,7727,-33.1,-35.7,77,0.49,234,18.8,317.5,319.2,317.5
353.0,8162,-36.7,-39.9,72,0.34,240,20.0,318.4,319.7,318.5
323.0,8774,-41.7,-45.8,65,0.20,220,15.0,319.6,320.4,319.7
322.0,8796,-41.9,-46.0,64,0.19,221,15.0,319.7,320.4,319.7
310.0,9050,-44.3,-48.3,64,0.16,235,15.0,319.9,320.5,319.9
300.0,9270,-46.3,-50.3,64,0.13,225,17.0,320.0,320.5,320.0
258.0,10246,-55.2,-59.1,63,0.05,215,19.0,320.9,321.1,320.9
250.0,10450,-57.1,-60.9,62,0.04,215,20.0,321.0,321.2,321.1
