PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
997.0,139,22.2,9.2,44,7.34,260,3.0,295.6,317.1,296.9
994.0,165,21.0,8.6,45,7.06,215,5.0,294.7,315.3,295.9
992.0,182,20.2,8.2,46,6.89,216,5.1,294.0,314.1,295.2
947.0,578,16.2,7.5,56,6.90,245,8.0,293.9,314.0,295.1
925.0,778,14.2,7.2,63,6.90,240,8.0,293.8,313.9,295.0
882.0,1175,10.6,5.5,71,6.44,230,8.0,294.1,313.0,295.3
850.0,1484,7.8,4.2,78,6.09,240,8.0,294.3,312.2,295.4
822.0,1760,5.4,3.3,86,5.91,249,8.0,294.6,312.0,295.6
818.0,1799,5.1,3.3,88,5.95,250,8.0,294.7,312.2,295.8
800.0,1981,3.8,3.4,97,6.12,243,8.4,295.2,313.2,296.3
747.0,2536,0.8,-1.7,83,4.52,222,9.6,297.8,311.4,298.6
735.0,2666,1.0,-2.9,75,4.20,217,9.9,299.4,312.2,300.1
729.0,2732,0.8,-3.8,71,3.96,215,10.0,299.8,312.0,300.6
717.0,2866,0.4,-5.6,64,3.51,217,10.0,300.8,311.7,301.5
700.0,3058,-0.9,-4.7,75,3.86,220,10.0,301.5,313.4,302.2
695.0,3114,-1.3,-5.0,76,3.80,225,9.0,301.6,313.3,302.3
651.0,3629,-5.4,-7.6,84,3.31,205,7.0,302.7,313.0,303.3
623.0,3975,-8.1,-9.4,90,3.01,208,8.0,303.4,312.9,304.0
609.0,4151,-8.9,-8.9,100,3.21,210,8.5,304.5,314.6,305.1
505.0,5576,-17.3,-21.0,73,1.42,224,12.8,311.0,315.8,311.3
500.0,5650,-17.9,-21.8,71,1.34,225,13.0,311.2,315.7,311.4
486.0,5857,-19.5,-23.0,73,1.23,230,13.0,311.7,316.0,312.0
434.0,6684,-25.8,-28.0,81,0.88,200,15.0,314.0,317.1,314.2
400.0,7280,-30.3,-31.6,88,0.68,215,17.0,315.5,318.0,315.7
392.0,7423,-31.3,-32.0,94,0.67,216,17.5,316.0,318.4,316.2
362.0,7982,-35.5,-42.5,49,0.25,221,19.3,317.7,318.7,317.8
339.0,8435,-38.9,-46.9,43,0.17,224,20.8,319.1,319.7,319.1
307.0,9105,-44.6,-48.7,63,0.15,230,23.0,320.3,320.9,320.3
301.0,9238,-45.7,-49.1,69,0.15,226,23.9,320.5,321.1,320.6
300.0,9260,-45.9,-49.4,68,0.14,225,24.0,320.6,321.1,320.6
264.0,10099,-53.3,-57.8,58,0.06,225,28.0,321.7,321.9,321.7
263.0,10124,-53.5,-58.1,57,0.06,225,27.9,321.7,321.9,321.7
250.0,10450,-55.7,-60.5,55,0.05,225,26.0,323.1,323.3,323.1
226.0,11084,-60.5,-67.5,40,0.02,219,24.2,325.2,325.3,325.2
212.0,11480,-62.7,-67.5,53,0.02,215,23.0,327.8,327.9,327.8
203.0,11748,-61.1,-75.1,15,0.01,211,20.3,334.4,334.5,334.4
202.0,11778,-60.9,-75.2,14,0.01,210,20.0,335.2,335.2,335.2
200.0,11840,-60.5,-75.5,13,0.01,210,20.0,336.8,336.8,336.8
191.0,12128,-59.2,-76.6,9,0.01,225,20.0,343.3,343.4,343.4
189.0,12194,-58.9,-76.9,8,0.01,224,19.7,344.9,344.9,344.9
178.0,12573,-57.3,-79.2,5,0.00,220,18.0,353.4,353.4,353.4
167.0,12976,-55.7,-81.7,3,0.00,238,18.9,362.6,362.6,362.6
166.0,13015,-55.7,-81.8,3,0.00,240,19.0,363.2,363.2,363.2
160.0,13249,-55.8,-82.2,3,0.00,230,19.0,366.9,367.0,366.9
150.0,13660,-55.9,-82.9,2,0.00,245,17.0,373.6,373.6,373.6
147.0,13789,-55.5,-82.7,2,0.00,245,17.0,376.5,376.5,376.5
142.0,14009,-54.8,-82.3,2,0.00,250,12.0,381.5,381.5,381.5
135.0,14332,-53.7,-81.7,2,0.00,242,9.4,388.9,388.9,388.9
129.0,14621,-55.4,-82.9,2,0.00,235,7.0,390.9,390.9,390.9
124.0,14872,-56.9,-83.9,2,0.00,223,8.7,392.6,392.6,392.6
123.0,14924,-56.8,-83.9,2,0.00,220,9.0,393.7,393.8,393.7
120.0,15081,-56.4,-83.7,2,0.00,230,8.0,397.2,397.2,397.2
113.0,15463,-55.6,-83.5,2,0.00,215,10.0,405.6,405.6,405.6
105.0,15930,-54.6,-83.1,2,0.00,235,12.0,416.1,416.2,416.2
100.0,16240,-53.9,-82.9,2,0.00,275,11.0,423.3,423.3,423.3
