PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
985.0,139,14.6,10.0,74,7.84,265,2.0,289.0,311.3,290.4
969.0,277,13.9,9.4,74,7.67,285,6.0,289.7,311.5,291.0
953.0,417,13.2,8.8,75,7.50,280,6.0,290.3,311.8,291.7
933.0,596,12.4,8.1,75,7.28,300,5.0,291.2,312.2,292.5
925.0,668,12.0,7.8,75,7.19,295,6.0,291.6,312.3,292.8
890.0,989,9.6,6.7,82,6.93,270,7.0,292.4,312.4,293.6
850.0,1371,6.8,5.4,91,6.63,265,13.0,293.3,312.6,294.4
829.0,1576,5.3,4.9,97,6.55,255,16.0,293.8,312.9,295.0
819.0,1676,4.6,4.6,100,6.50,248,14.6,294.1,313.1,295.2
801.0,1855,3.7,3.3,98,6.08,235,12.0,295.0,312.8,296.0
731.0,2595,-0.1,-1.9,88,4.55,249,13.4,298.6,312.4,299.4
721.0,2706,0.0,-3.9,75,3.98,251,13.6,299.9,312.1,300.6
700.0,2942,-1.7,-5.8,74,3.54,255,14.0,300.6,311.5,301.2
692.0,3033,-2.4,-6.4,74,3.43,260,14.0,300.8,311.4,301.4
662.0,3383,-5.1,-8.7,76,2.99,250,15.0,301.6,310.9,302.1
640.0,3647,-7.5,-7.7,98,3.35,242,15.8,301.8,312.2,302.4
607.0,4057,-10.1,-10.7,95,2.79,230,17.0,303.4,312.2,303.9
598.0,4172,-10.1,-10.9,94,2.79,231,17.2,304.7,313.5,305.2
596.0,4198,-9.9,-11.6,87,2.64,231,17.2,305.2,313.6,305.7
585.0,4341,-10.3,-18.3,52,1.55,232,17.4,306.4,311.5,306.6
557.0,4717,-12.7,-28.7,25,0.64,234,17.9,307.8,310.1,308.0
531.0,5079,-15.5,-24.5,46,0.99,237,18.4,308.7,312.1,308.9
526.0,5150,-15.5,-23.5,50,1.09,237,18.5,309.6,313.3,309.8
500.0,5530,-18.3,-23.3,65,1.17,240,19.0,310.7,314.7,310.9
478.0,5861,-21.2,-24.3,76,1.12,245,22.0,311.1,314.9,311.3
449.0,6321,-25.3,-25.7,96,1.05,240,23.0,311.6,315.2,311.8
446.0,6371,-25.7,-25.9,98,1.04,240,22.9,311.7,315.2,311.9
400.0,7150,-31.7,-32.3,94,0.64,240,22.0,313.7,316.0,313.8
382.0,7475,-34.3,-34.8,95,0.52,240,22.0,314.4,316.3,314.5
375.0,7604,-35.4,-36.3,91,0.46,240,22.0,314.7,316.4,314.8
365.0,7792,-36.9,-38.4,86,0.38,239,19.7,315.1,316.5,315.2
364.0,7811,-36.9,-41.5,62,0.28,238,19.5,315.3,316.4,315.4
351.0,8062,-38.9,-46.9,43,0.16,237,16.4,315.9,316.6,316.0
341.0,8258,-40.7,-47.7,47,0.15,235,14.0,316.2,316.7,316.2
318.0,8731,-44.9,-49.5,60,0.13,250,11.0,316.6,317.1,316.6
315.0,8796,-45.5,-49.8,62,0.13,253,12.1,316.7,317.2,316.7
307.0,8967,-46.8,-51.0,62,0.12,260,15.0,317.2,317.7,317.3
300.0,9120,-47.9,-52.1,62,0.10,255,15.0,317.7,318.1,317.8
290.0,9341,-49.6,-54.1,60,0.09,240,14.0,318.3,318.7,318.4
271.0,9782,-53.1,-58.1,55,0.06,245,17.0,319.5,319.8,319.5
270.0,9806,-53.3,-58.3,55,0.06,243,17.2,319.6,319.8,319.6
264.0,9950,-52.9,-62.9,29,0.03,232,18.6,322.2,322.4,322.2
258.0,10098,-53.6,-61.3,39,0.04,220,20.0,323.4,323.5,323.4
250.0,10300,-54.5,-59.2,56,0.05,225,22.0,324.9,325.1,324.9
247.0,10377,-54.9,-59.0,61,0.06,225,23.0,325.4,325.7,325.4
244.0,10455,-54.0,-64.0,29,0.03,230,23.0,327.9,328.0,327.9
243.0,10481,-53.7,-65.7,22,0.02,229,22.5,328.8,328.9,328.8
241.0,10534,-52.3,-59.3,43,0.05,227,21.4,331.6,331.9,331.6
238.0,10615,-50.5,-64.5,18,0.03,225,19.8,335.5,335.7,335.5
234.0,10725,-50.5,-71.5,7,0.01,221,17.6,337.2,337.2,337.2
233.0,10753,-50.5,-71.1,7,0.01,220,17.0,337.6,337.7,337.6
228.0,10894,-50.3,-69.3,9,0.02,231,18.5,340.0,340.1,340.0
220.0,11127,-49.7,-70.1,8,0.01,250,21.0,344.4,344.5,344.4
208.0,11494,-48.8,-71.3,6,0.01,240,22.0,351.4,351.5,351.4
200.0,11750,-48.1,-72.1,5,0.01,250,21.0,356.4,356.5,356.4
194.0,11952,-47.8,-72.9,4,0.01,260,20.0,360.0,360.0,360.0
183.0,12338,-47.3,-74.3,3,0.01,260,15.4,366.9,366.9,366.9
182.0,12374,-47.4,-74.5,3,0.01,260,15.0,367.4,367.4,367.4
176.0,12595,-47.7,-75.7,3,0.01,245,13.0,370.3,370.3,370.3
171.0,12785,-48.1,-76.8,2,0.01,235,15.0,372.8,372.9,372.8
150.0,13650,-49.5,-81.5,1,0.00,260,21.0,384.6,384.6,384.6
147.0,13783,-49.3,-81.6,1,0.00,260,20.0,387.1,387.1,387.1
136.0,14293,-48.7,-81.8,1,0.00,255,20.0,396.8,396.8,396.8
125.0,14846,-48.1,-82.1,1,0.00,251,13.5,407.7,407.7,407.7
121.0,15058,-48.8,-82.5,1,0.00,250,11.0,410.2,410.3,410.2
117.0,15277,-49.5,-82.9,1,0.00,245,13.0,412.9,413.0,412.9
104.0,16044,-51.9,-84.2,1,0.00,275,13.0,422.4,422.4,422.4
100.0,16300,-52.7,-84.7,1,0.00,265,14.0,425.6,425.6,425.6
93.0,16766,-53.2,-84.9,1,0.00,285,8.0,433.6,433.6,433.6
92.0,16835,-53.3,-85.0,1,0.00,275,6.0,434.8,434.8,434.8
91.0,16905,-53.3,-85.0,1,0.00,260,7.0,436.0,436.0,436.0
88.0,17121,-53.5,-85.1,1,0.00,250,10.0,439.8,439.8,439.8
84.0,17419,-53.9,-85.3,1,0.00,275,17.0,445.0,445.0,445.0
74.0,18233,-54.7,-85.7,1,0.00,280,11.0,459.7,459.7,459.7
73.9,18242,-54.7,-85.7,1,0.00,279,11.0,459.8,459.9,459.8
72.0,18409,-53.6,-85.1,1,0.00,260,11.0,465.5,465.5,465.5
70.0,18590,-52.5,-84.5,1,0.01,260,14.0,471.7,471.7,471.7
65.3,19041,-51.9,-84.9,1,0.01,288,13.1,482.5,482.5,482.5
65.0,19070,-52.1,-84.9,1,0.01,290,13.0,482.7,482.8,482.7
