PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
269.0,9754,-55.1,-56.8,81,0.07,250,32.1,317.3,317.6,317.3
268.0,9778,-55.1,-56.2,88,0.07,250,32.0,317.6,317.9,317.7
250.0,10220,-57.1,-64.1,41,0.03,240,30.0,321.0,321.2,321.1
249.0,10245,-57.3,-63.3,47,0.03,239,30.2,321.1,321.3,321.1
245.0,10348,-56.9,-66.9,28,0.02,236,30.8,323.2,323.3,323.2
244.0,10374,-57.0,-67.0,28,0.02,235,31.0,323.4,323.5,323.4
235.0,10611,-58.1,-68.1,27,0.02,235,29.0,325.3,325.3,325.3
220.0,11029,-54.9,-74.9,7,0.01,241,26.1,336.4,336.4,336.4
200.0,11640,-53.3,-79.3,3,0.00,250,22.0,348.2,348.2,348.2
175.0,12509,-48.0,-81.3,1,0.00,250,17.0,370.5,370.5,370.5
173.0,12584,-47.5,-81.5,1,0.00,245,15.0,372.5,372.5,372.5
171.0,12660,-47.7,-81.6,1,0.00,240,13.0,373.5,373.5,373.5
150.0,13520,-49.5,-82.5,1,0.00,240,14.0,384.6,384.6,384.6
147.0,13653,-49.5,-82.5,1,0.00,250,13.0,386.8,386.9,386.8
138.0,14069,-49.4,-82.6,1,0.00,225,13.0,394.1,394.1,394.1
127.0,14616,-49.3,-82.7,1,0.00,240,13.0,403.7,403.8,403.7
112.0,15444,-49.1,-82.8,1,0.00,225,11.0,418.9,418.9,418.9
100.0,16190,-48.9,-82.9,1,0.00,245,18.0,433.0,433.0,433.0
