PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
988.0,139,19.4,0.4,28,3.98,220,3.0,293.6,305.5,294.3
978.0,226,16.7,-0.6,31,3.74,185,5.0,291.7,302.9,292.4
976.0,243,16.2,-0.8,31,3.69,187,5.4,291.4,302.3,292.0
967.0,322,15.5,-0.8,33,3.72,195,7.0,291.4,302.4,292.1
950.0,471,14.1,-0.9,36,3.77,185,9.0,291.5,302.7,292.1
931.0,641,12.5,-1.0,39,3.82,175,8.0,291.6,302.9,292.2
925.0,696,12.0,-1.0,41,3.84,175,8.0,291.6,303.0,292.3
911.0,822,10.8,-1.3,43,3.82,185,7.0,291.6,303.0,292.3
884.0,1071,8.5,-1.9,48,3.77,135,6.0,291.7,302.9,292.4
866.0,1242,6.9,-2.2,52,3.74,130,6.0,291.8,302.9,292.4
850.0,1396,5.4,-2.6,56,3.71,155,4.0,291.8,302.8,292.4
837.0,1520,4.2,-2.8,60,3.71,155,5.0,291.8,302.8,292.5
819.0,1695,2.5,-3.2,66,3.69,135,7.0,291.8,302.8,292.5
794.0,1944,0.1,-3.7,76,3.67,150,7.0,291.9,302.8,292.5
762.0,2275,-3.1,-4.3,91,3.65,122,7.0,291.9,302.7,292.5
760.0,2296,-2.6,-6.2,76,3.17,120,7.0,292.6,302.1,293.2
758.0,2317,-2.1,-8.1,63,2.74,123,7.0,293.4,301.7,293.9
750.0,2401,-2.1,-11.1,50,2.18,134,7.0,294.3,301.0,294.7
726.0,2658,-4.7,-10.2,65,2.42,170,7.0,294.2,301.6,294.6
722.0,2702,-5.1,-10.1,68,2.46,168,6.4,294.2,301.7,294.6
705.0,2888,-6.2,-13.5,56,1.92,160,4.0,295.0,301.0,295.4
700.0,2944,-6.5,-14.5,53,1.78,175,5.0,295.3,300.8,295.6
661.0,3389,-9.5,-22.5,34,0.95,238,9.5,296.8,299.9,296.9
657.0,3436,-9.6,-19.4,45,1.25,245,10.0,297.2,301.2,297.4
651.0,3507,-9.7,-14.7,67,1.88,236,10.4,297.8,303.7,298.2
649.0,3531,-9.3,-24.3,28,0.83,233,10.5,298.5,301.3,298.7
645.0,3578,-8.5,-33.5,11,0.35,226,10.7,300.0,301.2,300.0
641.0,3626,-8.8,-33.6,11,0.35,220,11.0,300.1,301.3,300.2
607.0,4046,-11.9,-34.9,13,0.33,235,12.9,301.3,302.4,301.4
575.0,4457,-14.9,-24.9,42,0.88,249,14.9,302.5,305.4,302.6
573.0,4484,-15.1,-25.6,40,0.83,250,15.0,302.6,305.4,302.7
559.0,4670,-16.5,-30.5,29,0.54,249,15.9,303.0,304.9,303.1
534.0,5012,-18.7,-24.7,59,0.97,247,17.6,304.4,307.7,304.6
525.0,5139,-19.1,-32.1,31,0.49,247,18.2,305.4,307.1,305.5
510.0,5354,-20.5,-26.5,59,0.86,246,19.3,306.2,309.2,306.4
500.0,5500,-21.3,-28.3,53,0.74,245,20.0,307.0,309.6,307.1
489.0,5664,-22.5,-33.5,36,0.46,245,21.0,307.5,309.1,307.6
486.0,5710,-22.9,-30.9,48,0.60,245,21.3,307.5,309.6,307.7
482.0,5770,-23.1,-38.1,24,0.30,245,21.6,308.0,309.1,308.1
481.0,5786,-23.3,-37.3,27,0.32,245,21.7,308.0,309.1,308.0
459.0,6127,-26.3,-32.3,57,0.56,245,23.8,308.4,310.3,308.5
457.0,6159,-26.5,-32.5,57,0.55,245,24.0,308.5,310.4,308.6
434.0,6531,-29.3,-35.3,56,0.44,245,20.9,309.5,311.1,309.6
421.0,6748,-30.9,-39.9,41,0.28,245,19.0,310.2,311.2,310.2
400.0,7110,-34.3,-39.3,61,0.32,250,22.0,310.3,311.5,310.4
381.0,7448,-36.9,-44.9,43,0.18,248,22.8,311.2,311.9,311.3
322.0,8585,-46.5,-52.5,51,0.09,241,25.6,313.3,313.7,313.3
315.0,8729,-47.5,-52.9,54,0.09,240,26.0,313.9,314.3,313.9
300.0,9050,-49.7,-53.9,61,0.08,245,30.0,315.2,315.5,315.2
280.0,9498,-53.3,-58.3,55,0.05,254,32.7,316.3,316.5,316.3
278.0,9544,-53.6,-58.5,56,0.05,255,33.0,316.4,316.6,316.4
272.0,9684,-54.7,-59.0,59,0.05,252,32.4,316.9,317.1,316.9
