PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
988.0,139,16.2,4.2,45,5.23,320,6.0,290.3,305.6,291.3
985.0,165,15.8,4.2,46,5.25,310,7.0,290.2,305.4,291.1
971.0,285,13.7,4.2,53,5.33,315,13.0,289.3,304.7,290.2
961.0,372,12.2,4.2,58,5.38,317,12.1,288.6,304.1,289.6
925.0,688,9.2,3.2,66,5.21,325,9.0,288.7,303.7,289.6
902.0,895,7.4,2.4,71,5.06,335,11.0,289.0,303.6,289.9
877.0,1126,5.5,1.6,76,4.89,330,13.0,289.3,303.5,290.1
866.0,1230,4.6,1.2,79,4.82,332,12.6,289.4,303.4,290.2
850.0,1382,3.8,-3.2,60,3.55,335,12.0,290.1,300.6,290.7
838.0,1497,3.8,-5.2,52,3.10,337,11.0,291.3,300.6,291.8
791.0,1964,2.3,-7.4,49,2.78,345,7.0,294.6,303.1,295.1
776.0,2119,1.9,-8.1,48,2.67,315,4.0,295.7,303.9,296.2
774.0,2140,1.8,-8.2,47,2.66,312,4.2,295.8,304.0,296.3
763.0,2255,1.1,-9.3,46,2.48,295,5.0,296.3,303.9,296.7
746.0,2436,0.0,-11.0,43,2.21,286,5.5,297.0,303.9,297.4
726.0,2652,-1.8,-9.0,58,2.67,275,6.0,297.4,305.6,297.9
712.0,2807,-3.0,-7.6,71,3.04,250,7.0,297.7,307.0,298.2
700.0,2942,-4.1,-6.3,85,3.41,260,8.0,297.9,308.3,298.5
691.0,3044,-5.2,-6.7,89,3.34,265,8.0,297.8,308.0,298.4
690.0,3055,-5.3,-6.8,89,3.33,265,8.0,297.8,308.0,298.4
654.0,3475,-6.9,-11.9,68,2.35,256,7.1,300.6,308.0,301.0
626.0,3814,-10.1,-12.7,81,2.30,249,6.4,300.7,308.0,301.1
613.0,3972,-11.1,-14.3,77,2.06,245,6.0,301.4,307.9,301.7
568.0,4548,-14.8,-20.1,64,1.36,230,12.0,303.7,308.2,303.9
531.0,5056,-18.0,-25.3,53,0.92,240,16.0,305.7,308.8,305.9
500.0,5510,-20.9,-29.9,44,0.64,235,14.0,307.5,309.7,307.6
484.0,5750,-22.2,-31.9,41,0.55,250,15.0,308.8,310.7,308.9
478.0,5842,-22.7,-32.7,40,0.51,249,14.7,309.3,311.1,309.3
474.0,5903,-23.3,-33.3,40,0.49,248,14.6,309.3,311.0,309.3
440.0,6444,-28.3,-34.3,56,0.48,240,13.0,309.6,311.3,309.7
400.0,7120,-34.1,-44.1,36,0.19,230,11.0,310.6,311.3,310.6
394.0,7224,-34.9,-45.2,35,0.17,230,11.0,310.9,311.5,310.9
364.0,7768,-39.1,-50.7,28,0.10,235,10.0,312.4,312.8,312.4
338.0,8277,-43.0,-55.9,23,0.06,220,10.0,313.7,314.0,313.7
335.0,8338,-43.5,-56.5,23,0.06,227,10.0,313.9,314.1,313.9
326.0,8519,-45.1,-56.2,28,0.06,250,10.0,314.1,314.3,314.1
300.0,9070,-50.1,-55.1,56,0.07,240,9.0,314.6,314.9,314.6
292.0,9245,-51.7,-55.9,61,0.07,231,8.1,314.8,315.1,314.8
291.0,9267,-51.8,-56.1,61,0.07,230,8.0,314.9,315.2,314.9
282.0,9470,-53.2,-57.6,59,0.06,235,9.0,315.8,316.0,315.8
280.0,9516,-53.5,-57.9,59,0.06,242,10.0,316.0,316.2,316.0
278.0,9561,-53.9,-59.9,48,0.04,250,11.0,316.1,316.3,316.1
275.0,9631,-52.5,-69.5,11,0.01,256,11.0,319.1,319.1,319.1
271.0,9726,-51.9,-70.6,9,0.01,265,11.0,321.2,321.3,321.2
250.0,10250,-48.9,-76.9,3,0.00,260,13.0,333.2,333.3,333.2
248.0,10303,-48.9,-76.9,3,0.00,258,13.2,334.0,334.0,334.0
238.0,10573,-50.3,-78.3,2,0.00,245,14.0,335.8,335.9,335.8
222.0,11035,-44.7,-78.7,1,0.00,262,14.8,351.2,351.2,351.2
219.0,11126,-45.3,-78.9,1,0.00,265,15.0,351.7,351.7,351.7
205.0,11566,-48.1,-80.1,1,0.00,250,16.5,353.9,354.0,353.9
200.0,11730,-46.7,-80.7,1,0.00,245,17.0,358.7,358.7,358.7
177.0,12538,-45.9,-80.7,1,0.00,265,22.0,372.6,372.6,372.6
170.0,12805,-45.7,-80.7,1,0.00,265,17.2,377.4,377.4,377.4
164.0,13042,-46.3,-81.0,1,0.00,265,13.0,380.2,380.2,380.2
155.0,13414,-47.3,-81.6,1,0.00,255,12.0,384.7,384.7,384.7
150.0,13630,-47.9,-81.9,1,0.00,265,15.0,387.3,387.3,387.3
144.0,13899,-48.8,-82.2,1,0.00,270,16.0,390.4,390.4,390.4
139.0,14131,-49.5,-82.5,1,0.00,268,15.6,393.0,393.0,393.0
132.0,14471,-49.0,-82.6,1,0.00,265,15.0,399.8,399.8,399.8
129.0,14622,-48.8,-82.7,1,0.00,245,16.0,402.8,402.8,402.8
124.0,14882,-48.4,-82.8,1,0.00,265,18.0,408.1,408.1,408.1
118.0,15208,-47.9,-82.9,1,0.00,263,14.1,414.8,414.8,414.8
112.0,15550,-49.5,-83.6,1,0.00,260,10.0,418.0,418.0,418.0
107.0,15849,-50.9,-84.2,1,0.00,250,15.0,420.8,420.9,420.8
105.0,15973,-51.5,-84.5,1,0.00,255,16.0,422.0,422.0,422.0
100.0,16290,-51.1,-84.1,1,0.00,270,17.0,428.7,428.7,428.7
94.0,16691,-51.4,-84.3,1,0.00,240,17.0,435.7,435.7,435.7
85.0,17343,-52.0,-84.6,1,0.00,265,19.0,447.2,447.3,447.2
82.0,17575,-52.2,-84.7,1,0.00,280,17.0,451.4,451.5,451.4
76.0,18067,-52.6,-84.9,1,0.00,260,11.0,460.5,460.5,460.5
72.0,18418,-52.9,-85.0,1,0.00,280,11.0,467.0,467.0,467.0
70.0,18600,-53.1,-85.1,1,0.00,265,7.0,470.4,470.5,470.4
69.0,18693,-52.8,-85.6,1,0.00,245,6.0,473.0,473.1,473.0
68.7,18721,-52.7,-85.7,1,0.00,241,6.3,473.8,473.8,473.8
68.0,18786,-53.0,-85.7,1,0.00,230,7.0,474.5,474.5,474.5
61.6,19417,-56.1,-86.1,1,0.00,255,14.0,481.3,481.3,481.3
60.0,19585,-55.6,-86.0,1,0.00,260,16.0,486.1,486.1,486.1
56.0,20025,-54.2,-85.7,1,0.01,305,12.0,498.8,498.8,498.8
55.0,20140,-53.9,-85.6,1,0.01,300,7.0,502.2,502.2,502.2
53.9,20269,-53.5,-85.5,1,0.01,292,4.8,506.0,506.0,506.0
53.0,20376,-53.5,-85.5,1,0.01,285,3.0,508.3,508.4,508.3
52.0,20499,-53.6,-85.6,1,0.01,255,5.0,511.0,511.0,511.0
50.0,20750,-53.7,-85.7,1,0.01,270,8.0,516.5,516.5,516.5
