PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
999.0,139,11.4,11.1,98,8.33,190,1.0,284.6,307.8,286.1
994.0,181,13.8,12.0,89,8.89,200,2.2,287.4,312.4,289.0
982.0,284,13.8,12.4,92,9.28,225,5.0,288.4,314.6,290.1
978.0,318,13.8,12.6,92,9.41,228,5.3,288.8,315.3,290.4
967.0,413,13.0,12.4,96,9.39,235,6.0,288.9,315.4,290.5
956.0,510,12.2,12.2,100,9.37,243,6.3,289.0,315.5,290.7
925.0,786,11.0,8.8,86,7.70,265,7.0,290.6,312.6,291.9
919.0,840,10.5,8.7,88,7.68,270,7.0,290.6,312.6,291.9
890.0,1107,8.0,8.0,100,7.58,270,5.1,290.7,312.4,292.0
888.0,1125,8.0,7.5,97,7.36,270,5.0,290.8,312.0,292.1
874.0,1257,7.8,4.3,78,5.95,255,5.0,292.0,309.3,293.0
872.0,1276,7.8,3.8,76,5.77,257,4.9,292.2,309.0,293.2
850.0,1486,6.4,2.6,77,5.43,280,4.0,292.8,308.8,293.8
838.0,1603,5.4,3.9,90,6.05,290,2.7,293.0,310.6,294.0
832.0,1661,5.2,2.4,82,5.46,295,2.0,293.4,309.4,294.4
810.0,1880,4.6,-3.4,56,3.67,267,4.1,295.0,306.1,295.6
801.0,1971,3.9,-2.5,63,3.97,255,5.0,295.2,307.1,295.9
783.0,2156,2.4,-0.7,80,4.64,240,6.5,295.5,309.4,296.3
777.0,2217,2.0,-1.5,78,4.41,235,7.0,295.7,308.9,296.5
739.0,2618,-0.6,-6.8,63,3.10,260,9.0,297.1,306.6,297.7
702.0,3029,-3.3,-12.3,50,2.12,232,9.0,298.6,305.2,298.9
700.0,3052,-3.3,-12.3,50,2.13,230,9.0,298.8,305.5,299.2
687.0,3200,-4.9,-6.1,91,3.53,219,8.4,298.6,309.4,299.3
677.0,3315,-5.5,-10.1,70,2.62,210,8.0,299.2,307.4,299.7
673.0,3362,-5.7,-11.7,63,2.32,212,8.3,299.5,306.8,299.9
658.0,3538,-7.3,-8.0,95,3.18,220,9.3,299.6,309.5,300.2
648.0,3658,-7.6,-9.7,85,2.82,225,10.0,300.6,309.4,301.1
639.0,3767,-7.9,-11.3,77,2.52,220,10.7,301.5,309.4,301.9
625.0,3939,-8.7,-23.7,29,0.90,212,11.7,302.5,305.5,302.6
621.0,3989,-9.1,-20.4,39,1.21,210,12.0,302.6,306.6,302.8
613.0,4089,-9.9,-13.8,73,2.15,214,12.7,302.8,309.6,303.2
600.0,4254,-10.5,-35.5,11,0.31,222,13.7,303.9,305.0,304.0
585.0,4447,-12.0,-35.7,12,0.31,230,15.0,304.4,305.5,304.4
534.0,5140,-17.5,-36.5,17,0.32,224,18.5,305.8,307.0,305.9
500.0,5630,-20.1,-50.1,5,0.08,220,21.0,308.5,308.8,308.5
496.0,5689,-20.5,-50.5,5,0.08,220,22.0,308.7,309.0,308.8
478.0,5961,-22.1,-52.1,5,0.07,216,21.7,310.0,310.3,310.0
435.0,6638,-27.6,-55.5,5,0.05,205,21.0,311.5,311.7,311.5
400.0,7240,-32.5,-58.5,6,0.04,215,24.0,312.7,312.8,312.7
387.0,7473,-34.3,-58.3,7,0.04,216,24.5,313.3,313.4,313.3
357.0,8036,-36.5,-59.5,8,0.04,220,25.9,317.6,317.8,317.6
314.0,8910,-43.6,-57.7,20,0.05,225,28.0,319.6,319.8,319.6
300.0,9220,-46.1,-57.1,28,0.06,225,26.0,320.3,320.5,320.3
275.0,9789,-50.7,-58.7,38,0.05,225,26.0,321.7,321.9,321.7
250.0,10400,-54.9,-62.9,37,0.03,225,26.0,324.3,324.5,324.3
242.0,10608,-56.1,-66.1,28,0.02,225,26.0,325.5,325.6,325.6
235.0,10794,-56.5,-68.0,23,0.02,225,26.0,327.7,327.8,327.7
224.0,11099,-57.1,-71.1,16,0.01,235,26.0,331.3,331.3,331.3
200.0,11820,-55.5,-74.5,8,0.01,240,20.0,344.7,344.8,344.7
194.0,12015,-55.3,-75.6,7,0.01,250,16.0,348.1,348.1,348.1
183.0,12388,-54.9,-77.6,5,0.01,230,16.0,354.6,354.6,354.6
151.0,13618,-53.5,-84.3,1,0.00,255,14.0,376.9,376.9,376.9
150.0,13660,-53.5,-84.5,1,0.00,255,14.0,377.7,377.7,377.7
140.0,14104,-52.5,-84.5,1,0.00,236,15.5,387.0,387.0,387.0
139.0,14151,-52.5,-84.5,1,0.00,234,15.7,387.8,387.8,387.8
137.0,14244,-52.9,-84.7,1,0.00,230,16.0,388.6,388.7,388.6
124.0,14883,-55.7,-85.7,1,0.00,253,12.3,394.8,394.8,394.8
123.0,14934,-55.6,-85.7,1,0.00,255,12.0,395.9,395.9,395.9
113.0,15477,-54.5,-85.4,1,0.00,220,12.0,407.7,407.7,407.7
100.0,16260,-52.9,-84.9,1,0.00,250,10.0,425.2,425.3,425.2
97.0,16455,-53.8,-85.2,1,0.00,270,11.0,427.3,427.3,427.3
93.0,16726,-55.0,-85.7,1,0.00,275,14.0,430.1,430.1,430.1
89.4,16979,-56.1,-86.1,1,0.00,275,12.0,432.7,432.7,432.7
88.0,17079,-56.3,-86.3,1,0.00,270,9.0,434.3,434.3,434.3
86.3,17203,-56.5,-86.5,1,0.00,256,9.0,436.3,436.3,436.3
85.0,17300,-55.8,-86.3,1,0.00,245,9.0,439.6,439.6,439.6
83.0,17453,-54.7,-86.1,1,0.00,265,9.0,444.8,444.8,444.8
81.5,17569,-53.9,-85.9,1,0.00,262,9.0,448.8,448.8,448.8
76.2,17999,-56.5,-86.5,1,0.00,252,9.0,452.1,452.1,452.1
75.0,18100,-56.3,-86.5,1,0.00,250,9.0,454.6,454.6,454.6
70.0,18540,-55.3,-86.3,1,0.00,260,7.0,465.7,465.8,465.7
68.6,18669,-54.3,-86.3,1,0.00,246,2.8,470.6,470.6,470.6
68.0,18725,-54.3,-86.3,1,0.00,240,1.0,471.7,471.7,471.7
66.0,18916,-54.5,-86.3,1,0.00,210,5.0,475.4,475.5,475.4
63.0,19213,-54.7,-86.4,1,0.00,220,11.0,481.3,481.4,481.3
58.0,19742,-55.0,-86.5,1,0.00,265,6.0,492.0,492.0,492.0
55.0,20081,-55.3,-86.6,1,0.00,265,6.0,499.0,499.0,499.0
50.0,20690,-55.7,-86.7,1,0.00,225,4.0,511.8,511.8,511.8
